PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
-14.415217789677172,8.377925076857757,-11.17003089375086,-3.7865745247107956,7.26510311791952,-1.6722986167375682,2.0258641911547137,3.5544569028113657,-2.294992969819009,-1.2370628430376427
-14.049461389206538,5.996948124902051,-9.658793480771308,-4.618026081511025,5.130962569232587,2.2045045601579556,2.1308836036759096,0.8754069145127543,-0.9292075066814811,-2.4870047969802047
-14.123176843147368,7.5523423463212636,-9.853015070998982,-5.510045946157849,5.393762862446936,-0.550234919797484,2.429255040122174,0.3486864626775011,0.49784483748037595,0.6523166361557098
-14.067579988295746,7.144212938215059,-10.109712050844085,-6.00329304598086,5.551825761508957,0.6873487565715561,4.270988798621021,2.809253703966099,0.9592525859533776,-1.046033844752744
-14.26514023449146,6.363123081950711,-10.085060912333592,-4.615668922638797,5.722830311433438,-1.1486797751183475,3.6777519020136835,0.45563740594325935,-1.9788142803773405,-2.3536964778451073
-15.95532179833943,6.119451560868407,-8.769785211422505,-4.383316945752024,5.060486205650473,-1.2599883513629933,4.664035235667862,0.01708612492494909,-0.8084904644335799,-1.5282461489926298
-12.51702862302919,6.2276737401353515,-10.314015125990831,-5.446731992223078,5.4425651614491395,-1.941396974432904,1.9018138542096237,0.7153723143293325,-1.5103082944127153,-2.7283076885821513
-17.1518461402482,7.5296389324065185,-12.00185810293418,-5.752960926678469,5.05017319632291,-1.4674151529794623,4.084298512278637,1.2563315436225175,-1.1676602174400361,-0.9207163136188515
-15.476203126047634,11.04663590108847,-10.989747297850963,-3.8989391688158492,5.763411608616215,-1.7547600359175979,3.3006460932347936,0.14215370005421965,-1.6982562395031797,-0.4089157797615136
-14.231907805621839,11.174079769845395,-9.22866453328292,-5.8645374798519185,5.2822330300188804,-2.583278544268788,5.035517623599484,0.6108396763802325,0.7539518813036705,0.5105740583831275
-15.58956099118896,9.912211659940382,-9.207290169120869,-4.668471257745429,6.334049876644131,-1.8990045445329187,4.354096501268903,1.3580350697604373,-2.773647274571018,1.1557787659688379
-15.194887121863752,10.703948229259032,-10.85936202795257,-3.702626791812436,3.7333047624086375,-0.026293570306244476,4.149019392971772,1.9434663934934369,-0.7384183270908378,-0.27467923707998393
-14.320092480695685,10.260762649047614,-11.038674389863672,-3.7644856706212972,5.644183016530408,-1.4200211519739825,5.525464902818363,1.6905478423698286,0.42888664541096105,0.6325056788493093
-15.365145303551818,10.786684937892755,-8.662852032401076,-4.830679710313727,5.4837873472447685,-2.022115959499056,3.1022032500664096,1.0798424172591266,0.8431672628066403,0.16755400419406022
-14.855202814668614,10.38597507762586,-8.947996819760375,-5.6161206142987705,4.281937562306121,-1.9746737764432738,1.1219989212084764,1.6957376198926224,-1.083737182910765,-0.6097081590860861
-17.90064003273711,13.665578808768272,-11.3112850113059,-7.232390782907136,2.7239545629845923,-2.4511692570810095,6.582080388331682,0.046482927836993,0.8861255777598176,-1.8452359892413654
