PC,eigenvalue,explained_variance_ratio
PC1,65.4227931914092,0.0653574357556535
PC2,33.484483105346904,0.03345103207327361
PC3,25.145407060340887,0.025120286773567303
PC4,20.04732355426133,0.020027296258003313
PC5,17.367911445358313,0.01735056088447383
PC6,13.445674777820837,0.013432242535285542
PC7,11.679182446699341,0.011667514931767566
PC8,9.353761532160304,0.009344417115045252
PC9,8.370798058398682,0.0083624356227759
PC10,7.567414132871656,0.007559854278593058
