PC,eigenvalue,explained_variance_ratio
PC1,42.220641766521865,0.042178463303218644
PC2,26.125067655465607,0.02609896868677883
PC3,20.479564489133217,0.020459105383749468
PC4,15.186822267503823,0.015171650616886936
PC5,12.050082147571183,0.012038044103467717
PC6,10.810295493904086,0.010799495997906179
PC7,9.817689288712772,0.009807881407305466
PC8,8.615406467349219,0.008606799667681537
PC9,8.345823501110614,0.008337486015095518
PC10,7.166184419814456,0.007159025394420036
