molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
"4,4'-Dimethoxychalcone",0,0,0,0,0,6,1,0,268.312,6.009,552.839,198.534,44.791,309.515,0.000,933.024,0.000,3.500,0.0387028,0.0000000,0.8352728,30.289,9.297,11.804,5.583,3.730,-3.884,-3.867,-5.674,3725.204,-0.226,2049.725,-0.679,8.933,0.787,2,0.136,3,100.000,0.000,0.000,43.528,3,0,12,0,12,0,20,0,7.344
"4,4'-Dimethoxychalcone",0,0,0,0,0,6,1,0,268.312,4.836,547.067,223.316,30.153,293.598,0.000,927.682,0.000,3.500,0.0252145,0.0000000,0.8408602,29.923,9.047,11.410,5.362,3.778,-3.775,-3.867,-5.507,5128.150,-0.082,2895.566,-0.465,8.817,0.565,2,0.120,3,100.000,0.000,0.000,40.153,3,0,12,0,12,0,20,0,15.453
"107905",4,0,0,0,0,9,1,-2,442.378,4.085,681.910,55.417,374.313,252.180,0.000,1232.606,7.000,8.000,0.0135356,0.0310393,0.8153063,39.804,15.684,28.846,21.769,0.423,-3.777,-5.613,-5.723,2.794,-3.733,0.859,-6.666,8.721,0.506,9,-0.273,1,24.450,0.000,0.000,190.583,10,1,22,0,22,3,32,2,0.000
"107905",4,0,0,0,0,9,1,-2,442.378,4.085,681.910,55.417,374.313,252.180,0.000,1232.606,7.000,8.000,0.0135356,0.0310393,0.8153063,39.804,15.684,28.846,21.769,0.423,-3.777,-5.613,-5.723,2.794,-3.733,0.859,-6.666,8.721,0.506,9,-0.273,1,24.450,0.000,0.000,190.583,10,1,22,0,22,3,32,2,0.000
"107905",4,0,0,0,0,9,1,-2,442.378,4.085,681.910,55.417,374.313,252.180,0.000,1232.606,7.000,8.000,0.0135358,0.0310393,0.8153063,39.804,15.684,28.846,21.769,0.423,-3.777,-5.613,-5.723,2.794,-3.733,0.859,-6.666,8.721,0.506,9,-0.273,1,24.450,0.000,0.000,190.583,10,1,22,0,22,3,32,2,0.000
"(-)-(S)-Equol",0,0,0,0,0,2,0,0,242.274,2.953,474.766,85.305,109.327,280.134,0.000,798.670,2.000,2.250,0.0109203,0.0067022,0.8768610,27.200,8.851,13.080,8.215,2.761,-3.577,-3.849,-4.860,910.241,-0.505,446.892,-2.356,8.832,-0.070,4,0.171,3,96.076,0.000,0.000,53.522,3,0,16,0,16,3,18,0,0.283
"Troxerutin",12,0,0,0,0,24,2,-2,742.683,10.937,920.112,436.180,369.748,114.185,0.000,1907.150,9.000,25.650,0.0627224,0.0836311,0.8083153,55.850,21.044,47.099,38.377,-2.169,-1.061,-4.666,-5.178,3.087,-4.656,0.957,-5.627,8.858,0.697,13,-1.761,1,0.000,0.000,0.000,294.667,19,3,28,0,28,10,52,2,0.152
"Cinnamtannin B-1",11,0,0,0,0,14,1,-2,864.769,6.846,1025.590,109.092,547.500,368.997,0.000,2137.819,14.000,16.350,0.0219237,0.0596497,0.7825378,73.936,27.392,56.726,41.943,0.370,-5.152,-11.058,-6.811,0.064,-6.241,0.014,-8.966,8.648,0.112,19,-0.144,1,0.000,0.000,0.000,314.586,18,3,49,0,49,9,63,2,0.000
"6-Hydroxykaempferol 3,6-diglucoside",10,0,0,0,0,17,2,-2,626.524,6.899,807.256,183.935,448.637,174.684,0.000,1602.711,10.000,22.250,0.0296988,0.0871603,0.8204600,48.739,19.631,44.402,38.714,-3.118,-1.794,-3.783,-5.270,0.551,-4.904,0.149,-7.540,9.007,0.687,11,-1.470,1,0.000,0.000,0.000,296.564,17,3,28,0,28,10,44,2,0.000
"6-Hydroxykaempferol 3,6-diglucoside",10,0,0,0,0,17,2,-2,626.524,6.899,807.256,183.935,448.637,174.684,0.000,1602.711,10.000,22.250,0.0296991,0.0871603,0.8204600,48.739,19.631,44.402,38.714,-3.118,-1.794,-3.783,-5.270,0.551,-4.904,0.149,-7.540,9.007,0.687,11,-1.470,1,0.000,0.000,0.000,296.564,17,3,28,0,28,10,44,2,0.000
"Vicenin-1",8,0,0,0,0,11,0,-2,564.499,8.108,794.764,182.664,427.802,184.298,0.000,1495.047,9.000,19.050,0.0439733,0.0719081,0.7956035,48.375,18.508,41.232,35.314,-2.483,-3.086,-3.885,-5.718,0.869,-4.605,0.243,-7.699,9.215,1.018,14,-1.149,1,0.000,0.000,0.000,251.378,14,3,28,0,28,10,40,2,0.000
"Vicenin-1",8,0,0,0,0,11,0,-2,564.499,8.108,794.764,182.664,427.802,184.298,0.000,1495.047,9.000,19.050,0.0439722,0.0719081,0.7956035,48.375,18.508,41.232,35.314,-2.483,-3.086,-3.885,-5.718,0.869,-4.605,0.243,-7.699,9.215,1.018,14,-1.149,1,0.000,0.000,0.000,251.378,14,3,28,0,28,10,40,2,0.000
"Chamaechromone",4,0,0,0,0,13,0,-2,542.498,9.580,776.951,6.813,357.382,412.756,0.000,1464.887,4.000,6.750,0.0626501,0.0173756,0.8028614,48.065,18.180,27.447,16.467,3.146,-5.420,-8.927,-6.690,4.044,-3.916,1.281,-5.404,8.577,0.455,9,0.527,2,30.309,0.000,0.000,198.774,10,2,28,0,28,0,40,2,0.000
"Chamaechromone",5,0,0,0,0,13,0,-2,542.498,8.149,772.947,1.706,350.193,421.048,0.000,1472.743,4.000,6.750,0.0450855,0.0174656,0.8099031,48.459,18.227,27.359,16.465,3.261,-5.353,-8.927,-6.616,4.732,-3.779,1.518,-5.242,8.715,0.432,9,0.554,2,32.201,0.000,0.000,201.199,10,2,28,0,28,0,40,2,0.000
"Chamaechromone",4,0,0,0,0,13,0,-2,542.498,9.580,776.951,6.813,357.382,412.756,0.000,1464.887,4.000,6.750,0.0626501,0.0173756,0.8028614,48.065,18.180,27.447,16.467,3.146,-5.420,-8.927,-6.690,4.044,-3.916,1.281,-5.404,8.577,0.455,9,0.527,2,30.309,0.000,0.000,198.774,10,2,28,0,28,0,40,2,0.000
"Chamaechromone",5,0,0,0,0,13,0,-2,542.498,8.002,773.236,1.628,349.234,422.374,0.000,1473.132,4.000,6.750,0.0434674,0.0174591,0.8097438,48.487,18.234,27.343,16.468,3.271,-5.358,-8.927,-6.625,4.832,-3.771,1.553,-5.220,8.710,0.425,9,0.555,2,32.425,0.000,0.000,201.945,10,2,28,0,28,0,40,2,0.000
"Chamaechromone",5,0,0,0,0,13,0,-2,542.498,8.149,772.947,1.706,350.193,421.048,0.000,1472.743,4.000,6.750,0.0450855,0.0174656,0.8099031,48.459,18.227,27.359,16.465,3.261,-5.353,-8.927,-6.616,4.732,-3.779,1.518,-5.242,8.715,0.432,9,0.554,2,32.201,0.000,0.000,201.199,10,2,28,0,28,0,40,2,0.000
"Chamaechromone",5,0,0,0,0,13,0,-2,542.498,8.109,774.024,1.615,349.468,422.940,0.000,1472.480,4.000,6.750,0.0446557,0.0174413,0.8086809,48.466,18.238,27.349,16.475,3.265,-5.371,-8.927,-6.645,4.807,-3.783,1.544,-5.222,8.710,0.427,9,0.552,2,32.350,0.000,0.000,202.121,10,2,28,0,28,0,40,2,0.000
"Chamaechromone",4,0,0,0,0,13,0,-2,542.498,9.580,776.951,6.813,357.382,412.756,0.000,1464.887,4.000,6.750,0.0626477,0.0173756,0.8028614,48.065,18.180,27.447,16.467,3.146,-5.420,-8.927,-6.690,4.044,-3.916,1.281,-5.404,8.577,0.455,9,0.527,2,30.309,0.000,0.000,198.774,10,2,28,0,28,0,40,2,0.000
"Chamaechromone",5,0,0,0,0,13,0,-2,542.498,8.149,772.947,1.706,350.193,421.048,0.000,1472.743,4.000,6.750,0.0450873,0.0174656,0.8099031,48.459,18.227,27.359,16.465,3.261,-5.353,-8.927,-6.616,4.732,-3.779,1.518,-5.242,8.715,0.432,9,0.554,2,32.201,0.000,0.000,201.199,10,2,28,0,28,0,40,2,0.000
"Chamaechromone",5,0,0,0,0,13,0,-2,542.498,8.149,772.947,1.706,350.193,421.048,0.000,1472.743,4.000,6.750,0.0450855,0.0174656,0.8099031,48.459,18.227,27.359,16.465,3.261,-5.353,-8.927,-6.616,4.732,-3.779,1.518,-5.242,8.715,0.432,9,0.554,2,32.201,0.000,0.000,201.199,10,2,28,0,28,0,40,2,0.000
"Peonidin-3-O-galactoside(chloride)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peonidin-3-O-galactoside(chloride)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peonidin-3-O-galactoside(chloride)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SL 0101-1",0,0,0,0,0,8,3,-2,516.457,6.219,710.949,252.288,254.417,204.244,0.000,1406.032,3.000,11.900,0.0275062,0.0289914,0.8537359,46.929,15.101,27.412,18.900,1.537,-3.850,-5.877,-4.873,38.305,-2.246,14.555,-4.721,8.937,0.759,4,-0.120,2,38.368,0.000,0.000,197.494,12,2,22,0,22,5,37,0,0.001
"SL 0101-1",0,0,0,0,0,8,3,-2,516.457,6.219,710.949,252.288,254.417,204.244,0.000,1406.032,3.000,11.900,0.0275073,0.0289914,0.8537359,46.929,15.101,27.412,18.900,1.537,-3.850,-5.877,-4.873,38.305,-2.246,14.555,-4.721,8.937,0.759,4,-0.120,2,38.368,0.000,0.000,197.494,12,2,22,0,22,5,37,0,0.001
"Naringin Dihydrochalcone",8,0,0,0,0,18,2,-2,582.557,10.463,854.620,263.775,401.926,188.919,0.000,1619.401,7.000,18.300,0.0676045,0.0566535,0.7803598,48.901,19.119,38.043,30.102,-1.199,-2.752,-4.344,-5.987,1.529,-4.922,0.448,-6.533,8.889,0.220,11,-1.177,1,0.000,0.000,0.000,240.520,14,3,24,0,24,10,41,2,0.000
"Naringin Dihydrochalcone",8,0,0,0,0,18,2,-2,582.557,10.465,855.741,264.304,401.974,189.463,0.000,1620.017,7.000,18.300,0.0675972,0.0565793,0.7795352,48.931,19.135,38.050,30.108,-1.198,-2.766,-4.344,-6.003,1.528,-4.931,0.447,-6.532,8.889,0.219,11,-1.178,1,0.000,0.000,0.000,240.524,14,3,24,0,24,10,41,2,0.000
"Hesperidin methylchalcone",9,0,0,0,0,19,3,-2,624.594,4.598,861.275,312.047,367.436,181.791,0.000,1710.911,7.000,20.050,0.0123549,0.0615916,0.8032334,51.853,19.454,39.212,31.338,-1.005,-2.292,-4.470,-5.583,3.247,-4.378,1.011,-5.827,8.776,0.654,10,-1.207,1,0.000,0.000,0.000,236.267,15,3,24,0,24,10,44,2,0.005
"Hesperidin methylchalcone",9,0,0,0,0,19,3,-2,624.594,4.599,861.286,312.054,367.439,181.793,0.000,1710.931,7.000,20.050,0.0123624,0.0615908,0.8032288,51.854,19.454,39.212,31.338,-1.004,-2.293,-4.470,-5.583,3.247,-4.378,1.011,-5.827,8.777,0.654,10,-1.207,1,0.000,0.000,0.000,236.269,15,3,24,0,24,10,44,2,0.005
"Baohuoside I",1,0,0,0,0,10,1,-2,514.528,6.681,800.006,397.252,232.185,170.569,0.000,1502.281,4.000,11.300,0.0297116,0.0282498,0.7929383,49.175,15.976,28.893,19.167,2.239,-5.050,-6.007,-5.696,62.243,-2.501,24.598,-4.238,9.022,0.769,9,0.018,2,59.209,0.000,0.000,157.209,10,1,22,0,22,5,37,1,0.000
"Baohuoside I",1,0,0,0,0,10,1,-2,514.528,6.681,800.006,397.252,232.185,170.569,0.000,1502.281,4.000,11.300,0.0297124,0.0282498,0.7929383,49.175,15.976,28.893,19.167,2.239,-5.050,-6.007,-5.696,62.243,-2.501,24.598,-4.238,9.022,0.769,9,0.018,2,59.209,0.000,0.000,157.209,10,1,22,0,22,5,37,1,0.000
"2-Hydroxychalcone",0,0,0,0,0,5,1,0,224.259,4.326,489.011,8.865,90.150,389.997,0.000,803.022,1.000,2.750,0.0233003,0.0056236,0.8544061,26.497,9.174,11.740,7.232,2.977,-3.391,-3.374,-5.748,1383.602,-0.561,702.695,-1.327,9.048,0.809,1,0.060,3,100.000,0.000,0.000,47.680,2,0,12,0,12,0,17,0,4.296
"Icariin",10,0,0,0,0,16,2,-2,676.670,5.053,1012.971,534.985,349.699,128.288,0.000,1928.689,7.000,19.800,0.0132398,0.0517151,0.7397349,61.984,21.530,42.278,31.634,0.160,-4.799,-5.747,-6.355,4.783,-4.661,1.536,-5.976,9.145,1.056,12,-0.809,1,1.172,0.000,0.000,235.226,15,3,28,0,28,10,48,2,0.000
"Glycitein",0,0,0,0,0,4,0,-2,284.268,3.956,515.638,92.706,148.127,274.805,0.000,873.605,2.000,4.750,0.0179153,0.0130276,0.8570974,28.864,9.728,15.183,10.562,1.956,-3.349,-4.033,-5.155,390.133,-1.022,178.854,-2.897,8.889,0.648,3,-0.091,3,84.776,0.000,0.000,87.800,5,0,16,0,16,0,21,0,0.161
"Glycitein",0,0,0,0,0,4,0,-2,284.268,3.956,515.638,92.706,148.127,274.805,0.000,873.605,2.000,4.750,0.0179136,0.0130276,0.8570974,28.864,9.728,15.183,10.562,1.956,-3.349,-4.033,-5.155,390.133,-1.022,178.854,-2.897,8.889,0.648,3,-0.091,3,84.776,0.000,0.000,87.800,5,0,16,0,16,0,21,0,0.161
"Methyl-Hesperidin",6,0,0,0,0,14,2,-2,624.594,4.120,905.888,454.672,322.913,128.303,0.000,1731.894,6.000,20.050,0.0097997,0.0542145,0.7699063,55.392,19.000,38.645,30.417,-0.649,-3.616,-4.631,-5.867,8.584,-3.912,2.890,-5.675,8.774,0.468,11,-1.069,1,0.979,0.000,0.000,225.694,15,3,28,0,28,12,44,2,0.000
"Astragalin",0,0,0,0,0,10,1,-2,448.382,5.772,644.402,106.600,310.722,227.080,0.000,1187.782,6.000,13.000,0.0280525,0.0494154,0.8417162,37.129,14.409,29.053,24.315,-0.779,-2.524,-4.066,-5.176,11.203,-2.963,3.854,-5.486,8.994,0.776,7,-0.801,2,15.249,0.000,0.000,190.508,11,2,22,0,22,5,32,2,0.004
"Astragalin",0,0,0,0,0,10,1,-2,448.382,5.772,644.402,106.600,310.722,227.080,0.000,1187.782,6.000,13.000,0.0280517,0.0494154,0.8417162,37.129,14.409,29.053,24.315,-0.779,-2.524,-4.066,-5.176,11.203,-2.963,3.854,-5.486,8.994,0.776,7,-0.801,2,15.249,0.000,0.000,190.508,11,2,22,0,22,5,32,2,0.004
"Tectochrysin",0,0,0,0,0,2,0,0,268.268,4.341,504.017,92.741,93.941,317.335,0.000,850.142,0.000,3.000,0.0221644,0.0000000,0.8610881,29.615,8.977,11.526,6.243,3.102,-3.872,-4.338,-5.293,1273.683,-0.402,642.553,-1.941,9.132,0.807,2,0.199,3,100.000,0.000,0.000,62.843,4,0,16,0,16,0,20,0,0.413
"Rottlerin",1,0,0,0,0,12,1,-2,516.546,3.121,825.569,329.470,189.964,306.135,0.000,1543.342,2.000,5.500,0.0063119,0.0094216,0.7823237,50.829,16.617,23.017,10.780,5.547,-7.167,-8.703,-6.514,156.485,-2.229,66.630,-2.790,8.801,0.981,7,1.157,1,72.786,0.000,0.000,143.478,8,2,22,0,22,1,38,2,0.000
"Rottlerin",1,0,0,0,0,12,1,-2,516.546,3.121,825.569,329.470,189.964,306.135,0.000,1543.342,2.000,5.500,0.0063120,0.0094216,0.7823237,50.829,16.617,23.017,10.780,5.547,-7.167,-8.703,-6.514,156.485,-2.229,66.630,-2.790,8.801,0.981,7,1.157,1,72.786,0.000,0.000,143.478,8,2,22,0,22,1,38,2,0.000
"Puerarin",1,0,0,0,0,8,0,-2,416.384,3.530,660.160,91.482,305.005,263.672,0.000,1185.039,6.000,12.500,0.0105123,0.0463806,0.8203594,38.653,14.598,29.090,24.511,-0.605,-3.106,-3.680,-5.696,12.692,-2.940,4.411,-5.444,8.882,0.819,9,-0.722,2,30.193,0.000,0.000,166.513,9,1,22,0,22,5,30,2,0.001
"Puerarin",1,0,0,0,0,8,0,-2,416.384,3.529,660.160,91.482,305.005,263.672,0.000,1185.039,6.000,12.500,0.0105121,0.0463806,0.8203594,38.653,14.598,29.090,24.511,-0.605,-3.106,-3.680,-5.696,12.692,-2.940,4.411,-5.444,8.882,0.819,9,-0.722,2,30.193,0.000,0.000,166.513,9,1,22,0,22,5,30,2,0.001
"Daidzein",0,0,0,0,0,3,0,-1,254.242,3.140,475.872,0.000,149.005,326.867,0.000,795.179,2.000,4.000,0.0124001,0.0118873,0.8722704,26.864,9.396,14.153,10.309,1.814,-3.037,-3.710,-5.158,382.723,-0.923,175.185,-2.826,9.039,0.574,2,-0.125,3,83.795,0.000,0.000,80.486,4,0,16,0,16,0,19,0,0.348
"Daidzein",0,0,0,0,0,3,0,-1,254.242,3.140,475.872,0.000,149.005,326.867,0.000,795.179,2.000,4.000,0.0124001,0.0118873,0.8722704,26.864,9.396,14.153,10.309,1.814,-3.037,-3.710,-5.158,382.723,-0.923,175.185,-2.826,9.039,0.574,2,-0.125,3,83.795,0.000,0.000,80.486,4,0,16,0,16,0,19,0,0.348
"Myricitrin",4,0,0,0,0,10,1,-2,464.382,8.049,668.377,119.127,378.012,171.238,0.000,1225.617,7.000,12.800,0.0528581,0.0506684,0.8286667,38.110,15.064,31.289,25.718,-1.210,-2.806,-4.339,-5.121,2.578,-3.709,0.787,-6.923,8.915,0.905,8,-0.768,1,1.304,0.000,0.000,218.087,12,2,22,0,22,5,33,2,0.000
"Myricitrin",4,0,0,0,0,10,1,-2,464.382,8.049,668.377,119.127,378.012,171.238,0.000,1225.617,7.000,12.800,0.0528591,0.0506684,0.8286667,38.110,15.064,31.289,25.718,-1.210,-2.806,-4.339,-5.121,2.578,-3.709,0.787,-6.923,8.915,0.905,8,-0.768,1,1.304,0.000,0.000,218.087,12,2,22,0,22,5,33,2,0.000
"Myricetin",1,0,0,0,0,6,0,-2,318.239,6.649,528.588,0.000,332.609,195.978,0.000,887.773,5.000,6.000,0.0498006,0.0253816,0.8451156,27.394,11.243,20.830,16.496,-0.281,-2.645,-4.011,-4.973,6.947,-2.903,2.299,-6.383,8.824,0.668,6,-0.488,2,27.407,0.000,0.000,164.106,8,1,16,0,16,0,23,1,0.000
"Myricetin",1,0,0,0,0,6,0,-2,318.239,6.649,528.588,0.000,332.609,195.978,0.000,887.773,5.000,6.000,0.0497993,0.0253816,0.8451156,27.394,11.243,20.830,16.496,-0.281,-2.645,-4.011,-4.973,6.947,-2.903,2.299,-6.383,8.824,0.668,6,-0.488,2,27.407,0.000,0.000,164.106,8,1,16,0,16,0,23,1,0.000
"Kaempferide",0,0,0,0,0,4,0,-2,300.267,4.343,531.169,92.680,184.225,254.265,0.000,897.432,2.000,4.500,0.0210166,0.0119810,0.8470969,29.621,10.032,15.476,10.459,1.913,-3.670,-4.429,-5.219,177.375,-1.389,76.294,-3.635,8.933,0.578,4,-0.000,3,78.396,0.000,0.000,106.891,6,0,16,0,16,0,22,0,0.015
"Kaempferide",0,0,0,0,0,4,0,-2,300.267,4.343,531.169,92.680,184.225,254.265,0.000,897.432,2.000,4.500,0.0210172,0.0119810,0.8470969,29.621,10.032,15.476,10.459,1.913,-3.670,-4.429,-5.219,177.375,-1.389,76.294,-3.635,8.933,0.578,4,-0.000,3,78.396,0.000,0.000,106.891,6,0,16,0,16,0,22,0,0.015
"Gossypin",5,0,0,0,0,12,1,-2,480.381,8.610,688.283,107.054,412.970,168.258,0.000,1264.837,8.000,14.500,0.0586040,0.0595863,0.8217783,38.366,15.884,33.917,28.681,-1.932,-2.458,-3.990,-5.218,1.201,-4.237,0.345,-7.386,8.504,0.727,9,-0.992,1,0.000,0.000,0.000,237.884,13,2,22,0,22,5,34,2,0.000
"Gossypin",5,0,0,0,0,12,1,-2,480.381,8.610,688.283,107.054,412.970,168.258,0.000,1264.837,8.000,14.500,0.0586035,0.0595863,0.8217783,38.366,15.884,33.917,28.681,-1.932,-2.458,-3.990,-5.218,1.201,-4.237,0.345,-7.386,8.504,0.727,9,-0.992,1,0.000,0.000,0.000,237.884,13,2,22,0,22,5,34,2,0.000
"Diosmetin",0,0,0,0,0,4,0,-2,300.267,4.879,531.596,92.718,202.516,236.362,0.000,899.389,2.000,4.500,0.0264720,0.0119714,0.8476469,29.528,10.056,15.583,10.463,1.778,-3.677,-4.429,-5.124,118.970,-1.557,49.546,-4.035,8.822,0.823,4,0.005,3,74.500,0.000,0.000,107.035,6,0,16,0,16,0,22,0,0.006
"Diosmetin",0,0,0,0,0,4,0,-2,300.267,4.879,531.596,92.718,202.516,236.362,0.000,899.389,2.000,4.500,0.0264718,0.0119714,0.8476469,29.528,10.056,15.583,10.463,1.778,-3.677,-4.429,-5.124,118.970,-1.557,49.546,-4.035,8.822,0.823,4,0.005,3,74.500,0.000,0.000,107.035,6,0,16,0,16,0,22,0,0.006
"Chrysin",0,0,0,0,0,2,0,-1,254.242,3.877,479.321,0.000,148.671,330.650,0.000,797.905,1.000,3.000,0.0188403,0.0062589,0.8679731,27.652,9.195,12.550,8.111,2.376,-3.628,-4.123,-5.245,385.528,-0.873,176.573,-2.903,9.169,0.826,2,0.134,3,87.141,0.000,0.000,77.110,4,0,16,0,16,0,19,0,0.075
"Chrysin",0,0,0,0,0,2,0,-1,254.242,3.877,479.321,0.000,148.671,330.650,0.000,797.905,1.000,3.000,0.0188403,0.0062589,0.8679731,27.652,9.195,12.550,8.111,2.376,-3.628,-4.123,-5.245,385.528,-0.873,176.573,-2.903,9.169,0.826,2,0.134,3,87.141,0.000,0.000,77.110,4,0,16,0,16,0,19,0,0.075
"Chrysin",0,0,0,0,0,2,0,-1,254.242,3.877,479.321,0.000,148.671,330.650,0.000,797.905,1.000,3.000,0.0188402,0.0062589,0.8679731,27.652,9.195,12.550,8.111,2.376,-3.628,-4.123,-5.245,385.528,-0.873,176.573,-2.903,9.169,0.826,2,0.134,3,87.141,0.000,0.000,77.110,4,0,16,0,16,0,19,0,0.075
"Isobavachalcone",0,0,0,0,0,9,1,-2,324.376,5.780,652.334,210.617,168.452,273.266,0.000,1115.939,2.000,3.250,0.0299412,0.0070458,0.7976063,35.337,12.139,16.580,8.439,3.860,-5.313,-5.109,-6.110,250.306,-1.744,110.705,-2.797,8.910,0.662,6,0.542,3,92.472,0.000,0.000,88.081,4,0,12,0,12,0,24,0,0.003
"Isobavachalcone",0,0,0,0,0,9,1,-2,324.376,5.780,652.334,210.617,168.452,273.266,0.000,1115.939,2.000,3.250,0.0299415,0.0070458,0.7976063,35.337,12.139,16.580,8.439,3.860,-5.313,-5.109,-6.110,250.306,-1.744,110.705,-2.797,8.910,0.662,6,0.542,3,92.472,0.000,0.000,88.081,4,0,12,0,12,0,24,0,0.003
"Isobavachalcone",0,0,0,0,0,9,1,-2,324.376,5.780,652.334,210.617,168.452,273.266,0.000,1115.939,2.000,3.250,0.0299409,0.0070458,0.7976063,35.337,12.139,16.580,8.439,3.860,-5.313,-5.109,-6.110,250.306,-1.744,110.705,-2.797,8.910,0.662,6,0.542,3,92.472,0.000,0.000,88.081,4,0,12,0,12,0,24,0,0.003
"Butein",0,0,0,0,0,8,1,-2,272.257,2.583,524.167,12.850,239.399,271.918,0.000,869.402,3.000,4.000,0.0076756,0.0132176,0.8404453,26.099,10.461,15.387,11.028,1.367,-2.870,-3.725,-5.411,53.171,-2.178,20.747,-4.206,8.722,0.765,4,-0.249,3,65.837,0.000,0.000,112.971,5,0,12,0,12,0,20,0,0.023
"Butein",0,0,0,0,0,8,1,-2,272.257,2.583,524.167,12.850,239.399,271.918,0.000,869.402,3.000,4.000,0.0076753,0.0132176,0.8404453,26.099,10.461,15.387,11.028,1.367,-2.870,-3.725,-5.411,53.171,-2.178,20.747,-4.206,8.722,0.765,4,-0.249,3,65.837,0.000,0.000,112.971,5,0,12,0,12,0,20,0,0.023
"Butein",0,0,0,0,0,8,1,-2,272.257,2.583,524.167,12.850,239.399,271.918,0.000,869.402,3.000,4.000,0.0076753,0.0132176,0.8404453,26.099,10.461,15.387,11.028,1.367,-2.870,-3.725,-5.411,53.171,-2.178,20.747,-4.206,8.722,0.765,4,-0.249,3,65.837,0.000,0.000,112.971,5,0,12,0,12,0,20,0,0.023
"Genistein",0,0,0,0,0,4,0,-2,270.241,4.101,485.347,0.000,187.829,297.518,0.000,814.669,2.000,3.750,0.0206429,0.0109268,0.8691614,26.722,9.641,14.188,9.929,1.717,-3.089,-4.101,-5.068,163.953,-1.335,70.074,-3.549,8.983,0.433,3,-0.086,3,76.639,0.000,0.000,99.973,5,0,16,0,16,0,20,0,0.062
