molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
"Isoastilbin",1,0,0,0,0,9,1,-2,450.398,2.815,655.503,162.107,316.486,176.909,0.000,1223.643,6.000,13.250,0.0064748,0.0495128,0.8440352,38.727,14.425,29.455,24.506,-0.761,-2.776,-3.889,-4.899,9.878,-2.941,3.364,-5.865,9.048,0.491,9,-0.717,2,14.376,0.000,0.000,192.298,11,2,22,0,22,7,32,2,0.001
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,2.797,691.450,161.709,351.737,178.004,0.000,1241.760,6.000,13.250,0.0062991,0.0469387,0.8080340,39.462,14.871,29.747,24.840,-1.000,-3.200,-3.889,-5.487,4.575,-3.570,1.464,-6.511,9.048,0.538,9,-0.776,1,6.995,0.000,0.000,197.061,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,2.455,693.088,156.835,358.488,177.765,0.000,1246.074,6.000,13.250,0.0048386,0.0468277,0.8079895,39.633,14.958,29.821,24.888,-1.023,-3.220,-3.889,-5.487,3.948,-3.640,1.248,-6.636,8.997,0.402,9,-0.769,1,5.710,0.000,0.000,198.957,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",2,0,0,0,0,9,1,-2,450.398,3.170,663.706,156.525,329.779,177.402,0.000,1226.076,6.000,13.250,0.0081975,0.0489008,0.8347076,38.829,14.543,29.546,24.620,-0.864,-2.870,-3.889,-5.053,7.389,-3.134,2.458,-6.108,9.057,0.498,9,-0.737,2,11.518,0.000,0.000,193.432,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,5.284,663.307,153.683,332.401,177.222,0.000,1226.866,6.000,13.250,0.0227556,0.0489302,0.8355677,38.859,14.567,29.772,24.635,-0.875,-2.865,-3.889,-5.038,6.978,-3.153,2.310,-6.157,8.961,0.411,9,-0.733,2,11.004,0.000,0.000,195.023,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",1,0,0,0,0,9,1,-2,450.398,4.135,641.349,135.156,326.581,179.612,0.000,1204.716,6.000,13.250,0.0141905,0.0506054,0.8537428,37.995,14.350,29.388,24.559,-0.903,-2.617,-3.889,-4.755,7.924,-2.966,2.651,-6.042,8.894,0.531,9,-0.725,2,11.833,0.000,0.000,195.249,11,2,22,0,22,7,32,2,0.001
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,3.917,645.332,126.648,331.880,186.804,0.000,1201.883,6.000,13.250,0.0127637,0.0502931,0.8471429,37.950,14.407,29.365,24.654,-0.963,-2.661,-3.889,-4.896,7.058,-3.062,2.339,-6.114,9.014,0.446,9,-0.747,2,10.579,0.000,0.000,197.085,11,2,22,0,22,7,32,2,0.001
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,3.868,645.072,126.531,333.762,184.778,0.000,1215.385,6.000,13.250,0.0123076,0.0503134,0.8538202,38.471,14.533,29.578,24.652,-0.890,-2.658,-3.889,-4.779,6.774,-3.031,2.237,-6.156,8.830,0.553,9,-0.707,2,10.690,0.000,0.000,196.066,11,2,22,0,22,7,32,2,0.001
"Isoastilbin",2,0,0,0,0,9,1,-2,450.398,5.711,648.863,133.246,324.584,191.034,0.000,1200.854,6.000,13.250,0.0271582,0.0500194,0.8420512,37.950,14.373,29.513,24.641,-0.927,-2.701,-3.889,-4.999,8.277,-3.031,2.779,-5.965,9.022,0.461,9,-0.761,2,12.031,0.000,0.000,195.915,11,2,22,0,22,7,32,2,0.001
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,4.754,680.385,169.475,330.931,179.980,0.000,1241.547,6.000,13.250,0.0182062,0.0477020,0.8210802,39.473,14.719,29.869,24.685,-0.821,-3.066,-3.889,-5.285,7.206,-3.252,2.392,-6.120,8.988,0.490,9,-0.744,2,11.574,0.000,0.000,194.360,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,5.430,681.211,169.184,330.918,181.109,0.000,1241.515,6.000,13.250,0.0237474,0.0476442,0.8200712,39.482,14.728,29.946,24.695,-0.822,-3.076,-3.889,-5.307,7.208,-3.259,2.393,-6.116,9.003,0.518,9,-0.747,2,11.568,0.000,0.000,194.283,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",2,0,0,0,0,9,1,-2,450.398,5.209,648.209,131.876,325.583,190.750,0.000,1202.231,6.000,13.250,0.0225717,0.0500699,0.8435458,38.002,14.391,29.479,24.645,-0.923,-2.693,-3.889,-4.973,8.098,-3.029,2.714,-5.984,9.002,0.485,9,-0.755,2,11.885,0.000,0.000,198.075,11,2,22,0,22,7,32,2,0.001
"Isoastilbin",1,0,0,0,0,9,1,-2,450.398,5.653,634.150,137.203,316.209,180.738,0.000,1201.790,6.000,13.250,0.0265900,0.0511799,0.8620357,37.889,14.268,29.501,24.479,-0.823,-2.538,-3.889,-4.626,9.938,-2.816,3.386,-5.846,8.940,0.607,9,-0.708,2,14.059,0.000,0.000,194.429,11,2,22,0,22,7,32,2,0.002
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,3.782,671.406,145.280,347.189,178.938,0.000,1226.803,6.000,13.250,0.0116573,0.0483399,0.8254606,38.873,14.686,29.661,24.767,-1.002,-2.960,-3.889,-5.210,5.053,-3.376,1.630,-6.424,8.994,0.508,9,-0.759,1,7.751,0.000,0.000,196.971,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",2,0,0,0,0,9,1,-2,450.398,2.874,658.880,150.195,328.109,180.577,0.000,1223.531,6.000,13.250,0.0067512,0.0492589,0.8396572,38.757,14.530,29.516,24.618,-0.849,-2.814,-3.889,-4.988,7.664,-3.082,2.557,-6.066,9.019,0.582,9,-0.729,2,11.887,0.000,0.000,193.468,11,2,22,0,22,7,32,2,0.001
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,3.077,668.734,145.500,345.929,177.305,0.000,1226.836,6.000,13.250,0.0077158,0.0485331,0.8287740,38.858,14.665,29.606,24.741,-0.987,-2.929,-3.889,-5.148,5.193,-3.337,1.679,-6.406,9.044,0.624,9,-0.751,1,8.056,0.000,0.000,196.954,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",4,0,0,0,0,9,1,-2,450.398,0.833,664.620,157.070,333.093,174.457,0.000,1224.245,6.000,13.250,0.0005672,0.0488335,0.8327294,38.727,14.529,29.409,24.624,-0.905,-2.881,-3.889,-5.071,6.874,-3.181,2.273,-6.180,8.987,0.515,9,-0.745,2,10.714,0.000,0.000,194.692,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,2.444,670.175,152.509,340.608,177.058,0.000,1223.637,6.000,13.250,0.0048801,0.0484287,0.8255529,38.728,14.597,29.481,24.707,-0.976,-2.945,-3.889,-5.199,5.833,-3.311,1.904,-6.309,8.993,0.534,9,-0.764,1,9.023,0.000,0.000,195.465,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,2.513,673.051,143.423,358.819,170.809,0.000,1225.933,6.000,13.250,0.0051509,0.0482218,0.8230542,38.760,14.705,29.567,24.795,-1.103,-2.979,-3.889,-5.210,3.919,-3.510,1.239,-6.667,9.017,0.414,9,-0.767,1,5.186,0.000,0.000,199.283,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,4.640,671.516,149.462,338.919,183.135,0.000,1227.549,6.000,13.250,0.0175361,0.0483321,0.8256600,38.943,14.665,29.732,24.740,-0.936,-2.961,-3.889,-5.226,6.052,-3.293,1.981,-6.257,9.034,0.612,9,-0.757,1,9.544,0.000,0.000,196.076,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,4.089,661.723,154.784,331.314,175.625,0.000,1221.909,6.000,13.250,0.0136852,0.0490473,0.8353104,38.645,14.503,29.562,24.613,-0.897,-2.847,-3.889,-5.034,7.146,-3.145,2.370,-6.143,9.032,0.607,9,-0.743,2,11.062,0.000,0.000,194.567,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,3.093,669.554,153.756,337.298,178.501,0.000,1222.885,6.000,13.250,0.0078224,0.0484737,0.8259809,38.712,14.577,29.503,24.692,-0.954,-2.938,-3.889,-5.199,6.271,-3.275,2.058,-6.243,8.984,0.439,9,-0.765,1,9.712,0.000,0.000,193.804,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,3.194,655.390,137.325,336.490,181.575,0.000,1206.966,6.000,13.250,0.0084545,0.0495213,0.8364925,38.104,14.444,29.335,24.674,-1.002,-2.774,-3.889,-5.044,6.382,-3.185,2.098,-6.217,8.954,0.438,9,-0.765,1,9.567,0.000,0.000,195.240,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,5.283,657.573,127.063,343.052,187.458,0.000,1224.159,6.000,13.250,0.0227991,0.0493569,0.8416141,38.848,14.690,29.861,24.764,-0.936,-2.799,-3.889,-4.989,5.530,-3.208,1.797,-6.317,8.835,0.580,9,-0.723,1,8.842,0.000,0.000,195.765,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,4.382,677.409,151.170,344.592,181.647,0.000,1227.516,6.000,13.250,0.0156430,0.0479116,0.8184624,38.927,14.699,29.697,24.782,-0.996,-3.031,-3.889,-5.336,5.347,-3.408,1.733,-6.366,9.039,0.495,9,-0.776,1,8.231,0.000,0.000,194.507,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,3.105,670.869,154.389,338.303,178.177,0.000,1224.955,6.000,13.250,0.0078698,0.0483787,0.8252917,38.791,14.601,29.534,24.700,-0.952,-2.954,-3.889,-5.209,6.134,-3.290,2.010,-6.263,8.968,0.447,9,-0.763,1,9.553,0.000,0.000,193.740,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,4.703,673.711,145.921,349.598,178.192,0.000,1227.764,6.000,13.250,0.0180143,0.0481746,0.8230660,38.904,14.709,29.760,24.784,-1.021,-2.987,-3.889,-5.245,4.794,-3.419,1.540,-6.471,9.044,0.488,9,-0.763,1,7.233,0.000,0.000,196.301,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,4.502,667.786,150.305,343.781,173.700,0.000,1223.702,6.000,13.250,0.0165618,0.0486020,0.8285358,38.698,14.595,29.653,24.700,-0.994,-2.918,-3.889,-5.135,5.443,-3.318,1.766,-6.379,8.989,0.499,9,-0.757,1,8.381,0.000,0.000,194.349,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,5.956,656.675,125.548,353.230,177.897,0.000,1213.271,6.000,13.250,0.0292350,0.0494244,0.8377608,38.321,14.594,29.781,24.766,-1.086,-2.789,-3.889,-5.006,4.428,-3.334,1.413,-6.539,9.017,0.582,9,-0.751,1,6.238,0.000,0.000,196.713,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,3.639,690.224,163.033,350.317,176.873,0.000,1241.702,6.000,13.250,0.0106659,0.0470220,0.8094436,39.449,14.850,29.800,24.820,-0.988,-3.185,-3.889,-5.459,4.719,-3.544,1.514,-6.489,9.000,0.369,9,-0.773,1,7.305,0.000,0.000,197.277,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,3.993,691.507,160.600,352.994,177.913,0.000,1242.856,6.000,13.250,0.0128287,0.0469348,0.8084423,39.505,14.889,29.860,24.848,-1.001,-3.200,-3.889,-5.480,4.451,-3.580,1.421,-6.534,9.042,0.549,9,-0.773,1,6.771,0.000,0.000,198.187,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",1,0,0,0,0,9,1,-2,450.398,3.166,655.802,161.409,316.959,177.434,0.000,1223.030,6.000,13.250,0.0081967,0.0494901,0.8433674,38.707,14.426,29.472,24.514,-0.769,-2.779,-3.889,-4.913,9.776,-2.950,3.326,-5.872,9.060,0.511,9,-0.720,2,14.251,0.000,0.000,192.200,11,2,22,0,22,7,32,2,0.001
"Isoastilbin",1,0,0,0,0,9,1,-2,450.398,2.815,655.503,162.107,316.486,176.909,0.000,1223.643,6.000,13.250,0.0064752,0.0495128,0.8440352,38.727,14.425,29.455,24.506,-0.761,-2.776,-3.889,-4.899,9.878,-2.941,3.364,-5.865,9.048,0.491,9,-0.717,2,14.376,0.000,0.000,192.298,11,2,22,0,22,7,32,2,0.001
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,2.802,691.476,161.729,351.757,177.990,0.000,1241.786,6.000,13.250,0.0063206,0.0469369,0.8080144,39.463,14.872,29.748,24.840,-1.000,-3.200,-3.889,-5.487,4.573,-3.571,1.463,-6.511,9.048,0.539,9,-0.776,1,6.991,0.000,0.000,197.068,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,2.456,693.088,156.835,358.488,177.765,0.000,1246.074,6.000,13.250,0.0048395,0.0468277,0.8079894,39.633,14.958,29.821,24.888,-1.023,-3.220,-3.889,-5.487,3.948,-3.640,1.248,-6.636,8.997,0.402,9,-0.769,1,5.710,0.000,0.000,198.957,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",2,0,0,0,0,9,1,-2,450.398,3.170,663.706,156.525,329.779,177.402,0.000,1226.076,6.000,13.250,0.0081976,0.0489008,0.8347076,38.829,14.543,29.546,24.620,-0.864,-2.870,-3.889,-5.053,7.389,-3.134,2.458,-6.108,9.057,0.498,9,-0.737,2,11.518,0.000,0.000,193.432,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,5.284,663.307,153.683,332.401,177.222,0.000,1226.865,6.000,13.250,0.0227562,0.0489302,0.8355677,38.859,14.567,29.772,24.635,-0.875,-2.865,-3.889,-5.038,6.978,-3.153,2.310,-6.157,8.961,0.411,9,-0.733,2,11.004,0.000,0.000,195.022,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",1,0,0,0,0,9,1,-2,450.398,4.135,641.349,135.156,326.581,179.612,0.000,1204.716,6.000,13.250,0.0141907,0.0506054,0.8537428,37.995,14.350,29.388,24.559,-0.903,-2.617,-3.889,-4.755,7.924,-2.966,2.651,-6.042,8.894,0.531,9,-0.725,2,11.833,0.000,0.000,195.249,11,2,22,0,22,7,32,2,0.001
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,3.917,645.332,126.648,331.880,186.804,0.000,1201.883,6.000,13.250,0.0127630,0.0502931,0.8471429,37.950,14.407,29.365,24.654,-0.963,-2.661,-3.889,-4.896,7.058,-3.062,2.339,-6.114,9.014,0.446,9,-0.747,2,10.579,0.000,0.000,197.085,11,2,22,0,22,7,32,2,0.001
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,3.868,645.067,126.529,333.760,184.777,0.000,1215.378,6.000,13.250,0.0123079,0.0503138,0.8538229,38.471,14.533,29.578,24.652,-0.890,-2.658,-3.889,-4.778,6.774,-3.031,2.237,-6.156,8.830,0.553,9,-0.707,2,10.690,0.000,0.000,196.065,11,2,22,0,22,7,32,2,0.001
"Isoastilbin",2,0,0,0,0,9,1,-2,450.398,5.711,648.863,133.246,324.584,191.034,0.000,1200.854,6.000,13.250,0.0271586,0.0500194,0.8420512,37.950,14.373,29.513,24.641,-0.927,-2.701,-3.889,-4.999,8.277,-3.031,2.779,-5.965,9.022,0.461,9,-0.761,2,12.031,0.000,0.000,195.915,11,2,22,0,22,7,32,2,0.001
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,4.755,680.385,169.475,330.931,179.980,0.000,1241.547,6.000,13.250,0.0182079,0.0477020,0.8210802,39.473,14.719,29.869,24.685,-0.821,-3.066,-3.889,-5.285,7.206,-3.252,2.392,-6.120,8.988,0.490,9,-0.744,2,11.574,0.000,0.000,194.360,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,5.430,681.211,169.184,330.918,181.109,0.000,1241.515,6.000,13.250,0.0237474,0.0476442,0.8200712,39.482,14.728,29.946,24.695,-0.822,-3.076,-3.889,-5.307,7.208,-3.259,2.393,-6.116,9.003,0.518,9,-0.747,2,11.568,0.000,0.000,194.283,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",2,0,0,0,0,9,1,-2,450.398,5.209,648.209,131.876,325.583,190.750,0.000,1202.231,6.000,13.250,0.0225715,0.0500699,0.8435458,38.002,14.391,29.479,24.645,-0.923,-2.693,-3.889,-4.973,8.098,-3.029,2.714,-5.984,9.002,0.485,9,-0.755,2,11.885,0.000,0.000,198.075,11,2,22,0,22,7,32,2,0.001
"Isoastilbin",1,0,0,0,0,9,1,-2,450.398,5.676,633.573,136.991,316.247,180.335,0.000,1200.910,6.000,13.250,0.0268286,0.0512265,0.8623995,37.850,14.259,29.491,24.475,-0.827,-2.532,-3.889,-4.619,9.930,-2.814,3.383,-5.849,8.941,0.608,9,-0.709,2,14.026,0.000,0.000,194.447,11,2,22,0,22,7,32,2,0.002
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,3.782,671.406,145.280,347.189,178.938,0.000,1226.803,6.000,13.250,0.0116579,0.0483399,0.8254606,38.873,14.686,29.661,24.767,-1.002,-2.960,-3.889,-5.210,5.053,-3.376,1.630,-6.424,8.994,0.508,9,-0.759,1,7.751,0.000,0.000,196.971,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",2,0,0,0,0,9,1,-2,450.398,2.874,658.880,150.195,328.109,180.577,0.000,1223.531,6.000,13.250,0.0067500,0.0492589,0.8396572,38.757,14.530,29.516,24.618,-0.849,-2.814,-3.889,-4.988,7.664,-3.082,2.557,-6.066,9.019,0.582,9,-0.729,2,11.887,0.000,0.000,193.468,11,2,22,0,22,7,32,2,0.001
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,3.077,668.734,145.500,345.929,177.305,0.000,1226.836,6.000,13.250,0.0077154,0.0485331,0.8287740,38.858,14.665,29.606,24.741,-0.987,-2.929,-3.889,-5.148,5.193,-3.337,1.679,-6.406,9.044,0.624,9,-0.751,1,8.056,0.000,0.000,196.954,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",4,0,0,0,0,9,1,-2,450.398,0.833,664.620,157.070,333.093,174.457,0.000,1224.245,6.000,13.250,0.0005673,0.0488335,0.8327294,38.727,14.529,29.409,24.624,-0.905,-2.881,-3.889,-5.071,6.874,-3.181,2.273,-6.180,8.987,0.515,9,-0.745,2,10.714,0.000,0.000,194.692,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,2.444,670.175,152.509,340.608,177.058,0.000,1223.637,6.000,13.250,0.0048799,0.0484287,0.8255529,38.728,14.597,29.481,24.707,-0.976,-2.945,-3.889,-5.199,5.833,-3.311,1.904,-6.309,8.993,0.534,9,-0.764,1,9.023,0.000,0.000,195.465,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,2.513,673.051,143.423,358.819,170.809,0.000,1225.933,6.000,13.250,0.0051509,0.0482218,0.8230542,38.760,14.705,29.567,24.795,-1.103,-2.979,-3.889,-5.210,3.919,-3.510,1.239,-6.667,9.017,0.414,9,-0.767,1,5.186,0.000,0.000,199.283,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,4.639,671.516,149.462,338.919,183.135,0.000,1227.549,6.000,13.250,0.0175340,0.0483321,0.8256600,38.943,14.665,29.732,24.740,-0.936,-2.961,-3.889,-5.226,6.052,-3.293,1.981,-6.257,9.034,0.612,9,-0.757,1,9.544,0.000,0.000,196.076,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,4.089,661.723,154.784,331.314,175.625,0.000,1221.909,6.000,13.250,0.0136852,0.0490473,0.8353104,38.645,14.503,29.562,24.613,-0.897,-2.847,-3.889,-5.034,7.146,-3.145,2.370,-6.143,9.032,0.607,9,-0.743,2,11.062,0.000,0.000,194.567,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,3.093,669.554,153.756,337.298,178.501,0.000,1222.885,6.000,13.250,0.0078224,0.0484737,0.8259809,38.712,14.577,29.503,24.692,-0.954,-2.938,-3.889,-5.199,6.271,-3.275,2.058,-6.243,8.984,0.439,9,-0.765,1,9.712,0.000,0.000,193.804,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,3.194,655.390,137.325,336.490,181.575,0.000,1206.966,6.000,13.250,0.0084546,0.0495213,0.8364925,38.104,14.444,29.335,24.674,-1.002,-2.774,-3.889,-5.044,6.382,-3.185,2.098,-6.217,8.954,0.438,9,-0.765,1,9.567,0.000,0.000,195.240,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,5.283,657.573,127.063,343.052,187.458,0.000,1224.159,6.000,13.250,0.0227981,0.0493569,0.8416141,38.848,14.690,29.861,24.764,-0.936,-2.799,-3.889,-4.989,5.530,-3.208,1.797,-6.317,8.835,0.580,9,-0.723,1,8.842,0.000,0.000,195.765,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,4.382,677.409,151.170,344.592,181.647,0.000,1227.516,6.000,13.250,0.0156440,0.0479116,0.8184624,38.927,14.699,29.698,24.782,-0.996,-3.031,-3.889,-5.336,5.347,-3.408,1.733,-6.366,9.039,0.495,9,-0.776,1,8.231,0.000,0.000,194.507,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,3.105,670.869,154.389,338.303,178.177,0.000,1224.955,6.000,13.250,0.0078694,0.0483787,0.8252917,38.791,14.601,29.534,24.700,-0.952,-2.954,-3.889,-5.209,6.134,-3.290,2.010,-6.263,8.968,0.447,9,-0.763,1,9.553,0.000,0.000,193.740,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,4.703,673.711,145.921,349.598,178.192,0.000,1227.764,6.000,13.250,0.0180151,0.0481746,0.8230660,38.904,14.709,29.760,24.784,-1.021,-2.987,-3.889,-5.245,4.794,-3.419,1.540,-6.471,9.044,0.488,9,-0.763,1,7.233,0.000,0.000,196.301,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,4.502,667.786,150.305,343.781,173.700,0.000,1223.702,6.000,13.250,0.0165626,0.0486020,0.8285358,38.698,14.595,29.653,24.700,-0.994,-2.918,-3.889,-5.135,5.443,-3.318,1.766,-6.379,8.989,0.499,9,-0.757,1,8.381,0.000,0.000,194.349,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,5.956,656.675,125.548,353.230,177.897,0.000,1213.271,6.000,13.250,0.0292363,0.0494244,0.8377608,38.321,14.594,29.781,24.766,-1.086,-2.789,-3.889,-5.006,4.428,-3.334,1.413,-6.539,9.017,0.582,9,-0.751,1,6.238,0.000,0.000,196.713,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,3.639,690.224,163.033,350.317,176.873,0.000,1241.702,6.000,13.250,0.0106659,0.0470220,0.8094436,39.449,14.850,29.800,24.820,-0.988,-3.185,-3.889,-5.459,4.719,-3.544,1.514,-6.489,9.000,0.369,9,-0.773,1,7.305,0.000,0.000,197.277,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,3.993,691.507,160.600,352.994,177.913,0.000,1242.856,6.000,13.250,0.0128294,0.0469348,0.8084422,39.505,14.889,29.860,24.848,-1.001,-3.200,-3.889,-5.480,4.451,-3.580,1.421,-6.534,9.042,0.549,9,-0.773,1,6.771,0.000,0.000,198.187,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",2,0,0,0,0,9,1,-2,450.398,3.169,662.814,161.453,323.918,177.442,0.000,1230.396,6.000,13.250,0.0081644,0.0489666,0.8377931,39.002,14.541,29.590,24.578,-0.792,-2.860,-3.889,-5.003,8.398,-3.056,2.823,-6.000,9.061,0.511,9,-0.721,2,12.933,0.000,0.000,192.211,11,2,22,0,22,7,32,2,0.001
"Isoastilbin",1,0,0,0,0,9,1,-2,450.398,2.815,655.503,162.107,316.486,176.909,0.000,1223.643,6.000,13.250,0.0064753,0.0495128,0.8440352,38.727,14.425,29.455,24.506,-0.761,-2.776,-3.889,-4.899,9.878,-2.941,3.364,-5.865,9.048,0.491,9,-0.717,2,14.376,0.000,0.000,192.298,11,2,22,0,22,7,32,2,0.001
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,2.801,691.476,161.729,351.757,177.990,0.000,1241.786,6.000,13.250,0.0063200,0.0469369,0.8080143,39.463,14.872,29.748,24.840,-1.000,-3.200,-3.889,-5.487,4.573,-3.571,1.463,-6.511,9.048,0.539,9,-0.776,1,6.991,0.000,0.000,197.068,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,2.455,693.088,156.835,358.488,177.765,0.000,1246.074,6.000,13.250,0.0048387,0.0468277,0.8079894,39.633,14.958,29.821,24.888,-1.023,-3.220,-3.889,-5.487,3.948,-3.640,1.248,-6.636,8.997,0.402,9,-0.769,1,5.710,0.000,0.000,198.957,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",2,0,0,0,0,9,1,-2,450.398,3.170,663.706,156.524,329.780,177.402,0.000,1226.076,6.000,13.250,0.0081979,0.0489008,0.8347078,38.829,14.543,29.546,24.620,-0.864,-2.870,-3.889,-5.053,7.389,-3.134,2.458,-6.108,9.057,0.499,9,-0.737,2,11.518,0.000,0.000,193.432,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,5.284,663.307,153.683,332.401,177.222,0.000,1226.865,6.000,13.250,0.0227551,0.0489302,0.8355677,38.859,14.567,29.772,24.635,-0.875,-2.865,-3.889,-5.038,6.978,-3.153,2.310,-6.157,8.961,0.411,9,-0.733,2,11.004,0.000,0.000,195.022,11,2,22,0,22,7,32,2,0.000
"Isoastilbin",1,0,0,0,0,9,1,-2,450.398,4.135,641.349,135.156,326.581,179.612,0.000,1204.716,6.000,13.250,0.0141908,0.0506054,0.8537428,37.995,14.350,29.388,24.559,-0.903,-2.617,-3.889,-4.755,7.924,-2.966,2.651,-6.042,8.894,0.531,9,-0.725,2,11.833,0.000,0.000,195.249,11,2,22,0,22,7,32,2,0.001
"Isoastilbin",3,0,0,0,0,9,1,-2,450.398,3.917,645.332,126.648,331.880,186.804,0.000,1201.883,6.000,13.250,0.0127629,0.0502931,0.8471429,37.950,14.407,29.365,24.654,-0.963,-2.661,-3.889,-4.896,7.058,-3.062,2.339,-6.114,9.014,0.446,9,-0.747,2,10.579,0.000,0.000,197.085,11,2,22,0,22,7,32,2,0.001
