PC,eigenvalue,explained_variance_ratio
PC1,57.26869744411672,0.05587059175601423
PC2,25.73847495641981,0.025110119330298428
PC3,19.667424114111476,0.019187281579857135
PC4,18.458337801396954,0.018007712796380335
PC5,14.737103901355438,0.014377325702964457
PC6,11.749670535926047,0.01146282480793235
PC7,10.330013427678153,0.010077825912054894
PC8,9.420504639503184,0.009190521040973855
PC9,8.883058129223485,0.00866619525906075
PC10,8.120695757201844,0.00792244450588654
