PC,eigenvalue
PC1,42.220641766521865
PC2,26.125067655465607
PC3,20.479564489133217
PC4,15.186822267503823
PC5,12.050082147571183
PC6,10.810295493904086
PC7,9.817689288712772
PC8,8.615406467349219
PC9,8.345823501110614
PC10,7.166184419814456
