PC,eigenvalue
PC1,60.483880554276716
PC2,25.94388652726287
PC3,20.047433578894637
PC4,16.284337407391163
PC5,13.951875849950822
PC6,11.416513932704436
PC7,10.366119960791497
PC8,9.235534689859081
PC9,8.876665337013838
PC10,8.147826270718433
