PC,eigenvalue,explained_variance_ratio
PC1,48.873141276958215,0.047679997031248256
PC2,25.87545798211116,0.02524375817747795
PC3,24.77515485039236,0.024170316841744543
PC4,15.793211196785622,0.015407650159201756
PC5,13.831193488263104,0.013493531359522413
PC6,10.907024976684854,0.010640750827965836
PC7,9.993067246745499,0.009749105627522377
PC8,9.277922095823499,0.00905141937732531
PC9,8.978349518338549,0.008759160291211278
PC10,8.648454675604446,0.008437319199945021
