PC,eigenvalue
PC1,48.87314127695794
PC2,25.875457976176587
PC3,24.7751548243399
PC4,15.793203859444864
PC5,13.831080496508571
PC6,10.906171807804729
PC7,9.990325239775803
PC8,9.271262973541496
PC9,8.966488583054657
PC10,8.642117508164807
