PC,eigenvalue,explained_variance_ratio
PC1,87.03239893344359,0.08694545347996359
PC2,36.443399708703225,0.03640699271598723
PC3,22.440201810170404,0.022417784026144253
PC4,17.18066636722162,0.017163502864357257
PC5,13.5543865047156,0.01354084565905654
PC6,11.931486257799001,0.01191956669110789
PC7,10.211788426051523,0.010201586839212308
PC8,9.387188745115475,0.00937781093418129
PC9,8.950547473661574,0.008941605867793778
PC10,8.068257401025901,0.008060197203822077
