PC,eigenvalue
PC1,87.03239893344359
PC2,36.443399708703225
PC3,22.440201810170404
PC4,17.18066636722162
PC5,13.5543865047156
PC6,11.931486257799001
PC7,10.211788426051523
PC8,9.387188745115475
PC9,8.950547473661574
PC10,8.068257401025901
