PC1,PC2,delta_G
-8.80708398561717,-3.4467599381985004,4.853489093773754
-8.80708398561717,-1.7286102170981055,4.8534890937737725
-8.541915315086847,-1.2377102967837068,4.853489093773771
-8.276746644556525,-0.9922603366265079,4.853489093773754
-8.011577974026203,-4.674009738984497,4.853489093773763
-8.011577974026203,-3.6922098983556992,4.853489093773763
-8.011577974026203,-1.2377102967837068,4.853489093773763
-7.746409303495879,-7.373959300713688,4.853489093773771
-7.746409303495879,-5.901259539770493,4.853489093773763
-7.746409303495879,-5.164909659298895,4.853489093773763
-7.746409303495879,-4.674009738984497,4.853489093773763
-7.746409303495879,-2.219510137412504,4.853489093773763
-7.746409303495879,-1.7286102170981055,3.1246413960211643
-7.481240632965557,-7.373959300713688,3.124641396021148
-7.481240632965557,-2.9558600178841017,3.1246413960211568
-7.481240632965557,-2.464960097569703,4.853489093773754
-7.481240632965557,-0.9922603366265079,4.853489093773754
-7.216071962435235,-7.373959300713688,4.853489093773771
-7.216071962435235,-6.63760942024209,4.853489093773763
-7.216071962435235,-5.164909659298895,4.853489093773763
-7.216071962435235,-3.4467599381985004,4.853489093773763
-7.216071962435235,-2.464960097569703,4.853489093773763
-7.216071962435235,-0.9922603366265079,4.853489093773763
-7.216071962435235,-0.746810376469309,3.1246413960211465
-7.216071962435235,-0.5013604163121093,4.85348909377378
-7.216071962435235,0.2349894641594883,4.853489093773763
-7.216071962435235,6.371238468089471,4.853489093773763
-6.950903291904911,-7.128509340556489,4.853489093773763
-6.950903291904911,-6.63760942024209,4.853489093773763
-6.950903291904911,-5.901259539770493,4.853489093773763
-6.950903291904911,-4.9194596991416955,4.853489093773771
-6.950903291904911,-3.9376598585128986,4.853489093773771
-6.950903291904911,-2.464960097569703,4.853489093773763
-6.950903291904911,-2.219510137412504,3.1246413960211465
-6.950903291904911,-1.7286102170981055,0.8392290525806472
-6.950903291904911,-1.4831602569409057,4.853489093773763
-6.950903291904911,-1.2377102967837068,4.853489093773763
-6.950903291904911,-0.9922603366265079,4.853489093773763
-6.950903291904911,-0.5013604163121093,3.1246413960211643
-6.950903291904911,-0.2559104561549095,4.853489093773763
-6.950903291904911,7.353038308718267,4.853489093773763
-6.950903291904911,9.316637989975861,4.853489093773763
-6.685734621374589,-7.619409260870888,4.853489093773763
-6.685734621374589,-6.146709499927692,4.853489093773771
-6.685734621374589,-5.901259539770493,4.853489093773763
-6.685734621374589,-5.655809579613294,3.1246413960211554
-6.685734621374589,-5.164909659298895,4.853489093773763
-6.685734621374589,-2.9558600178841017,2.1133303233777814
-6.685734621374589,-2.219510137412504,4.853489093773763
-6.685734621374589,-1.7286102170981055,4.85348909377378
-6.685734621374589,-1.4831602569409057,3.1246413960211465
-6.685734621374589,-1.2377102967837068,4.853489093773763
-6.685734621374589,-0.9922603366265079,3.1246413960211465
-6.685734621374589,-0.746810376469309,3.1246413960211465
-6.685734621374589,2.9349390258886796,4.853489093773763
-6.685734621374589,4.4076387868318765,4.853489093773763
-6.685734621374589,6.862138388403869,4.853489093773763
-6.685734621374589,8.089388189189863,4.853489093773763
-6.420565950844265,-7.373959300713688,3.1246413960211554
-6.420565950844265,-7.128509340556489,3.1246413960211465
-6.420565950844265,-6.88305938039929,3.1246413960211554
-6.420565950844265,-6.146709499927692,4.853489093773771
-6.420565950844265,-5.655809579613294,4.853489093773771
-6.420565950844265,-5.164909659298895,3.1246413960211465
-6.420565950844265,-4.674009738984497,4.853489093773763
-6.420565950844265,-4.183109818670098,4.853489093773763
-6.420565950844265,-3.9376598585128986,4.853489093773771
-6.420565950844265,-3.6922098983556992,4.853489093773763
-6.420565950844265,-3.4467599381985004,3.1246413960211465
-6.420565950844265,-2.464960097569703,4.853489093773763
-6.420565950844265,-2.219510137412504,1.395793698268531
-6.420565950844265,-1.9740601772553052,4.853489093773763
-6.420565950844265,-1.7286102170981055,3.1246413960211643
