frame,PC1,PC2,cluster
0,11.61088672204165,-5.7058906838108765,1
1,14.468602150903513,-7.468384084161292,1
2,14.110388585646879,-6.390259334190107,1
3,13.925681030408242,-4.6207152132130975,1
4,13.938560173751531,-6.183341549983655,1
5,12.587321261680353,-5.381541880360902,1
6,13.100924056397554,-7.09948399777055,1
7,13.066125756781615,-6.9287116312823045,1
8,13.397194175232446,-5.2572948471955305,1
9,13.028464618615763,-8.116312008450564,1
10,13.080222560992581,-7.272925353811305,1
11,14.88790242628424,-8.144127589217085,1
12,12.714086903721933,-6.772252764311285,1
13,12.951767550325764,-8.775735816538488,1
14,15.223823462162764,-9.564690741216845,1
15,13.021805877344534,-9.994713894207674,1
16,14.163133482541442,-10.19798730298628,1
17,14.418272633558312,-9.529545802092624,1
18,13.022426093047853,-10.98348254534985,1
19,13.527747987119342,-11.914783563621874,1
20,13.227576566393276,-9.956588554714715,1
21,12.49194008988193,-8.416260628983332,1
22,13.068816952223932,-8.43645987212498,1
23,15.030371772938059,-8.474517171064008,1
24,14.51512827803501,-11.112923691461308,1
25,13.896459300240375,-10.968781037882756,1
26,15.080819569104824,-8.790487706549492,1
27,16.394456474318492,-9.44383405635098,1
28,15.187415510367378,-10.808569693680646,1
29,15.676148463484386,-10.08474707219924,1
30,16.850292956944948,-8.472715379754673,1
31,15.258130194898417,-7.465371175662637,1
32,16.03752887604848,-8.415647453413076,1
33,16.67054443901452,-6.164682742927098,1
34,12.775550143394922,-5.861873754206385,1
35,14.780604213859462,-8.966149151931496,1
36,15.10032186990873,-7.049871598244803,1
37,15.179604426016132,-7.192714719400732,1
38,15.891929840412743,-6.000266721426155,1
39,14.990323086041869,-6.172161872026567,1
40,15.734441358626327,-6.937243274979678,1
41,16.951323390950773,-6.733212060376561,1
42,13.895995298612977,-5.151554323759878,1
43,15.638751157924023,-7.186477539094666,1
44,14.936572364776012,-4.267904833317827,1
45,15.53556037509873,-5.957937980595282,1
46,13.28290114775714,-5.633192870072529,1
47,15.181339024908896,-5.04262009401486,1
48,14.919556565008326,-5.236446067980707,1
49,15.666402557024986,-7.032160611979082,1
50,16.75094047878654,-6.016775601758652,1
51,14.836487538763905,-4.985092965546419,1
52,15.68694950043531,-3.9181674193213345,1
53,15.285642288052289,-4.928681928843097,1
54,14.943385640871849,-5.213575254361035,1
55,15.150146360388295,-5.7661811034072725,1
56,15.978209182250087,-5.36254141789912,1
57,14.034561851827272,-3.845159258734976,1
58,14.65184021445076,-5.668166012999195,1
59,15.618217323170873,-4.898507756484697,1
60,16.261651544586368,-4.664267654392221,1
61,16.070908857676304,-5.098190804622998,1
62,16.94086544524001,-5.171812253057778,1
63,13.282476551553874,-4.2369966716527685,1
64,14.961719715836713,-4.823377202745653,1
65,15.95108240026843,-6.341146489373122,1
66,15.002354763476582,-5.155995018525355,1
67,14.942146057489456,-6.965788611892872,1
68,16.32772554494581,-7.99122713343686,1
69,15.441942942309156,-5.476654853879669,1
70,16.891694077280242,-6.931052174111565,1
71,16.225449906826075,-7.078711796819328,1
72,17.577198732149935,-4.517399739567964,1
73,16.501121047315227,-4.999731891074817,1
74,16.30209610339734,-4.977079526833069,1
75,16.10016006798246,-4.565532683674543,1
76,16.8857807236944,-5.129188953917221,1
77,16.885563174925274,-3.9565509470595024,1
78,14.238953728696321,-5.2487872144379315,1
79,14.581822970759127,-6.481683462409438,1
80,15.344041002379015,-7.072832515919936,1
81,14.80025872375381,-5.152321249417176,1
82,14.368646720912954,-4.724350205805593,1
83,14.913803372724356,-5.0875044606466675,1
84,16.192310219962692,-7.467624353136549,1
85,13.820703018112074,-4.2158500487354535,1
86,14.14996487878484,-4.907443755865261,1
87,13.675852468198151,-4.233632193516911,1
88,13.386814136223828,-4.399511283295644,1
89,13.827917337403143,-2.236599390232542,1
90,12.793855018469442,-1.9074485520260964,1
91,14.501186850188372,-2.377567310502685,1
92,15.3351475034662,-4.625784485667192,1
93,14.805908305936248,-4.127585120889842,1
94,13.053975490973544,-2.570836791727237,1
95,14.1373189934872,-4.517959000473728,1
96,12.470150093950712,-0.7277188595417377,1
97,13.2586332412702,-0.3176565515064883,1
98,13.204801125683582,-1.102097002878839,1
99,14.330097679226418,-0.9805283348763568,1
100,14.323333007949378,-4.328453263548321,1
101,12.966203633613166,-2.751258886621759,1
102,13.918925280339824,-3.6541424799347517,1
103,13.789614098187817,-1.4590482308776906,1
104,14.794170552659855,-0.7688365033035323,1
