PC,eigenvalue,explained_variance_ratio
PC1,60.483880554276716,0.06042345709717953
PC2,25.94388652726287,0.025917968558704162
PC3,20.047433578894637,0.020027406172721914
PC4,16.284337407391163,0.01626806933805311
PC5,13.951875849950822,0.013937937912038782
PC6,11.416513932704436,0.011405108823880555
PC7,10.366119960791497,0.010355764196594902
PC8,9.235534689859081,0.009226308381477602
PC9,8.876665337013838,0.008867797539474363
PC10,8.147826270718433,0.008139686584134298
