frame,PC1,PC2,cluster
0,-8.858764218275224,7.6651891318636265,0
1,-7.461826187078826,10.818301193389596,0
2,-9.549718803613107,8.948112564736316,0
3,-11.187902638977873,7.924766084608818,0
4,-8.865252709724466,8.48707063473535,0
5,-11.142280068631061,9.051561101876638,0
6,-12.934960920272099,9.27184592083184,0
7,-11.6754551119456,8.960666309222658,0
8,-12.741769539917653,9.722492178888702,0
9,-10.611935777904923,9.197899036963618,0
10,-9.892088471817315,8.03759419412242,0
11,-10.149537963253554,8.935366534165572,0
12,-9.337255087122488,9.584960862243543,0
13,-10.889976608689494,8.056785565075037,0
14,-9.650521388478507,7.666435979303334,0
15,-9.196945289629193,8.71946023839543,0
16,-9.93841513130466,10.301827886276412,0
17,-10.278514508693961,9.608668502251865,0
18,-10.500980441931587,9.995656493461592,0
19,-11.374774371502753,8.559758327901742,0
20,-11.562217588432361,9.34634929557129,0
21,-11.554381510452437,10.170090966935081,0
22,-11.521433032857384,9.43656804597925,0
23,-11.244308668467028,7.481406761977624,0
24,-11.102841056154615,6.406411646054246,0
25,-11.534166440147994,6.5849784782795915,0
26,-11.23998639270371,8.03377047727222,0
27,-11.373424008934705,7.60559361627894,0
28,-11.264109618800086,8.190337748135995,0
29,-11.260744390374105,7.412591915419303,0
30,-10.767224316160384,9.997890897536905,0
31,-9.486663422642664,11.432809461753278,0
32,-10.288416481908236,8.47395769348539,0
33,-9.44781176113385,7.857017478090991,0
34,-10.228001064675707,11.037579269346661,0
35,-9.891032054852321,8.503335167925378,0
36,-9.498072667409447,7.369420711368629,0
37,-10.018126370925517,7.1603415408564235,0
38,-11.962152957556077,6.610306532783686,0
39,-10.785828384565232,6.904831743592466,0
40,-11.298373399469703,8.270107252701642,0
41,-12.416948370672221,7.104737340663702,0
42,-11.759489499730146,9.863207518937722,0
43,-8.597322171111214,7.758545702874231,0
44,-9.68132624528943,6.556887312601885,0
45,-10.133412970663214,6.391136776769817,0
46,-11.542665859708093,9.336829219154975,0
47,-12.405092269679926,8.972237799741226,0
48,-12.0252708493714,7.462475350096791,0
49,-9.247436922550976,6.482886549482393,0
50,-10.03838570038443,8.74664236184793,0
51,-8.899062044119487,8.504514475606493,0
52,-10.736083322694027,6.071068033737594,0
53,-12.269562112189856,10.25955162260856,0
54,-10.606137735430625,7.78152730595186,0
55,-11.864837089768285,5.869509170568492,0
56,-12.371738265414933,6.600322638546849,0
57,-11.247065454027364,8.175954427878745,0
58,-11.344197020886183,8.582197681373255,0
59,-10.9719559125591,7.02221524306631,0
60,-10.544713912212655,7.249135133450558,0
61,-11.820197865836423,6.771672440494188,0
62,-13.149463520215592,7.243431188452658,0
63,-10.167708069609327,8.332070528856415,0
64,-13.232233931141874,7.393652592095228,0
65,-10.673123222023216,7.141322149082165,0
66,-12.293045559233608,9.060284086784742,0
67,-11.769084144238906,5.512214358757468,0
68,-9.542021609460754,6.058756041323278,0
69,-9.70869562033126,6.085721085062032,0
70,-10.303813158269376,6.738971118227737,0
71,-9.858495368836866,6.749491317847162,0
72,-9.824208611076829,7.370169475893998,0
73,-10.002568574281186,4.946230159766209,0
74,-9.470258738965445,7.461273388855087,0
75,-9.013758892326084,7.31193289735716,0
76,-8.755190831455524,7.981499657085012,0
77,-9.336213850824075,7.263455241193867,0
78,-8.319495650759558,7.9952990823322,0
79,-11.629004169322544,8.155415630401553,0
80,-10.309841395956425,8.718187521160864,0
81,-9.445839077228776,8.107977486530398,0
82,-14.062117804192873,7.475998411366644,0
83,-12.826048665487516,5.3034376764174995,0
84,-11.702503068856448,6.35542720799372,0
85,-11.475901608650535,5.338228765517349,0
86,-9.03019528028514,4.960223342309357,0
87,-9.80067040235475,4.642107757735656,0
88,-10.219663598882306,3.5400711146859356,0
89,-11.016912522903455,4.952107322014755,0
90,-11.558434159984504,4.938075477824103,0
91,-10.654645689354306,5.60315630714296,0
92,-11.769686442153839,3.119032236050002,0
93,-10.54500679004682,1.5340701493397935,0
94,-10.180278164140077,2.4558811425731273,0
95,-9.970979964890473,3.384597819785656,0
