PC,eigenvalue
PC1,57.26869744411672
PC2,25.73847495641981
PC3,19.667424114111476
PC4,18.458337801396954
PC5,14.737103901355438
PC6,11.749670535926047
PC7,10.330013427678153
PC8,9.420504639503184
PC9,8.883058129223485
PC10,8.120695757201844
