PC,eigenvalue
PC1,67.2070078695237
PC2,33.73501085458724
PC3,24.0790047527516
PC4,17.503670454598506
PC5,13.636024324034981
PC6,11.750244013352937
PC7,11.470524402811265
PC8,10.233845240722543
PC9,8.747655911310924
PC10,8.557726042777334
