PC,eigenvalue
PC1,65.4227931914092
PC2,33.484483105346904
PC3,25.145407060340887
PC4,20.04732355426133
PC5,17.367911445358313
PC6,13.445674777820837
PC7,11.679182446699341
PC8,9.353761532160304
PC9,8.370798058398682
PC10,7.567414132871656
