PC,eigenvalue,explained_variance_ratio
PC1,47.800905483459886,0.04663393782336791
PC2,27.41292083888071,0.026743686819899533
PC3,18.297365595595863,0.01785067041903005
PC4,14.426885816662438,0.014074680999335072
PC5,12.360952740089727,0.012059183726517353
PC6,10.615586065727213,0.010356426840471257
PC7,10.344221254908728,0.010091686882364437
PC8,9.732176189619116,0.009494583726448467
PC9,9.08011318339,0.008858439591063232
PC10,8.238480598167275,0.008037353855292435
