PC,eigenvalue,explained_variance_ratio
PC1,48.87314127695794,0.04767999703124799
PC2,25.875457976176587,0.025243758171688262
PC3,24.7751548243399,0.024170316816328107
PC4,15.793203859444864,0.015407643000988139
PC5,13.831080496508571,0.013493421126245408
PC6,10.906171807804729,0.010639918487571735
PC7,9.990325239775803,0.009746430561407152
PC8,9.271262973541496,0.009044922824774345
PC9,8.966488583054657,0.008747588917971344
PC10,8.642117508164807,0.00843113674232487
