PC,eigenvalue
PC1,48.873141276958215
PC2,25.87545798211116
PC3,24.77515485039236
PC4,15.793211196785622
PC5,13.831193488263104
PC6,10.907024976684854
PC7,9.993067246745499
PC8,9.277922095823499
PC9,8.978349518338549
PC10,8.648454675604446
