r_qp_SAamideO,r_qp_QPPMDCK,s_sd_PUBCHEM\_SUBSTANCE\_COMMENT,s_vsw_variant,i_qp_#acid,i_qp_RuleOfFive,r_qp_FOSA,i_qp_#in56,i_qp_#noncon,r_qp_QPlogS,r_qp_QPlogKhsa,s_m_source_file,s_sd_PUBCHEM\_XREF\_EXT\_ID,r_i_glide_metal,s_sd_PUBCHEM\_EXT\_DATASOURCE\_URL,r_i_glide_ecoul,s_sd_PUBCHEM\_GENERIC\_REGISTRY\_NAME,i_qp_#rotor,r_qp_volume,r_i_glide_energy,r_i_glide_gscore,r_i_glide_ligand_efficiency_sa,s_sd_PUBCHEM\_EXT\_DATASOURCE\_NAME,r_qp_Jm,i_lp_mmshare_version,r_qp_glob,r_qp_QPpolrz,s_m_title,r_epik_Ionization_Penalty,r_i_glide_emodel,r_qp_PSA,s_lp_Variant,i_qp_CNS,r_qp_SASA,b_lp_Chiralities_Consistent,r_lp_Energy,i_epik_Tot_Q,i_i_glide_confnum,r_qp_QPlogPo/w,s_epik_cmdline,r_qp_QPlogPw,i_sd_version,s_lp_Force_Field,i_sd_PUBCHEM\_SUBSTANCE\_ID,i_i_glide_lignum,r_qp_IP(eV),i_qp_HumanOralAbsorption,r_i_glide_einternal,r_epik_State_Penalty,r_i_glide_evdw,r_qp_QPlogKp,r_qp_accptHB,i_f3d_flags,r_qp_FISA,i_qp_#amidine,s_i_glide_gridfile,r_epik_Ionization_Penalty_Neutral,r_qp_ACxDN^.5/SA,i_i_glide_posenum,i_qp_#ringatoms,b_sd_chiral_flag,r_qp_QPPCaco,i_i_glide_rotatable_bonds,s_sd_PUBCHEM\_CID\_ASSOCIATIONS,r_qp_QPlogPC16,r_qp_WPSA,s_vsw_compound_code,r_epik_Ionization_Penalty_Charging,i_qp_#amine,r_i_glide_ligand_efficiency,s_sd_PUBCHEM\_EXT\_SUBSTANCE\_URL,i_qp_#metab,i_epik_Tot_abs_Q,i_sd_PUBCHEM\_TOTAL\_CHARGE,r_qp_CIQPlogS,i_qp_#NandO,r_qp_dipole,i_m_ct_format,r_qp_EA(eV),i_qp_#in34,r_i_glide_lipo,s_lp_label,r_qp_mol_MW,r_i_glide_erotb,s_epik_Chemistry_Notes,i_qp_#nonHatm,r_epik_Charging_Adjusted_Penalty,i_sd_PUBCHEM\_EXT\_DATASOURCE\_NAME,i_sd_PUBCHEM\_COMPOUND\_ID\_TYPE,r_i_glide_ligand_efficiency_ln,r_qp_QPlogBB,r_i_glide_rewards,i_m_ct_stereo_status,s_sd_PUBCHEM\_SUBSTANCE\_SYNONYM,r_i_glide_esite,i_m_source_file_index,r_i_glide_eff_state_penalty,i_m_ct_enhanced_stereo_status,r_i_docking_score,s_sd_PUBCHEM\_EXT\_DATASOURCE\_REGID,r_qp_dip^2/V,i_qp_#amide,r_qp_PercentHumanOralAbsorption,r_i_glide_hbond,i_sd_PUBCHEM\_SUBSTANCE\_VERSION,s_epik_input,r_qp_QPlogPoct,r_qp_QPlogHERG,r_qp_SAfluorine,i_qp_#stars,i_qp_RuleOfThree,r_qp_donorHB,r_qp_PISA,i_qp_#rtvFG
21.995,0.024,,2035-1,0,3,505.0,18,14,2.0,-2.035,vsw_Plazomicin_Analog_9-LIGPREP-001-in.maegz,CNP0074779.1,-0.0,https://cheminf.uni-jena.de,-50.3559226989746,,21,1718.175,-76.7053394317627,-8.96927272808813,-0.713021748495139,,0.00725178474853327,56135,0.7842499,49.433,461918095,0.4537,-155.832859794101,255.391,461918095-1,-2,884.618,1,67.683725,4,818,-5.876,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.501,0,OPLS_2005,461918095,236,9.096,1,25.107780456543,0.4913,-26.3494167327881,-9.912,21.9,0,347.163,0,glide-grid_Sa_minmz_2,0.2735,0.0926302,375,18,1,0.052,19,42613186  1,20.06,0.0,2035,0.1802,5,-0.206779822636296,,13,4,0,3.7,16,4.03,2,-0.648,0,-0.0859088487877954,1018_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.671484709278523,25339,0,-1.79863012766364,-3.668,-1.815,1,,-0.562256012660161,1018,0.4913,2,-8.47797272808813,CNP0074779.1,0.0094515,1,0.0,-1.6038653065773,1,W0NIM11bQ0BdMShbT0hdKVtDSDJdT1tDQEhdKFtDQEBIXShbT0hdKVtDQEBIXTFbTkhdW0NIM10pT1tDQEhdMltDQEhdKFtOSF1DKD1PKVtDQEhdKFtPSF0pW0NIMl1bQ0gyXVtOSDJdKVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEhdMltPSF0pT1tDQEhdM1tDQEhdKFtOSDJdKVtDSDJdW0NIXT1DKE8zKVtDSDJdW05IXVtDSDJdW0NIMl1bT0hd,48.991,-7.434,0.0,12,2,14.0,32.454,2
19.521,0.022,"InChIKey:IYDYFVUFSPQPPV-PEXOCOHZSA-N
SMILES: CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CCN)OC[C@]1(C)O
DOIs:10.5281/zenodo.3247749|10.5281/zenodo.2664077
Plazomicin",1591-1,0,3,462.771,18,14,2.0,-1.918,vsw_Plazomicin_Analog_9-LIGPREP-001-in.maegz,IYDYFVUFSPQPPV-PEXOCOHZSA-N,-0.0,https://www.norman-network.com/nds/SLE/,-50.3559226989746,,21,1698.669,-76.7053394317627,-8.96927272808813,-0.712769439916887,,0.00623521797092861,56135,0.8120028,48.668,439574511,0.4495,-155.832859794101,258.163,439574511-1,-2,847.904,1,60.691843,4,818,-5.85,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.267,0,OPLS_2005,439574511,106,9.009,1,25.107780456543,0.4943,-26.3494167327881,-9.978,21.9,0,351.036,0,glide-grid_Sa_minmz_2,0.2721,0.096641,375,18,1,0.05,19,42613186  1,19.723,0.0,1591,0.1774,5,-0.206706651904588,,13,4,0,3.7,16,8.86,2,-0.784,0,-0.0859088487877954,796_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.671710659327094,23819,0,-1.7979936676801,-3.455,-1.815,1,NS00072892,-0.562256012660161,796,0.4943,2,-8.47497272808813,IYDYFVUFSPQPPV-PEXOCOHZSA-N,0.046215,1,0.0,-1.6038653065773,10,W05IMl1bQ0gyXVtDSDJdW0NAQEhdKFtPSF0pQyg9TylbTkhdW0NAQEhdMVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXShbT0hdKVtDQEhdMU9bQ0BIXShPW0NIMl0yKVtDQEBIXShbT0hdKVtDQEhdKFtOSF1bQ0gzXSlbQ0BAXTIoW0NIM10pW09IXSlPW0NAQEhdM09DKD1bQ0hdW0NIMl1bQ0BIXTNbTkgyXSlbQ0gyXVtOSF1bQ0gyXVtDSDJdW09IXQ==,49.39,-6.993,0.0,12,2,14.0,34.097,2
19.523,0.022,"InChIKey:IYDYFVUFSPQPPV-PEXOCOHZSA-N
SMILES: CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CCN)OC[C@]1(C)O
DOIs:10.5281/zenodo.3247749|10.5281/zenodo.2664077
Plazomicin",1623-1,0,3,462.782,18,14,2.0,-1.918,vsw_Plazomicin_Analog_9-LIGPREP-001-in.maegz,IYDYFVUFSPQPPV-PEXOCOHZSA-N,-0.0,https://www.norman-network.com/nds/SLE/,-50.3559226989746,,21,1698.695,-76.7053394317627,-8.96927272808813,-0.712769439916887,,0.00623343839504845,56135,0.8119924,48.669,439574511,0.4495,-155.832859794101,258.166,439574511-1,-2,847.924,1,60.691843,4,818,-5.85,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.268,0,OPLS_2005,439574511,111,9.009,1,25.107780456543,0.4943,-26.3494167327881,-9.978,21.9,0,351.043,0,glide-grid_Sa_minmz_2,0.2721,0.0966388,375,18,1,0.05,19,42613186  1,19.723,0.0,1623,0.1774,5,-0.206706651904588,,13,4,0,3.7,16,8.86,2,-0.784,0,-0.0859088487877954,812_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.671710659327094,23819,0,-1.7979936676801,-3.455,-1.815,1,NS00072892,-0.562256012660161,812,0.4943,2,-8.47497272808813,IYDYFVUFSPQPPV-PEXOCOHZSA-N,0.0462139,1,0.0,-1.6038653065773,10,W05IMl1bQ0gyXVtDSDJdW0NAQEhdKFtPSF0pQyg9TylbTkhdW0NAQEhdMVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXShbT0hdKVtDQEhdMU9bQ0BIXShPW0NIMl0yKVtDQEBIXShbT0hdKVtDQEhdKFtOSF1bQ0gzXSlbQ0BAXTIoW0NIM10pW09IXSlPW0NAQEhdM09DKD1bQ0hdW0NIMl1bQ0BIXTNbTkgyXSlbQ0gyXVtOSF1bQ0gyXVtDSDJdW09IXQ==,49.39,-6.993,0.0,12,2,14.0,34.099,2
19.522,0.022,"InChIKey:IYDYFVUFSPQPPV-PEXOCOHZSA-N
SMILES: CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CCN)OC[C@]1(C)O
DOIs:10.5281/zenodo.3247749|10.5281/zenodo.2664077
Plazomicin",1655-1,0,3,462.499,18,14,2.0,-1.917,vsw_Plazomicin_Analog_9-LIGPREP-001-in.maegz,IYDYFVUFSPQPPV-PEXOCOHZSA-N,-0.0,https://www.norman-network.com/nds/SLE/,-50.3559226989746,,21,1698.353,-76.7053394317627,-8.96927272808813,-0.712769439916887,,0.00622898179546383,56135,0.8121423,48.656,439574511,0.4495,-155.832859794101,258.149,439574511-1,-2,847.653,1,61.59784,4,818,-5.851,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.267,0,OPLS_2005,439574511,116,9.009,1,25.107780456543,0.4943,-26.3494167327881,-9.978,21.9,0,351.059,0,glide-grid_Sa_minmz_2,0.2721,0.0966696,375,18,1,0.05,19,42613186  1,19.72,0.0,1655,0.1774,5,-0.206706651904588,,13,4,0,3.7,16,8.863,2,-0.784,0,-0.0859088487877954,828_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.671710659327094,23819,0,-1.7979936676801,-3.454,-1.815,1,NS00072892,-0.562256012660161,828,0.4943,2,-8.47497272808813,IYDYFVUFSPQPPV-PEXOCOHZSA-N,0.046253,1,0.0,-1.6038653065773,10,W05IMl1bQ0gyXVtDSDJdW0NAQEhdKFtPSF0pQyg9TylbTkhdW0NAQEhdMVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXShbT0hdKVtDQEhdMU9bQ0BIXShPW0NIMl0yKVtDQEBIXShbT0hdKVtDQEhdKFtOSF1bQ0gzXSlbQ0BAXTIoW0NIM10pW09IXSlPW0NAQEhdM09DKD1bQ0hdW0NIMl1bQ0BIXTNbTkgyXSlbQ0gyXVtOSF1bQ0gyXVtDSDJdW09IXQ==,49.387,-6.991,0.0,12,2,14.0,34.095,2
19.52,0.022,"InChIKey:IYDYFVUFSPQPPV-PEXOCOHZSA-N
SMILES: CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CCN)OC[C@]1(C)O
DOIs:10.5281/zenodo.3247749|10.5281/zenodo.2664077
Plazomicin",1687-1,0,3,462.76,18,14,2.0,-1.918,vsw_Plazomicin_Analog_9-LIGPREP-001-in.maegz,IYDYFVUFSPQPPV-PEXOCOHZSA-N,-0.0,https://www.norman-network.com/nds/SLE/,-50.3559226989746,,21,1698.669,-76.7053394317627,-8.96927272808813,-0.712769439916887,,0.00623371531651057,56135,0.8120076,48.668,439574511,0.4495,-155.832859794101,258.167,439574511-1,-2,847.899,1,60.691846,4,818,-5.85,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.267,0,OPLS_2005,439574511,131,9.009,1,25.107780456543,0.4943,-26.3494167327881,-9.978,21.9,0,351.042,0,glide-grid_Sa_minmz_2,0.2721,0.0966416,375,18,1,0.05,19,42613186  1,19.723,0.0,1687,0.1774,5,-0.206706651904588,,13,4,0,3.7,16,8.861,2,-0.784,0,-0.0859088487877954,844_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.671710659327094,23819,0,-1.7979936676801,-3.455,-1.815,1,NS00072892,-0.562256012660161,844,0.4943,2,-8.47497272808813,IYDYFVUFSPQPPV-PEXOCOHZSA-N,0.0462223,1,0.0,-1.6038653065773,10,W05IMl1bQ0gyXVtDSDJdW0NAQEhdKFtPSF0pQyg9TylbTkhdW0NAQEhdMVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXShbT0hdKVtDQEhdMU9bQ0BIXShPW0NIMl0yKVtDQEBIXShbT0hdKVtDQEhdKFtOSF1bQ0gzXSlbQ0BAXTIoW0NIM10pW09IXSlPW0NAQEhdM09DKD1bQ0hdW0NIMl1bQ0BIXTNbTkgyXSlbQ0gyXVtOSF1bQ0gyXVtDSDJdW09IXQ==,49.39,-6.993,0.0,12,2,14.0,34.097,2
19.52,0.022,"InChIKey:IYDYFVUFSPQPPV-PEXOCOHZSA-N
SMILES: CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CCN)OC[C@]1(C)O
DOIs:10.5281/zenodo.3247749|10.5281/zenodo.2664077
Plazomicin",1751-1,0,3,462.761,18,14,2.0,-1.918,vsw_Plazomicin_Analog_9-LIGPREP-001-in.maegz,IYDYFVUFSPQPPV-PEXOCOHZSA-N,-0.0,https://www.norman-network.com/nds/SLE/,-50.3559226989746,,21,1698.681,-76.7053394317627,-8.96927272808813,-0.712769439916887,,0.00623147370014247,56135,0.8120029,48.669,439574511,0.4495,-155.832859794101,258.164,439574511-1,-2,847.908,1,60.691817,4,818,-5.85,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.267,0,OPLS_2005,439574511,151,9.009,1,25.107780456543,0.4943,-26.3494167327881,-9.978,21.9,0,351.05,0,glide-grid_Sa_minmz_2,0.2721,0.0966406,375,18,1,0.05,19,42613186  1,19.723,0.0,1751,0.1774,5,-0.206706651904588,,13,4,0,3.7,16,8.861,2,-0.784,0,-0.0859088487877954,876_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.671710659327094,23819,0,-1.7979936676801,-3.455,-1.815,1,NS00072892,-0.562256012660161,876,0.4943,2,-8.47497272808813,IYDYFVUFSPQPPV-PEXOCOHZSA-N,0.0462182,1,0.0,-1.6038653065773,10,W05IMl1bQ0gyXVtDSDJdW0NAQEhdKFtPSF0pQyg9TylbTkhdW0NAQEhdMVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXShbT0hdKVtDQEhdMU9bQ0BIXShPW0NIMl0yKVtDQEBIXShbT0hdKVtDQEhdKFtOSF1bQ0gzXSlbQ0BAXTIoW0NIM10pW09IXSlPW0NAQEhdM09DKD1bQ0hdW0NIMl1bQ0BIXTNbTkgyXSlbQ0gyXVtOSF1bQ0gyXVtDSDJdW09IXQ==,49.39,-6.993,0.0,12,2,14.0,34.097,2
19.521,0.022,,2507-1,0,3,462.771,18,14,2.0,-1.918,vsw_Plazomicin_Analog_9-LIGPREP-001-in.maegz,PD058519,-0.0,https://www.probes-drugs.org,-50.3559226989746,,21,1698.669,-76.7053394317627,-8.96927272808813,-0.712769439916887,20859,0.00623521797092861,56135,0.8120028,48.668,482134792,0.4495,-155.832859794101,258.163,482134792-1,-2,847.904,1,60.691843,4,818,-5.85,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.267,0,OPLS_2005,482134792,41,9.009,1,25.107780456543,0.4943,-26.3494167327881,-9.978,21.9,0,351.036,0,glide-grid_Sa_minmz_2,0.2721,0.096641,375,18,1,0.05,19,42613186  1,19.723,0.0,2507,0.1774,5,-0.206706651904588,https://www.probes-drugs.org/compound/PD058519,13,4,0,3.7,16,8.86,2,-0.784,0,-0.0859088487877954,1254_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.671710659327094,,0,-1.7979936676801,-3.455,-1.815,1,PLAZOMICIN,-0.562256012660161,1254,0.4943,2,-8.47497272808813,PD058519,0.046215,1,0.0,-1.6038653065773,1,W05IMl1bQ0gyXVtDSDJdW0NAQEhdKFtPSF0pQyg9TylbTkhdW0NAQEhdMVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXShbT0hdKVtDQEhdMU9bQ0BIXShPW0NIMl0yKVtDQEBIXShbT0hdKVtDQEhdKFtOSF1bQ0gzXSlbQ0BAXTIoW0NIM10pW09IXSlPW0NAQEhdM09DKD1bQ0hdW0NIMl1bQ0BIXTNbTkgyXSlbQ0gyXVtOSF1bQ0gyXVtDSDJdW09IXQ==,49.39,-6.993,0.0,12,2,14.0,34.097,2
19.523,0.022,,2539-1,0,3,462.782,18,14,2.0,-1.918,vsw_Plazomicin_Analog_9-LIGPREP-001-in.maegz,PD058519,-0.0,https://www.probes-drugs.org,-50.3559226989746,,21,1698.695,-76.7053394317627,-8.96927272808813,-0.712769439916887,20859,0.00623343839504845,56135,0.8119924,48.669,482134792,0.4495,-155.832859794101,258.166,482134792-1,-2,847.924,1,60.691843,4,818,-5.85,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.268,0,OPLS_2005,482134792,46,9.009,1,25.107780456543,0.4943,-26.3494167327881,-9.978,21.9,0,351.043,0,glide-grid_Sa_minmz_2,0.2721,0.0966388,375,18,1,0.05,19,42613186  1,19.723,0.0,2539,0.1774,5,-0.206706651904588,https://www.probes-drugs.org/compound/PD058519,13,4,0,3.7,16,8.86,2,-0.784,0,-0.0859088487877954,1270_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.671710659327094,,0,-1.7979936676801,-3.455,-1.815,1,PLAZOMICIN,-0.562256012660161,1270,0.4943,2,-8.47497272808813,PD058519,0.0462139,1,0.0,-1.6038653065773,1,W05IMl1bQ0gyXVtDSDJdW0NAQEhdKFtPSF0pQyg9TylbTkhdW0NAQEhdMVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXShbT0hdKVtDQEhdMU9bQ0BIXShPW0NIMl0yKVtDQEBIXShbT0hdKVtDQEhdKFtOSF1bQ0gzXSlbQ0BAXTIoW0NIM10pW09IXSlPW0NAQEhdM09DKD1bQ0hdW0NIMl1bQ0BIXTNbTkgyXSlbQ0gyXVtOSF1bQ0gyXVtDSDJdW09IXQ==,49.39,-6.993,0.0,12,2,14.0,34.099,2
19.522,0.022,,2571-1,0,3,462.499,18,14,2.0,-1.917,vsw_Plazomicin_Analog_9-LIGPREP-001-in.maegz,PD058519,-0.0,https://www.probes-drugs.org,-50.3559226989746,,21,1698.353,-76.7053394317627,-8.96927272808813,-0.712769439916887,20859,0.00622898179546383,56135,0.8121423,48.656,482134792,0.4495,-155.832859794101,258.149,482134792-1,-2,847.653,1,61.59784,4,818,-5.851,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.267,0,OPLS_2005,482134792,51,9.009,1,25.107780456543,0.4943,-26.3494167327881,-9.978,21.9,0,351.059,0,glide-grid_Sa_minmz_2,0.2721,0.0966696,375,18,1,0.05,19,42613186  1,19.72,0.0,2571,0.1774,5,-0.206706651904588,https://www.probes-drugs.org/compound/PD058519,13,4,0,3.7,16,8.863,2,-0.784,0,-0.0859088487877954,1286_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.671710659327094,,0,-1.7979936676801,-3.454,-1.815,1,PLAZOMICIN,-0.562256012660161,1286,0.4943,2,-8.47497272808813,PD058519,0.046253,1,0.0,-1.6038653065773,1,W05IMl1bQ0gyXVtDSDJdW0NAQEhdKFtPSF0pQyg9TylbTkhdW0NAQEhdMVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXShbT0hdKVtDQEhdMU9bQ0BIXShPW0NIMl0yKVtDQEBIXShbT0hdKVtDQEhdKFtOSF1bQ0gzXSlbQ0BAXTIoW0NIM10pW09IXSlPW0NAQEhdM09DKD1bQ0hdW0NIMl1bQ0BIXTNbTkgyXSlbQ0gyXVtOSF1bQ0gyXVtDSDJdW09IXQ==,49.387,-6.991,0.0,12,2,14.0,34.095,2
19.52,0.022,,2603-1,0,3,462.76,18,14,2.0,-1.918,vsw_Plazomicin_Analog_9-LIGPREP-001-in.maegz,PD058519,-0.0,https://www.probes-drugs.org,-50.3559226989746,,21,1698.669,-76.7053394317627,-8.96927272808813,-0.712769439916887,20859,0.00623371531651057,56135,0.8120076,48.668,482134792,0.4495,-155.832859794101,258.167,482134792-1,-2,847.899,1,60.691846,4,818,-5.85,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.267,0,OPLS_2005,482134792,66,9.009,1,25.107780456543,0.4943,-26.3494167327881,-9.978,21.9,0,351.042,0,glide-grid_Sa_minmz_2,0.2721,0.0966416,375,18,1,0.05,19,42613186  1,19.723,0.0,2603,0.1774,5,-0.206706651904588,https://www.probes-drugs.org/compound/PD058519,13,4,0,3.7,16,8.861,2,-0.784,0,-0.0859088487877954,1302_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.671710659327094,,0,-1.7979936676801,-3.455,-1.815,1,PLAZOMICIN,-0.562256012660161,1302,0.4943,2,-8.47497272808813,PD058519,0.0462223,1,0.0,-1.6038653065773,1,W05IMl1bQ0gyXVtDSDJdW0NAQEhdKFtPSF0pQyg9TylbTkhdW0NAQEhdMVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXShbT0hdKVtDQEhdMU9bQ0BIXShPW0NIMl0yKVtDQEBIXShbT0hdKVtDQEhdKFtOSF1bQ0gzXSlbQ0BAXTIoW0NIM10pW09IXSlPW0NAQEhdM09DKD1bQ0hdW0NIMl1bQ0BIXTNbTkgyXSlbQ0gyXVtOSF1bQ0gyXVtDSDJdW09IXQ==,49.39,-6.993,0.0,12,2,14.0,34.097,2
