r_qp_SAamideO,r_qp_QPPMDCK,s_sd_PUBCHEM\_SUBSTANCE\_COMMENT,s_vsw_variant,i_qp_#acid,i_qp_RuleOfFive,r_qp_FOSA,i_qp_#in56,i_qp_#noncon,r_qp_QPlogS,r_qp_QPlogKhsa,s_m_source_file,s_sd_PUBCHEM\_XREF\_EXT\_ID,r_i_glide_metal,s_sd_PUBCHEM\_EXT\_DATASOURCE\_URL,r_i_glide_ecoul,s_sd_PUBCHEM\_GENERIC\_REGISTRY\_NAME,i_qp_#rotor,r_qp_volume,r_i_glide_energy,r_i_glide_gscore,r_i_glide_ligand_efficiency_sa,s_sd_PUBCHEM\_EXT\_DATASOURCE\_NAME,r_qp_Jm,i_lp_mmshare_version,r_qp_glob,r_qp_QPpolrz,s_m_title,r_epik_Ionization_Penalty,r_i_glide_emodel,r_qp_PSA,s_lp_Variant,i_qp_CNS,r_qp_SASA,b_lp_Chiralities_Consistent,r_lp_Energy,i_epik_Tot_Q,i_i_glide_confnum,r_qp_QPlogPo/w,s_epik_cmdline,r_qp_QPlogPw,i_sd_version,s_lp_Force_Field,i_sd_PUBCHEM\_SUBSTANCE\_ID,i_i_glide_lignum,r_qp_IP(eV),i_qp_HumanOralAbsorption,r_i_glide_einternal,r_epik_State_Penalty,r_i_glide_evdw,r_qp_QPlogKp,r_qp_accptHB,i_f3d_flags,r_qp_FISA,i_qp_#amidine,s_i_glide_gridfile,r_epik_Ionization_Penalty_Neutral,r_qp_ACxDN^.5/SA,i_i_glide_posenum,i_qp_#ringatoms,b_sd_chiral_flag,r_qp_QPPCaco,i_i_glide_rotatable_bonds,s_sd_PUBCHEM\_CID\_ASSOCIATIONS,r_qp_QPlogPC16,r_qp_WPSA,s_vsw_compound_code,r_epik_Ionization_Penalty_Charging,i_qp_#amine,r_i_glide_ligand_efficiency,s_sd_PUBCHEM\_EXT\_SUBSTANCE\_URL,i_qp_#metab,i_epik_Tot_abs_Q,i_sd_PUBCHEM\_TOTAL\_CHARGE,r_qp_CIQPlogS,i_qp_#NandO,r_qp_dipole,i_m_ct_format,r_qp_EA(eV),i_qp_#in34,r_i_glide_lipo,s_lp_label,r_qp_mol_MW,r_i_glide_erotb,s_epik_Chemistry_Notes,i_qp_#nonHatm,r_epik_Charging_Adjusted_Penalty,i_sd_PUBCHEM\_EXT\_DATASOURCE\_NAME,i_sd_PUBCHEM\_COMPOUND\_ID\_TYPE,r_i_glide_ligand_efficiency_ln,r_qp_QPlogBB,r_i_glide_rewards,i_m_ct_stereo_status,s_sd_PUBCHEM\_SUBSTANCE\_SYNONYM,r_i_glide_esite,i_m_source_file_index,r_i_glide_eff_state_penalty,i_m_ct_enhanced_stereo_status,r_i_docking_score,s_sd_PUBCHEM\_EXT\_DATASOURCE\_REGID,r_qp_dip^2/V,i_qp_#amide,r_qp_PercentHumanOralAbsorption,r_i_glide_hbond,i_sd_PUBCHEM\_SUBSTANCE\_VERSION,s_epik_input,r_qp_QPlogPoct,r_qp_QPlogHERG,r_qp_SAfluorine,i_qp_#stars,i_qp_RuleOfThree,r_qp_donorHB,r_qp_PISA,i_qp_#rtvFG
19.042,0.027,,2114-1,0,3,495.926,18,14,2.0,-1.939,vsw_Plazomicin_Analog_9-LIGPREP-002-in.maegz,CNP0074779.1,-0.0,https://cheminf.uni-jena.de,-47.2777137756348,,21,1734.237,-76.2224540710449,-9.08822374965363,-0.723025869539422,,0.00867934154597578,56135,0.7989403,50.096,461918095,0.4537,-152.484966264834,259.432,461918095-1,-2,873.755,1,56.060526,4,1132,-5.691,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.244,0,OPLS_2005,461918095,311,9.121,1,16.3354320526123,0.4913,-28.9447402954102,-9.834,21.9,0,343.321,0,glide-grid_Sa_minmz_2,0.2735,0.0937818,106,18,1,0.06,19,42613186  1,20.066,0.0,2114,0.1802,5,-0.209681067064723,,13,4,0,3.7,16,6.817,2,-1.015,0,-0.418777785694602,1057_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.671484709278523,25339,0,-1.82386598273961,-3.491,-1.51,1,,-0.495777129719554,1057,0.4913,2,-8.59692374965363,CNP0074779.1,0.026795,1,0.0,-1.63166009604551,1,W0NIM11bQ0BAXTEoW09IXSlbQ0gyXU9bQ0BASF0oW0NAQEhdKFtPSF0pW0NAQEhdMVtOSF1bQ0gzXSlPW0NAQEhdMltDQEhdKFtOSF1DKD1PKVtDQEhdKFtPSF0pW0NIMl1bQ0gyXVtOSDJdKVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEhdMltPSF0pT1tDQEhdM1tDQEhdKFtOSDJdKVtDSDJdW0NIXT1DKE8zKVtDSDJdW05IXVtDSDJdW0NIMl1bT0hd,49.534,-7.206,0.0,13,2,14.0,34.507,2
19.041,0.027,,2146-1,0,3,495.929,18,14,2.0,-1.939,vsw_Plazomicin_Analog_9-LIGPREP-002-in.maegz,CNP0074779.1,-0.0,https://cheminf.uni-jena.de,-47.2777137756348,,21,1734.239,-76.2224540710449,-9.08822374965363,-0.723025869539422,,0.00868136815484926,56135,0.7989434,50.096,461918095,0.4537,-152.484966264834,259.431,461918095-1,-2,873.752,1,56.060585,4,1132,-5.691,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.244,0,OPLS_2005,461918095,316,9.121,1,16.3354320526123,0.4913,-28.9447402954102,-9.834,21.9,0,343.316,0,glide-grid_Sa_minmz_2,0.2735,0.0937821,106,18,1,0.06,19,42613186  1,20.066,0.0,2146,0.1802,5,-0.209681067064723,,13,4,0,3.7,16,6.818,2,-1.015,0,-0.418777785694602,1073_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.671484709278523,25339,0,-1.82386598273961,-3.491,-1.51,1,,-0.495777129719554,1073,0.4913,2,-8.59692374965363,CNP0074779.1,0.0268006,1,0.0,-1.63166009604551,1,W0NIM11bQ0BAXTEoW09IXSlbQ0gyXU9bQ0BASF0oW0NAQEhdKFtPSF0pW0NAQEhdMVtOSF1bQ0gzXSlPW0NAQEhdMltDQEhdKFtOSF1DKD1PKVtDQEhdKFtPSF0pW0NIMl1bQ0gyXVtOSDJdKVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEhdMltPSF0pT1tDQEhdM1tDQEhdKFtOSDJdKVtDSDJdW0NIXT1DKE8zKVtDSDJdW05IXVtDSDJdW0NIMl1bT0hd,49.534,-7.206,0.0,13,2,14.0,34.507,2
19.041,0.027,,2178-1,0,3,495.929,18,14,2.0,-1.939,vsw_Plazomicin_Analog_9-LIGPREP-002-in.maegz,CNP0074779.1,-0.0,https://cheminf.uni-jena.de,-47.2777137756348,,21,1734.239,-76.2224540710449,-9.08822374965363,-0.723025869539422,,0.0086809913723876,56135,0.7989429,50.096,461918095,0.4537,-152.484966264834,259.431,461918095-1,-2,873.753,1,56.060576,4,1132,-5.691,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.244,0,OPLS_2005,461918095,1,9.121,1,16.3354320526123,0.4913,-28.9447402954102,-9.834,21.9,0,343.317,0,glide-grid_Sa_minmz_2,0.2735,0.093782,106,18,1,0.06,19,42613186  1,20.066,0.0,2178,0.1802,5,-0.209681067064723,,13,4,0,3.7,16,6.817,2,-1.015,0,-0.418777785694602,1089_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.671484709278523,25339,0,-1.82386598273961,-3.491,-1.51,1,,-0.495777129719554,1089,0.4913,2,-8.59692374965363,CNP0074779.1,0.0267999,1,0.0,-1.63166009604551,1,W0NIM11bQ0BAXTEoW09IXSlbQ0gyXU9bQ0BASF0oW0NAQEhdKFtPSF0pW0NAQEhdMVtOSF1bQ0gzXSlPW0NAQEhdMltDQEhdKFtOSF1DKD1PKVtDQEhdKFtPSF0pW0NIMl1bQ0gyXVtOSDJdKVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEhdMltPSF0pT1tDQEhdM1tDQEhdKFtOSDJdKVtDSDJdW0NIXT1DKE8zKVtDSDJdW05IXVtDSDJdW0NIMl1bT0hd,49.534,-7.206,0.0,13,2,14.0,34.507,2
19.028,0.027,,2210-1,0,3,495.947,18,14,2.0,-1.938,vsw_Plazomicin_Analog_9-LIGPREP-002-in.maegz,CNP0074779.1,-0.0,https://cheminf.uni-jena.de,-47.2777137756348,,21,1734.212,-76.2224540710449,-9.08822374965363,-0.723025869539422,,0.00869554149024035,56135,0.7989528,50.095,461918095,0.4537,-152.484966264834,259.423,461918095-1,-2,873.733,1,56.184987,4,1132,-5.691,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.243,0,OPLS_2005,461918095,11,9.121,1,16.3354320526123,0.4913,-28.9447402954102,-9.834,21.9,0,343.277,0,glide-grid_Sa_minmz_2,0.2735,0.0937841,106,18,1,0.06,19,42613186  1,20.065,0.0,2210,0.1802,5,-0.209681067064723,,13,4,0,3.7,16,6.815,2,-1.015,0,-0.418777785694602,1105_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.671484709278523,25339,0,-1.82386598273961,-3.49,-1.51,1,,-0.495777129719554,1105,0.4913,2,-8.59692374965363,CNP0074779.1,0.0267848,1,0.0,-1.63166009604551,1,W0NIM11bQ0BAXTEoW09IXSlbQ0gyXU9bQ0BASF0oW0NAQEhdKFtPSF0pW0NAQEhdMVtOSF1bQ0gzXSlPW0NAQEhdMltDQEhdKFtOSF1DKD1PKVtDQEhdKFtPSF0pW0NIMl1bQ0gyXVtOSDJdKVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEhdMltPSF0pT1tDQEhdM1tDQEhdKFtOSDJdKVtDSDJdW0NIXT1DKE8zKVtDSDJdW05IXVtDSDJdW0NIMl1bT0hd,49.533,-7.206,0.0,13,2,14.0,34.509,2
18.804,0.028,,3576-1,0,3,497.964,18,14,2.0,-1.94,vsw_Plazomicin_Analog_9-LIGPREP-002-in.maegz,Q27273718,-0.0,http://chem-bla-ics.blogspot.com/,-47.2777137756348,,21,1734.718,-76.2224540710449,-9.08822374965363,-0.723025869539422,1139,0.00931896747301687,56135,0.7986144,50.116,385750440,0.4537,-152.484966264834,259.46,385750440-1,-2,874.273,1,55.134735,4,1132,-5.679,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.218,0,OPLS_2005,385750440,116,9.12,1,16.3354320526123,0.4913,-28.9447402954102,-9.803,21.9,0,341.671,0,glide-grid_Sa_minmz_2,0.2735,0.0937262,106,18,1,0.063,19,"71515458  1
1118  2
42613186  2",20.062,0.0,3576,0.1802,5,-0.209681067064723,https://tools.wmflabs.org/scholia/Q27273718,13,4,0,3.7,16,6.747,2,-1.014,0,-0.418777785694602,1788_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.671484709278523,,0,-1.82386598273961,-3.477,-1.51,1,"plazomicin sulfate
Q27273718",-0.495777129719554,1788,0.4913,2,-8.59692374965363,Q27273718,0.0262403,1,0.0,-1.63166009604551,1,W0NIM11bQ0BAXTEoW09IXSlbQ0gyXU9bQ0BASF0oW0NAQEhdKFtPSF0pW0NAQEhdMVtOSF1bQ0gzXSlPW0NAQEhdMltDQEhdKFtOSF1DKD1PKVtDQEhdKFtPSF0pW0NIMl1bQ0gyXVtOSDJdKVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEhdMltPSF0pT1tDQEhdM1tDQEhdKFtOSDJdKVtDSDJdW0NIXT1DKE8zKVtDSDJdW05IXVtDSDJdW0NIMl1bT0hd,49.524,-7.212,0.0,13,2,14.0,34.639,2
18.804,0.028,,3800-1,0,3,497.964,18,14,2.0,-1.94,vsw_Plazomicin_Analog_9-LIGPREP-002-in.maegz,Q27273718,-0.0,https://www.wikidata.org/wiki/Wikidata:Main_Page,-47.2777137756348,,21,1734.718,-76.2224540710449,-9.08822374965363,-0.723025869539422,23756,0.00931896747301687,56135,0.7986144,50.116,386587091,0.4537,-152.484966264834,259.46,386587091-1,-2,874.273,1,55.134735,4,1132,-5.679,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.218,0,OPLS_2005,386587091,156,9.12,1,16.3354320526123,0.4913,-28.9447402954102,-9.803,21.9,0,341.671,0,glide-grid_Sa_minmz_2,0.2735,0.0937262,106,18,1,0.063,19,"71515458  1
1118  2
42613186  2",20.062,0.0,3800,0.1802,5,-0.209681067064723,https://scholia.toolforge.org/Q27273718,13,4,0,3.7,16,6.747,2,-1.014,0,-0.418777785694602,1900_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.671484709278523,,0,-1.82386598273961,-3.477,-1.51,1,,-0.495777129719554,1900,0.4913,2,-8.59692374965363,Q27273718,0.0262403,1,0.0,-1.63166009604551,2,W0NIM11bQ0BAXTEoW09IXSlbQ0gyXU9bQ0BASF0oW0NAQEhdKFtPSF0pW0NAQEhdMVtOSF1bQ0gzXSlPW0NAQEhdMltDQEhdKFtOSF1DKD1PKVtDQEhdKFtPSF0pW0NIMl1bQ0gyXVtOSDJdKVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEhdMltPSF0pT1tDQEhdM1tDQEhdKFtOSDJdKVtDSDJdW0NIXT1DKE8zKVtDSDJdW05IXVtDSDJdW0NIMl1bT0hd,49.524,-7.212,0.0,13,2,14.0,34.639,2
19.432,0.013,,1385-1,0,3,518.105,18,14,2.0,-2.034,vsw_Plazomicin_Analog_9-LIGPREP-001-in.maegz,2255321,-0.0,,-47.2777137756348,,21,1778.839,-76.2224540710449,-9.08822374965364,-0.722025045512355,24262,0.00240939237566923,56135,0.7676497,51.871,409558093,0.4595,-152.484966264834,265.254,409558093-1,-2,924.896,1,65.239409,4,1132,-5.839,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.593,0,OPLS_2005,409558093,21,9.111,1,16.3354320526123,0.5032,-28.9447402954102,-10.391,21.9,0,373.322,0,glide-grid_Sa_minmz_2,0.2721,0.0885962,106,18,1,0.031,19,42613186  1,20.941,0.0,1385,0.1873,5,-0.209390823162284,https://patents.google.com/?q=IYDYFVUFSPQPPV-PEXOCOHZSA-N,13,4,0,3.7,16,7.795,2,-1.027,0,-0.418777785694602,693_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.690551382705765,,0,-1.82134135813823,-4.129,-1.51,1,,-0.495777129719554,693,0.5032,2,-8.58502374965364,2255321,0.034159,1,0.0,-1.63166009604551,2,W05IMl1bQ0gyXVtDSDJdW0NAQEhdKFtPSF0pQyg9TylbTkhdW0NAQEhdMVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXShbT0hdKVtDQEBIXTFPW0NAQEhdKE9bQ0gyXVtDQF0yKFtPSF0pW0NIM10pW0NAQEhdKFtPSF0pW0NAQEhdMltOSF1bQ0gzXSlPW0NASF0zW0NASF0oW05IMl0pW0NIMl1bQ0hdPUMoTzMpW0NIMl1bTkhdW0NIMl1bQ0gyXVtPSF0=,50.246,-7.708,0.0,13,2,14.0,33.469,2
19.42,0.018,,2824-1,0,3,526.672,18,14,2.0,-2.057,vsw_Plazomicin_Analog_9-LIGPREP-002-in.maegz,MCULE-5194744418,-0.0,https://mcule.com,-45.0333442687988,,21,1769.639,-71.8430080413818,-9.06861246349536,-0.721107375146521,,0.0043451802895131,56135,0.7658445,51.537,494184869,0.4496,-153.303167190155,263.65,494184869-1,-2,923.877,1,69.598746,4,1077,-5.799,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.525,0,OPLS_2005,494184869,261,9.251,1,22.1918258666992,0.4945,-26.809663772583,-10.135,21.9,0,360.118,0,glide-grid_Sa_minmz_2,0.2721,0.0886939,68,18,1,0.041,19,42613186  1,20.812,0.0,2824,0.1775,5,-0.209124694231594,https://mcule.com/MCULE-5194744418,13,4,0,3.7,16,7.626,2,-0.733,0,-0.091496566017233,1412_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.672017019731063,1202,0,-1.81902649246865,-3.999,-2.12,1,,-0.660721135495914,1412,0.4945,2,-8.57411246349536,MCULE-5194744418,0.0328659,1,0.0,-1.2711398499296,1,W05IMl1bQ0gyXVtDSDJdW0NASF0oW09IXSlDKD1PKVtOSF1bQ0BASF0xW0NAQEhdKE9bQ0BASF0oT1tDSDJdMilbQ0BASF0oW09IXSlbQ0BASF0oW05IXVtDSDNdKVtDQF0yKFtPSF0pW0NIM10pW0NASF0oW09IXSlbQ0BASF0oW0NASF0oW05IMl0pW0NIMl0xKU9bQ0BIXTNbQ0BIXShbTkgyXSlbQ0gyXVtDSF09QyhPMylbQ0gyXVtOSF1bQ0gyXVtDSDJdW09IXQ==,50.037,-7.754,0.0,12,2,14.0,37.087,2
22.158,0.032,,4011-1,0,3,563.832,18,14,2.0,-2.062,vsw_Plazomicin_Analog_9-LIGPREP-001-in.maegz,31278641,-0.0,,-45.9707870483398,,21,1784.431,-72.0648460388184,-8.99922443010681,-0.715523951707445,,0.0125174546551964,56135,0.760391,52.126,452633185,0.4538,-148.241699361411,263.755,452633185-1,-2,935.681,1,70.866668,4,1473,-5.579,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.583,0,OPLS_2005,452633185,56,8.807,1,12.273850440979,0.4915,-26.0940589904785,-9.675,21.9,0,335.117,0,glide-grid_Sa_minmz_2,0.2735,0.087575,75,18,1,0.068,19,"71515458  1
1118  2
42613186  2",20.823,0.0,4011,0.1803,5,-0.207505473905044,https://patents.google.com/?q=SFTBRKHJMASSAP-BGJNVEJLSA-N,13,4,0,3.7,16,8.29,2,-1.291,0,-0.535196882637731,2006_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.671787025382153,24262,0,-1.80494205025603,-3.769,-1.51928953697104,1,,-0.480476589671872,2006,0.4915,2,-8.50772443010681,31278641,0.0385107,1,0.0,-1.57478674787878,1,W09IXVtDQF0xKFtDSDNdKVtDSDJdT1tDQEBIXShbQ0BASF0oW09IXSlbQ0BIXTFbTkhdW0NIM10pT1tDQEBIXTJbQ0BIXShbTkhdQyg9TylbQ0BIXShbT0hdKVtDSDJdW0NIMl1bTkgyXSlbQ0gyXVtDQEBIXShbTkgyXSlbQ0BIXShbQ0BIXTJbT0hdKU9bQ0BIXTNbQ0BIXShbTkgyXSlbQ0gyXVtDSF09QyhPMylbQ0gyXVtOSF1bQ0gyXVtDSDJdW09IXQ==,50.169,-7.841,0.0,13,2,14.0,36.731,2
11.906,0.041,,1447-1,0,3,544.15,18,14,2.0,-2.006,vsw_Plazomicin_Analog_9-LIGPREP-001-in.maegz,2255321,-0.0,,-45.9707870483398,,21,1756.876,-72.0648460388184,-8.99922443010681,-0.714539948252261,24262,0.0187850123043229,56135,0.7794379,50.999,409558093,0.4595,-148.241699361411,265.045,409558093-1,-2,903.395,1,64.488567,4,1473,-5.554,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,42.661,0,OPLS_2005,409558093,61,9.1,1,12.273850440979,0.5032,-26.0940589904785,-9.499,21.9,0,325.064,0,glide-grid_Sa_minmz_2,0.2721,0.0907048,75,18,1,0.102,19,42613186  1,20.297,0.0,1447,0.1873,5,-0.207220108051386,https://patents.google.com/?q=IYDYFVUFSPQPPV-PEXOCOHZSA-N,13,4,0,3.7,16,8.775,2,-0.872,0,-0.535196882637731,724_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.690551382705765,,0,-1.80245985632021,-3.472,-1.51928953697104,1,,-0.480476589671872,724,0.5032,2,-8.49602443010681,2255321,0.0438319,1,0.0,-1.57478674787878,2,W05IMl1bQ0gyXVtDSDJdW0NAQEhdKFtPSF0pQyg9TylbTkhdW0NAQEhdMVtDSDJdW0NAQEhdKFtOSDJdKVtDQEhdKFtDQEBIXShbT0hdKVtDQEBIXTFPW0NAQEhdKE9bQ0gyXVtDQF0yKFtPSF0pW0NIM10pW0NAQEhdKFtPSF0pW0NASF0yW05IXVtDSDNdKU9bQ0BIXTNbQ0BIXShbTkgyXSlbQ0gyXVtDSF09QyhPMylbQ0gyXVtOSF1bQ0gyXVtDSDJdW09IXQ==,49.894,-7.52,0.0,11,2,14.0,34.181,2
23.628,0.052,"DTXCID: DTXCID0082943
InChIKey: SFTBRKHJMASSAP-BGJNVEJLSA-N",3246-1,0,3,494.545,18,14,2.0,-1.913,vsw_Plazomicin_Analog_9-LIGPREP-002-in.maegz,DTXSID60160452,-0.0,https://www.epa.gov/chemical-research/distributed-structure-searchable-toxicity-dsstox-database,-50.3559226989746,1380078-95-4,21,1692.356,-76.7053394317627,-8.96927272808813,-0.713736622800187,EPA DSSTox,0.0289012249504272,56135,0.8144184,48.414,315720949,0.4441,-155.832859794101,256.717,315720949-1,-2,843.293,1,68.363639,4,818,-5.617,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,43.313,0,OPLS_2005,315720949,56,9.025,1,25.107780456543,0.4828,-26.3494167327881,-9.312,21.9,0,314.857,0,glide-grid_Sa_minmz_2,0.2735,0.0971694,375,18,1,0.103,19,"71515458  1
1118  2
42613186  2",19.398,0.0,3246,0.1706,5,-0.206987139709467,,13,4,0,3.7,16,5.96,2,-0.781,0,-0.0859088487877954,1623_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,592.688,0.415228276576539,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",41,0.65331963232584,,0,-1.80043343095034,-3.07,-1.815,1,"Plazomicin Sulfate
1380078-95-4
DTXSID60160452",-0.562256012660161,1623,0.4828,2,-8.48647272808813,DTXSID60160452,0.02099,1,0.0,-1.6038653065773,4,W0NIM11bTkhdW0NASF0oW0NAQF0xKFtDSDNdKVtPSF0pW0NASF0oW09IXSlbQ0BASF0oT1tDSDJdMSlPW0NASF0yW0NASF0oW05IXUMoPU8pW0NASF0oW09IXSlbQ0gyXVtDSDJdW05IMl0pW0NIMl1bQ0BASF0oW05IMl0pW0NASF0oW0NASF0yW09IXSlPW0NAQEhdM09DKD1bQ0hdW0NIMl1bQ0BIXTNbTkgyXSlbQ0gyXVtOSF1bQ0gyXVtDSDJdW09IXQ==,48.784,-6.953,0.0,11,2,14.0,33.891,2
