s_vsw_variant,s_sd_PUBCHEM\_EXT\_DATASOURCE\_REGID,s_sd_PUBCHEM\_XREF\_EXT\_ID,r_qp_dip^2/V,s_lp_Variant,r_i_glide_rewards,s_sd_PUBCHEM\_GENERIC\_REGISTRY\_NAME,r_epik_Charging_Adjusted_Penalty,i_sd_PUBCHEM\_EXT\_DATASOURCE\_REGID,s_sd_PUBCHEM\_EXT\_SUBSTANCE\_URL,r_qp_QPlogPw,i_qp_#amine,r_i_glide_einternal,s_lp_label,i_i_glide_rotatable_bonds,r_qp_SASA,i_qp_RuleOfThree,r_i_glide_energy,r_i_glide_esite,r_qp_PISA,s_sd_PUBCHEM\_EXT\_DATASOURCE\_NAME,r_qp_EA(eV),i_m_ct_enhanced_stereo_status,i_sd_PUBCHEM\_COMPOUND\_ID\_TYPE,i_m_ct_format,i_qp_#ringatoms,r_i_glide_ligand_efficiency_ln,r_epik_Ionization_Penalty_Charging,b_lp_Chiralities_Consistent,r_i_glide_lipo,r_epik_Ionization_Penalty,i_qp_#acid,r_qp_FISA,r_i_glide_ligand_efficiency,r_qp_FOSA,i_sd_version,i_qp_RuleOfFive,s_sd_PUBCHEM\_COORDINATE\_TYPE,i_lp_mmshare_version,i_qp_#metab,i_qp_#in34,i_i_glide_lignum,r_qp_PercentHumanOralAbsorption,s_sd_PUBCHEM\_CID\_ASSOCIATIONS,r_epik_State_Penalty,r_lp_Energy,r_qp_QPlogPC16,i_i_glide_confnum,r_qp_QPlogKp,s_i_glide_gridfile,i_qp_#rtvFG,i_sd_PUBCHEM\_XREF\_EXT\_ID,i_qp_#nonHatm,i_qp_#noncon,r_qp_dipole,s_lp_Force_Field,r_qp_glob,r_qp_QPlogBB,i_m_source_file_index,r_i_glide_ecoul,i_qp_#rotor,r_i_glide_eff_state_penalty,r_qp_PSA,r_qp_SAfluorine,r_qp_QPlogS,s_epik_Chemistry_Notes,s_epik_cmdline,r_qp_QPlogKhsa,r_qp_IP(eV),r_qp_SAamideO,s_sd_PUBCHEM\_SUBSTANCE\_SYNONYM,i_sd_PUBCHEM\_SUBSTANCE\_VERSION,r_qp_accptHB,r_i_docking_score,r_qp_QPlogPoct,s_sd_PUBCHEM\_BONDANNOTATIONS,i_qp_#amide,r_qp_ACxDN^.5/SA,i_i_glide_posenum,i_qp_HumanOralAbsorption,r_i_glide_ligand_efficiency_sa,r_i_glide_evdw,r_i_glide_erotb,r_i_glide_hbond,s_sd_PUBCHEM\_SUBSTANCE\_COMMENT,r_epik_Ionization_Penalty_Neutral,s_sd_PUBCHEM\_PATENT\_ID,s_m_source_file,r_qp_QPlogPo/w,i_sd_PUBCHEM\_TOTAL\_CHARGE,i_sd_PUBCHEM\_EXT\_DATASOURCE\_NAME,r_i_glide_gscore,b_sd_chiral_flag,i_sd_PUBCHEM\_SUBSTANCE\_ID,i_epik_Tot_abs_Q,i_epik_Tot_Q,i_qp_CNS,r_i_glide_metal,s_m_title,i_qp_#stars,i_m_ct_stereo_status,s_sd_PUBCHEM\_EXT\_DATASOURCE\_URL,r_qp_QPPCaco,i_qp_#in56,r_qp_volume,r_qp_QPpolrz,r_i_glide_emodel,r_qp_mol_MW,s_epik_input,i_qp_#amidine,i_f3d_flags,i_qp_#NandO,r_qp_donorHB,r_qp_QPPMDCK,s_vsw_compound_code,r_qp_QPlogHERG,r_qp_WPSA,r_qp_Jm,r_qp_CIQPlogS
18282-1,31383578,31383578,0.1149531,452738122-1,-1.72915930218865,,0.31417965256055,,https://patents.google.com/?q=SOVOISHMVWJPRO-UHFFFAOYSA-N,48.285,5,25.1268005371094,1829_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,22,1470.651,2,-106.710285186768,-0.722135629271066,199.573,24262,0.67,2,0,2,47,-1.97238428390202,0.1705,1,-0.657750866952026,0.1705,0,265.895,-0.134058412119461,942.113,0,3,,56135,12,4,246,0.0,"160895664  1
3467  2
22961696  2
22961702  2",0.1437,141.683222,33.039,584,-7.922,glide-grid_Sa_minmz_2,3,,79,24,18.932,OPLS_2005,0.7018177,-3.289,1829,-46.9153861999512,20,0.1437,314.391,33.373,-0.916,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,-1.18,8.372,26.805,,1,29.7,-10.5906145574374,69.916,,3,0.064656,374,1,-0.57522325346732,-59.7948989868164,0.0298016608044673,-0.665325470489315,,0.0001,,vsw_Gentamicin_Analog_3-LIGPREP-002-in.maegz,-0.912,0,,-10.7343145574374,1,452738122,5,5,-2,-0.0,452738122,16,1,,0.283,43,3117.838,107.686,-214.060680044079,1124.335,W0NIMl0xW0NIMl1OKFtDSDNdKVtDSDJdW0NIMl1OMWMoYyhGKVtjSF0yKVtjSF1jKGMyMyluKFtDSDJdW0NIM10pW2NIXWMoYzM9TylDKD1PKVtOSF1bQ0BASF0oYzRbY0hdW2NIXVtjSF1bY0hdW2NIXTQpQyg9TylbTkhdW0NAQEhdKEM1PU8pW0NASF0oTjU2KVNDKFtDSDNdKShbQ0gzXSlbQ0BIXTZDKD1PKVtOSF1bQ0BASF03W0NIMl1bQ0BASF0oW05IMl0pW0NAQEhdKE9bQ0BASF0oT1tDSDJdW0NAXTgoW0NIM10pW09IXSlbQ0BIXShbT0hdKVtDQEhdOFtOSF1bQ0gzXSlbQ0BASF0oW09IXSlbQ0BASF03T1tDQEhdOU9bQ0BASF0oW0NAQEhdKFtDSDNdKVtOSF1bQ0gzXSlbQ0gyXVtDSDJdW0NASF05W05IMl0=,0,0,23,10.25,0.369,18282,-6.816,63.07,0.00163308129584853,-2.997
18314-1,31383578,31383578,0.1149535,452738122-1,-1.72915930218865,,0.31417965256055,,https://patents.google.com/?q=SOVOISHMVWJPRO-UHFFFAOYSA-N,48.285,5,25.1268005371094,1832_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,22,1470.652,2,-106.710285186768,-0.722135629271066,199.573,24262,0.67,2,0,2,47,-1.97238428390202,0.1705,1,-0.657750866952026,0.1705,0,265.895,-0.134058412119461,942.114,0,3,,56135,12,4,206,0.0,"160895664  1
3467  2
22961696  2
22961702  2",0.1437,141.683228,33.039,584,-7.922,glide-grid_Sa_minmz_2,3,,79,24,18.932,OPLS_2005,0.7018175,-3.289,1832,-46.9153861999512,20,0.1437,314.39,33.373,-0.916,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,-1.18,8.372,26.805,,1,29.7,-10.5906145574374,69.916,,3,0.0646559,374,1,-0.57522325346732,-59.7948989868164,0.0298016608044673,-0.665325470489315,,0.0001,,vsw_Gentamicin_Analog_3-LIGPREP-004-in.maegz,-0.912,0,,-10.7343145574374,1,452738122,5,5,-2,-0.0,452738122,16,1,,0.283,43,3117.838,107.686,-214.060680044079,1124.335,W0NIMl0xW0NIMl1OKFtDSDNdKVtDSDJdW0NIMl1OMWMoYyhGKVtjSF0yKVtjSF1jKGMyMyluKFtDSDJdW0NIM10pW2NIXWMoYzM9TylDKD1PKVtOSF1bQ0BASF0oYzRbY0hdW2NIXVtjSF1bY0hdW2NIXTQpQyg9TylbTkhdW0NAQEhdKEM1PU8pW0NASF0oTjU2KVNDKFtDSDNdKShbQ0gzXSlbQ0BIXTZDKD1PKVtOSF1bQ0BASF03W0NIMl1bQ0BASF0oW05IMl0pW0NAQEhdKE9bQ0BASF0oT1tDSDJdW0NAXTgoW0NIM10pW09IXSlbQ0BIXShbT0hdKVtDQEhdOFtOSF1bQ0gzXSlbQ0BASF0oW09IXSlbQ0BASF03T1tDQEhdOU9bQ0BASF0oW0NAQEhdKFtDSDNdKVtOSF1bQ0gzXSlbQ0gyXVtDSDJdW0NASF05W05IMl0=,0,0,23,10.25,0.369,18314,-6.816,63.07,0.00163312343916017,-2.997
18346-1,31383578,31383578,0.114951,452738122-1,-1.72915930218865,,0.31417965256055,,https://patents.google.com/?q=SOVOISHMVWJPRO-UHFFFAOYSA-N,48.285,5,25.1268005371094,1835_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,22,1470.652,2,-106.710285186768,-0.722135629271066,199.573,24262,0.67,2,0,2,47,-1.97238428390202,0.1705,1,-0.657750866952026,0.1705,0,265.895,-0.134058412119461,942.113,0,3,,56135,12,4,426,0.0,"160895664  1
3467  2
22961696  2
22961702  2",0.1437,141.683224,33.039,584,-7.922,glide-grid_Sa_minmz_2,3,,79,24,18.931,OPLS_2005,0.7018176,-3.289,1835,-46.9153861999512,20,0.1437,314.391,33.373,-0.916,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,-1.18,8.372,26.805,,1,29.7,-10.5906145574374,69.916,,3,0.064656,374,1,-0.57522325346732,-59.7948989868164,0.0298016608044673,-0.665325470489315,,0.0001,,vsw_Gentamicin_Analog_3-LIGPREP-006-in.maegz,-0.912,0,,-10.7343145574374,1,452738122,5,5,-2,-0.0,452738122,16,1,,0.283,43,3117.838,107.686,-214.060680044079,1124.335,W0NIMl0xW0NIMl1OKFtDSDNdKVtDSDJdW0NIMl1OMWMoYyhGKVtjSF0yKVtjSF1jKGMyMyluKFtDSDJdW0NIM10pW2NIXWMoYzM9TylDKD1PKVtOSF1bQ0BASF0oYzRbY0hdW2NIXVtjSF1bY0hdW2NIXTQpQyg9TylbTkhdW0NAQEhdKEM1PU8pW0NASF0oTjU2KVNDKFtDSDNdKShbQ0gzXSlbQ0BIXTZDKD1PKVtOSF1bQ0BASF03W0NIMl1bQ0BASF0oW05IMl0pW0NAQEhdKE9bQ0BASF0oT1tDSDJdW0NAXTgoW0NIM10pW09IXSlbQ0BIXShbT0hdKVtDQEhdOFtOSF1bQ0gzXSlbQ0BASF0oW09IXSlbQ0BASF03T1tDQEhdOU9bQ0BASF0oW0NAQEhdKFtDSDNdKVtOSF1bQ0gzXSlbQ0gyXVtDSDJdW0NASF05W05IMl0=,0,0,23,10.25,0.369,18346,-6.816,63.07,0.00163310473711901,-2.997
18378-1,31383578,31383578,0.1149528,452738122-1,-1.72915930218865,,0.31417965256055,,https://patents.google.com/?q=SOVOISHMVWJPRO-UHFFFAOYSA-N,48.285,5,25.1268005371094,1838_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,22,1470.651,2,-106.710285186768,-0.722135629271066,199.573,24262,0.67,2,0,2,47,-1.97238428390202,0.1705,1,-0.657750866952026,0.1705,0,265.895,-0.134058412119461,942.113,0,3,,56135,12,4,176,0.0,"160895664  1
3467  2
22961696  2
22961702  2",0.1437,141.683218,33.039,584,-7.922,glide-grid_Sa_minmz_2,3,,79,24,18.932,OPLS_2005,0.7018178,-3.289,1838,-46.9153861999512,20,0.1437,314.391,33.373,-0.916,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,-1.18,8.372,26.804,,1,29.7,-10.5906145574374,69.916,,3,0.064656,374,1,-0.57522325346732,-59.7948989868164,0.0298016608044673,-0.665325470489315,,0.0001,,vsw_Gentamicin_Analog_3-LIGPREP-008-in.maegz,-0.912,0,,-10.7343145574374,1,452738122,5,5,-2,-0.0,452738122,16,1,,0.283,43,3117.837,107.686,-214.060680044079,1124.335,W0NIMl0xW0NIMl1OKFtDSDNdKVtDSDJdW0NIMl1OMWMoYyhGKVtjSF0yKVtjSF1jKGMyMyluKFtDSDJdW0NIM10pW2NIXWMoYzM9TylDKD1PKVtOSF1bQ0BASF0oYzRbY0hdW2NIXVtjSF1bY0hdW2NIXTQpQyg9TylbTkhdW0NAQEhdKEM1PU8pW0NASF0oTjU2KVNDKFtDSDNdKShbQ0gzXSlbQ0BIXTZDKD1PKVtOSF1bQ0BASF03W0NIMl1bQ0BASF0oW05IMl0pW0NAQEhdKE9bQ0BASF0oT1tDSDJdW0NAXTgoW0NIM10pW09IXSlbQ0BIXShbT0hdKVtDQEhdOFtOSF1bQ0gzXSlbQ0BASF0oW09IXSlbQ0BASF03T1tDQEhdOU9bQ0BASF0oW0NAQEhdKFtDSDNdKVtOSF1bQ0gzXSlbQ0gyXVtDSDJdW0NASF05W05IMl0=,0,0,23,10.25,0.369,18378,-6.816,63.07,0.00163305739208016,-2.997
18250-1,31383578,31383578,0.1149531,452738122-1,-1.72915930218865,,0.31417965256055,,https://patents.google.com/?q=SOVOISHMVWJPRO-UHFFFAOYSA-N,48.285,5,25.1268005371094,1825_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,22,1470.651,2,-106.710285186768,-0.722135629271066,199.573,24262,0.67,2,0,2,47,-1.97238428390202,0.1705,1,-0.657750866952026,0.1705,0,265.895,-0.134058412119461,942.113,0,3,,56135,12,4,426,0.0,"160895664  1
3467  2
22961696  2
22961702  2",0.1437,141.683222,33.039,584,-7.922,glide-grid_Sa_minmz_2,3,,79,24,18.932,OPLS_2005,0.7018177,-3.289,1825,-46.9153861999512,20,0.1437,314.391,33.373,-0.916,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,-1.18,8.372,26.805,,1,29.7,-10.5906145574374,69.916,,3,0.064656,374,1,-0.57522325346732,-59.7948989868164,0.0298016608044673,-0.665325470489315,,0.0001,,vsw_Gentamicin_Analog_3-LIGPREP-010-in.maegz,-0.912,0,,-10.7343145574374,1,452738122,5,5,-2,-0.0,452738122,16,1,,0.283,43,3117.838,107.686,-214.060680044079,1124.335,W0NIMl0xW0NIMl1OKFtDSDNdKVtDSDJdW0NIMl1OMWMoYyhGKVtjSF0yKVtjSF1jKGMyMyluKFtDSDJdW0NIM10pW2NIXWMoYzM9TylDKD1PKVtOSF1bQ0BASF0oYzRbY0hdW2NIXVtjSF1bY0hdW2NIXTQpQyg9TylbTkhdW0NAQEhdKEM1PU8pW0NASF0oTjU2KVNDKFtDSDNdKShbQ0gzXSlbQ0BIXTZDKD1PKVtOSF1bQ0BASF03W0NIMl1bQ0BASF0oW05IMl0pW0NAQEhdKE9bQ0BASF0oT1tDSDJdW0NAXTgoW0NIM10pW09IXSlbQ0BIXShbT0hdKVtDQEhdOFtOSF1bQ0gzXSlbQ0BASF0oW09IXSlbQ0BASF03T1tDQEhdOU9bQ0BASF0oW0NAQEhdKFtDSDNdKVtOSF1bQ0gzXSlbQ0gyXVtDSDJdW0NASF05W05IMl0=,0,0,23,10.25,0.369,18250,-6.816,63.07,0.00163308129584853,-2.997
18351-1,31383578,31383578,0.0804427,452738122-1,-1.63166214845312,,0.31417965256055,,https://patents.google.com/?q=SOVOISHMVWJPRO-UHFFFAOYSA-N,49.354,5,9.95443344116211,1836_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,22,1354.527,2,-103.070587158203,-0.698964921172942,197.605,24262,0.945,2,0,2,47,-1.9320902309051,0.1705,1,-0.7139965344684,0.1705,0,276.604,-0.131319718241847,843.772,0,3,,56135,12,4,451,0.0,"160895664  1
3467  2
22961696  2
22961702  2",0.1437,135.923038,30.712,418,-8.126,glide-grid_Sa_minmz_2,3,,79,24,15.479,OPLS_2005,0.7391374,-3.131,1836,-44.5506477355957,20,0.1437,305.052,33.401,1.427,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,-1.343,8.694,44.343,,1,29.7,-10.3742577411059,67.681,,3,0.070199,349,1,-0.563471955077119,-58.5199394226074,0.0298016608044673,-0.577138826685514,,0.0001,,vsw_Gentamicin_Analog_3-LIGPREP-001-in.maegz,-1.751,0,,-10.5179577411059,1,452738122,5,5,-2,-0.0,452738122,17,1,,0.162,43,2978.665,102.097,-215.870782943736,1124.335,W0NIMl0xW0NIMl1OKFtDSDNdKVtDSDJdW0NIMl1OMWMoYyhGKVtjSF0yKVtjSF1jKGMyMyluKFtDSDJdW0NIM10pW2NIXWMoYzM9TylDKD1PKVtOSF1bQ0BIXShjNFtjSF1bY0hdW2NIXVtjSF1bY0hdNClDKD1PKVtOSF1bQ0BIXShDNT1PKVtDQEhdKE41NilTQyhbQ0gzXSkoW0NIM10pW0NAQEhdNkMoPU8pW05IXVtDQEBIXTdbQ0gyXVtDQEBIXShbTkgyXSlbQ0BASF0oT1tDQEBIXShPW0NIMl1bQ0BdOChbQ0gzXSlbT0hdKVtDQEhdKFtPSF0pW0NASF04W05IXVtDSDNdKVtDQEBIXShbT0hdKVtDQEBIXTdPW0NASF05T1tDQEBIXShbQ0BASF0oW0NIM10pW05IXVtDSDNdKVtDSDJdW0NIMl1bQ0BIXTlbTkgyXQ==,0,0,23,10.25,0.205,18351,-6.203,36.546,0.224531990247283,-2.997
18383-1,31383578,31383578,0.0805946,452738122-1,-1.63166214845312,,0.31417965256055,,https://patents.google.com/?q=SOVOISHMVWJPRO-UHFFFAOYSA-N,49.337,5,9.95443344116211,1839_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,22,1353.478,2,-103.070587158203,-0.698964921172942,197.443,24262,0.945,2,0,2,47,-1.9320902309051,0.1705,1,-0.7139965344684,0.1705,0,276.333,-0.131319718241847,843.13,0,3,,56135,12,4,356,0.0,"160895664  1
3467  2
22961696  2
22961702  2",0.1437,135.821571,30.692,418,-8.122,glide-grid_Sa_minmz_2,3,,79,24,15.492,OPLS_2005,0.7396034,-3.123,1839,-44.5506477355957,20,0.1437,305.093,33.403,1.436,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,-1.343,8.694,44.187,,1,29.7,-10.3742577411059,67.676,,3,0.0702534,349,1,-0.563471955077119,-58.5199394226074,0.0298016608044673,-0.577138826685514,,0.0001,,vsw_Gentamicin_Analog_3-LIGPREP-003-in.maegz,-1.751,0,,-10.5179577411059,1,452738122,5,5,-2,-0.0,452738122,17,1,,0.164,43,2978.019,102.07,-215.870782943736,1124.335,W0NIMl0xW0NIMl1OKFtDSDNdKVtDSDJdW0NIMl1OMWMoYyhGKVtjSF0yKVtjSF1jKGMyMyluKFtDSDJdW0NIM10pW2NIXWMoYzM9TylDKD1PKVtOSF1bQ0BIXShjNFtjSF1bY0hdW2NIXVtjSF1bY0hdNClDKD1PKVtOSF1bQ0BIXShDNT1PKVtDQEhdKE41NilTQyhbQ0gzXSkoW0NIM10pW0NAQEhdNkMoPU8pW05IXVtDQEBIXTdbQ0gyXVtDQEBIXShbTkgyXSlbQ0BASF0oT1tDQEBIXShPW0NIMl1bQ0BdOChbQ0gzXSlbT0hdKVtDQEhdKFtPSF0pW0NASF04W05IXVtDSDNdKVtDQEBIXShbT0hdKVtDQEBIXTdPW0NASF05T1tDQEBIXShbQ0BASF0oW0NIM10pW05IXVtDSDNdKVtDSDJdW0NIMl1bQ0BIXTlbTkgyXQ==,0,0,23,10.25,0.206,18383,-6.195,36.571,0.231679740348464,-2.997
18255-1,31383578,31383578,0.080435,452738122-1,-1.63166214845312,,0.31417965256055,,https://patents.google.com/?q=SOVOISHMVWJPRO-UHFFFAOYSA-N,49.34,5,9.95443344116211,1826_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,22,1353.305,2,-103.070587158203,-0.698964921172942,197.357,24262,0.942,2,0,2,47,-1.9320902309051,0.1705,1,-0.7139965344684,0.1705,0,276.492,-0.131319718241847,842.912,0,3,,56135,12,4,91,0.0,"160895664  1
3467  2
22961696  2
22961702  2",0.1437,137.010346,30.695,418,-8.125,glide-grid_Sa_minmz_2,3,,79,24,15.481,OPLS_2005,0.7399506,-3.122,1826,-44.5506477355957,20,0.1437,305.035,33.401,1.44,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,-1.338,8.693,44.232,,1,29.7,-10.3742577411059,67.7,,3,0.0702624,349,1,-0.563471955077119,-58.5199394226074,0.0298016608044673,-0.577138826685514,,0.0001,,vsw_Gentamicin_Analog_3-LIGPREP-005-in.maegz,-1.742,0,,-10.5179577411059,1,452738122,5,5,-2,-0.0,452738122,17,1,,0.163,43,2979.545,102.13,-215.870782943736,1124.335,W0NIMl0xW0NIMl1OKFtDSDNdKVtDSDJdW0NIMl1OMWMoYyhGKVtjSF0yKVtjSF1jKGMyMyluKFtDSDJdW0NIM10pW2NIXWMoYzM9TylDKD1PKVtOSF1bQ0BIXShjNFtjSF1bY0hdW2NIXVtjSF1bY0hdNClDKD1PKVtOSF1bQ0BIXShDNT1PKVtDQEhdKE41NilTQyhbQ0gzXSkoW0NIM10pW0NAQEhdNkMoPU8pW05IXVtDQEBIXTdbQ0gyXVtDQEBIXShbTkgyXSlbQ0BASF0oT1tDQEBIXShPW0NIMl1bQ0BdOChbQ0gzXSlbT0hdKVtDQEhdKFtPSF0pW0NASF04W05IXVtDSDNdKVtDQEBIXShbT0hdKVtDQEBIXTdPW0NASF05T1tDQEBIXShbQ0BASF0oW0NIM10pW05IXVtDSDNdKVtDSDJdW0NIMl1bQ0BIXTlbTkgyXQ==,0,0,23,10.25,0.206,18255,-6.189,36.544,0.232079543664891,-2.997
18287-1,31383578,31383578,0.080435,452738122-1,-1.63166214845312,,0.31417965256055,,https://patents.google.com/?q=SOVOISHMVWJPRO-UHFFFAOYSA-N,49.34,5,9.95443344116211,1829_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,22,1353.305,2,-103.070587158203,-0.698964921172942,197.357,24262,0.942,2,0,2,47,-1.9320902309051,0.1705,1,-0.7139965344684,0.1705,0,276.492,-0.131319718241847,842.912,0,3,,56135,12,4,321,0.0,"160895664  1
3467  2
22961696  2
22961702  2",0.1437,137.010346,30.695,418,-8.125,glide-grid_Sa_minmz_2,3,,79,24,15.481,OPLS_2005,0.7399506,-3.122,1829,-44.5506477355957,20,0.1437,305.035,33.401,1.44,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,-1.338,8.693,44.232,,1,29.7,-10.3742577411059,67.7,,3,0.0702624,349,1,-0.563471955077119,-58.5199394226074,0.0298016608044673,-0.577138826685514,,0.0001,,vsw_Gentamicin_Analog_3-LIGPREP-007-in.maegz,-1.742,0,,-10.5179577411059,1,452738122,5,5,-2,-0.0,452738122,17,1,,0.163,43,2979.545,102.13,-215.870782943736,1124.335,W0NIMl0xW0NIMl1OKFtDSDNdKVtDSDJdW0NIMl1OMWMoYyhGKVtjSF0yKVtjSF1jKGMyMyluKFtDSDJdW0NIM10pW2NIXWMoYzM9TylDKD1PKVtOSF1bQ0BIXShjNFtjSF1bY0hdW2NIXVtjSF1bY0hdNClDKD1PKVtOSF1bQ0BIXShDNT1PKVtDQEhdKE41NilTQyhbQ0gzXSkoW0NIM10pW0NAQEhdNkMoPU8pW05IXVtDQEBIXTdbQ0gyXVtDQEBIXShbTkgyXSlbQ0BASF0oT1tDQEBIXShPW0NIMl1bQ0BdOChbQ0gzXSlbT0hdKVtDQEhdKFtPSF0pW0NASF04W05IXVtDSDNdKVtDQEBIXShbT0hdKVtDQEBIXTdPW0NASF05T1tDQEBIXShbQ0BASF0oW0NIM10pW05IXVtDSDNdKVtDSDJdW0NIMl1bQ0BIXTlbTkgyXQ==,0,0,23,10.25,0.206,18287,-6.189,36.544,0.232079543664891,-2.997
