s_sd_PUBCHEM\_HOLD\_UNTIL\_DATE,r_qp_dipole,i_m_source_file_index,r_qp_FOSA,i_epik_Tot_abs_Q,r_i_glide_einternal,s_sd_PUBCHEM\_EXT\_DATASOURCE\_REGID,r_i_glide_erotb,r_i_glide_ligand_efficiency_sa,i_m_ct_format,r_i_glide_eff_state_penalty,i_f3d_flags,r_qp_accptHB,r_qp_dip^2/V,i_qp_#rotor,i_qp_#NandO,r_i_glide_ligand_efficiency,i_sd_PUBCHEM\_ISOTOPIC\_ATOM\_COUNT,b_lp_Chiralities_Consistent,s_sd_PUBCHEM\_EXT\_DATASOURCE\_NAME,i_qp_#metab,i_i_glide_lignum,r_qp_SASA,r_qp_PISA,i_qp_#in34,i_sd_PUBCHEM\_COMPONENT\_COUNT,r_i_glide_esite,s_sd_PUBCHEM\_SUBSTANCE\_SYNONYM,s_epik_input,r_i_glide_metal,r_qp_QPpolrz,i_sd_PUBCHEM\_ATOM\_DEF\_STEREO\_COUNT,r_qp_EA(eV),i_qp_#amine,r_epik_Ionization_Penalty_Charging,s_sd_PUBCHEM\_EXT\_SUBSTANCE\_URL,r_i_glide_ecoul,r_epik_Ionization_Penalty_Neutral,r_i_glide_lipo,r_qp_volume,i_sd_version,r_qp_QPlogKp,i_qp_#rtvFG,i_sd_PUBCHEM\_BOND\_UDEF\_STEREO\_COUNT,s_vsw_compound_code,i_sd_PUBCHEM\_PUBMED\_ID,s_sd_PUBCHEM\_CID\_ASSOCIATIONS,s_sd_PUBCHEM\_NCBI\_TAXONOMY\_ID,i_qp_RuleOfFive,i_sd_PUBCHEM\_ATOM\_UDEF\_STEREO\_COUNT,r_i_glide_energy,i_i_glide_confnum,r_qp_IP(eV),s_sd_PUBCHEM\_GENERIC\_REGISTRY\_NAME,s_m_source_file,r_qp_glob,s_sd_PUBCHEM\_COORDINATE\_TYPE,i_sd_PUBCHEM\_SUBSTANCE\_ID,r_qp_QPlogKhsa,i_m_ct_stereo_status,s_sd_PUBCHEM\_XREF\_EXT\_ID,r_i_glide_gscore,s_epik_cmdline,i_qp_RuleOfThree,i_qp_#nonHatm,r_qp_QPlogPo/w,i_qp_#noncon,i_lp_mmshare_version,s_vsw_variant,s_sd_PUBCHEM\_SUBSTANCE\_COMMENT,i_sd_PUBCHEM\_CACTVS\_TAUTO\_COUNT,r_epik_Charging_Adjusted_Penalty,i_qp_#stars,i_qp_CNS,r_qp_QPlogPoct,s_i_glide_gridfile,i_sd_PUBCHEM\_HEAVY\_ATOM\_COUNT,r_qp_QPPMDCK,i_sd_PUBCHEM\_TOTAL\_CHARGE,i_sd_PUBCHEM\_EXT\_DATASOURCE\_NAME,r_i_docking_score,r_qp_PSA,s_epik_Chemistry_Notes,b_sd_chiral_flag,i_qp_#amidine,s_sd_PUBCHEM\_EXT\_DATASOURCE\_URL,r_i_glide_emodel,i_sd_PUBCHEM\_XREF\_EXT\_ID,i_sd_PUBCHEM\_COMPOUND\_ID\_TYPE,i_qp_#ringatoms,r_qp_FISA,r_qp_QPlogS,r_qp_PercentHumanOralAbsorption,i_i_glide_posenum,i_qp_#acid,r_i_glide_evdw,r_qp_QPPCaco,r_qp_QPlogHERG,r_i_glide_hbond,s_m_title,r_qp_SAfluorine,r_epik_State_Penalty,r_lp_Energy,r_qp_ACxDN^.5/SA,i_i_glide_rotatable_bonds,s_lp_Force_Field,r_epik_Ionization_Penalty,i_epik_Tot_Q,r_qp_donorHB,i_qp_#in56,i_m_ct_enhanced_stereo_status,i_sd_PUBCHEM\_SUBSTANCE\_VERSION,r_qp_CIQPlogS,s_sd_PUBCHEM\_BONDANNOTATIONS,i_sd_PUBCHEM\_BOND\_DEF\_STEREO\_COUNT,r_qp_QPlogPC16,r_i_glide_rewards,r_qp_QPlogPw,r_qp_QPlogBB,r_qp_Jm,r_qp_mol_MW,i_qp_HumanOralAbsorption,s_lp_Variant,r_i_glide_ligand_efficiency_ln,r_qp_SAamideO,i_sd_PUBCHEM\_EXT\_DATASOURCE\_REGID,s_lp_label,i_qp_#amide,r_qp_WPSA
,14.052,1833,851.01,5,23.1203727722168,31383578,0.0298016608044673,-0.611576033303681,2,0.1437,0,29.7,0.0647119,20,23,-0.142530593853449,,1,24262,12,171,1423.194,185.426,4,,-0.438793021821317,,W0NIMl0xW0NIMl1OKFtDSDNdKVtDSDJdW0NIMl1OMWMoYyhGKVtjSF0yKVtjSF1jKGMyMyluKFtDSDJdW0NIM10pW2NIXWMoYzM9TylDKD1PKVtOSF1bQ0BASF0oYzRbY0hdW2NIXVtjSF1bY0hdW2NIXTQpQyg9TylbTkhdW0NAQEhdKEM1PU8pW0NASF0oTjU2KVNDKFtDSDNdKShbQ0gzXSlbQ0BASF02Qyg9TylbTkhdW0NAQEhdN1tDSDJdW0NAQEhdKFtOSDJdKVtDQEBIXShPW0NAQEhdKE9bQ0gyXVtDQF04KFtDSDNdKVtPSF0pW0NASF0oW09IXSlbQ0BIXThbTkhdW0NIM10pW0NAQEhdKFtPSF0pW0NAQEhdN09bQ0BIXTlPW0NAQEhdKFtDQEBIXShbQ0gzXSlbTkhdW0NIM10pW0NIMl1bQ0gyXVtDQEhdOVtOSDJd,-2.3,104.893,,0.652,5,0.1705,https://patents.google.com/?q=SOVOISHMVWJPRO-UHFFFAOYSA-N,-40.2173500061035,0.0001,-0.657256688051898,3051.421,0,-9.218,3,,18322,,"160895664  1
3467  2
22961696  2
22961702  2",,3,,-94.68408203125,223,8.495,,vsw_Gentamicin_Analog_3-LIGPREP-002-in.maegz,0.714884,,452738122,-1.279,1,31383578,-11.4036169144225,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,2,79,-1.772,24,56135,18322-1,,,0.31417965256055,18,-2,68.606,glide-grid_Ab_minmz,,0.066,0,,-11.2599169144225,314.727,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",1,0,,-178.015157100677,,0,47,333.541,1.002,0.0,96,0,-54.4667320251465,0.033,-6.537,-0.334032264096387,452738122,33.346,0.1437,133.163728,0.066812,22,OPLS_2005,0.1705,5,10.25,43,2,1,-2.997,,,32.403,-0.98,51.194,-4.065,0.00682737641344018,1124.335,1,452738122-1,-2.09703441094954,62.79,,1833_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,3,53.218
,14.053,1836,850.88,5,23.1203727722168,31383578,0.0298016608044673,-0.611576033303681,2,0.1437,0,29.7,0.0647222,20,23,-0.142530593853449,,1,24262,12,46,1422.803,185.463,4,,-0.438793021821317,,W0NIMl0xW0NIMl1OKFtDSDNdKVtDSDJdW0NIMl1OMWMoYyhGKVtjSF0yKVtjSF1jKGMyMyluKFtDSDJdW0NIM10pW2NIXWMoYzM9TylDKD1PKVtOSF1bQ0BASF0oYzRbY0hdW2NIXVtjSF1bY0hdW2NIXTQpQyg9TylbTkhdW0NAQEhdKEM1PU8pW0NASF0oTjU2KVNDKFtDSDNdKShbQ0gzXSlbQ0BASF02Qyg9TylbTkhdW0NAQEhdN1tDSDJdW0NAQEhdKFtOSDJdKVtDQEBIXShPW0NAQEhdKE9bQ0gyXVtDQF04KFtDSDNdKVtPSF0pW0NASF0oW09IXSlbQ0BIXThbTkhdW0NIM10pW0NAQEhdKFtPSF0pW0NAQEhdN09bQ0BIXTlPW0NAQEhdKFtDQEBIXShbQ0gzXSlbTkhdW0NIM10pW0NIMl1bQ0gyXVtDQEhdOVtOSDJd,-2.3,104.891,,0.651,5,0.1705,https://patents.google.com/?q=SOVOISHMVWJPRO-UHFFFAOYSA-N,-40.2173500061035,0.0001,-0.657256688051898,3051.367,0,-9.213,3,,18354,,"160895664  1
3467  2
22961696  2
22961702  2",,3,,-94.68408203125,223,8.494,,vsw_Gentamicin_Analog_3-LIGPREP-004-in.maegz,0.7150723,,452738122,-1.278,1,31383578,-11.4036169144225,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,2,79,-1.769,24,56135,18354-1,,,0.31417965256055,18,-2,68.606,glide-grid_Ab_minmz,,0.066,0,,-11.2599169144225,314.714,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",1,0,,-178.015157100677,,0,47,333.26,1.006,0.0,96,0,-54.4667320251465,0.034,-6.534,-0.334032264096387,452738122,33.331,0.1437,132.62125,0.0668303,22,OPLS_2005,0.1705,5,10.25,43,2,1,-2.997,,,32.396,-0.98,51.188,-4.059,0.00697628316329842,1124.335,1,452738122-1,-2.09703441094954,62.742,,1836_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,3,53.2
,14.023,1839,851.038,5,23.1203727722168,31383578,0.0298016608044673,-0.611576033303681,2,0.1437,0,29.7,0.0644302,20,23,-0.142530593853449,,1,24262,12,451,1422.698,185.416,4,,-0.438793021821317,,W0NIMl0xW0NIMl1OKFtDSDNdKVtDSDJdW0NIMl1OMWMoYyhGKVtjSF0yKVtjSF1jKGMyMyluKFtDSDJdW0NIM10pW2NIXWMoYzM9TylDKD1PKVtOSF1bQ0BASF0oYzRbY0hdW2NIXVtjSF1bY0hdW2NIXTQpQyg9TylbTkhdW0NAQEhdKEM1PU8pW0NASF0oTjU2KVNDKFtDSDNdKShbQ0gzXSlbQ0BASF02Qyg9TylbTkhdW0NAQEhdN1tDSDJdW0NAQEhdKFtOSDJdKVtDQEBIXShPW0NAQEhdKE9bQ0gyXVtDQF04KFtDSDNdKVtPSF0pW0NASF0oW09IXSlbQ0BIXThbTkhdW0NIM10pW0NAQEhdKFtPSF0pW0NAQEhdN09bQ0BIXTlPW0NAQEhdKFtDQEBIXShbQ0gzXSlbTkhdW0NIM10pW0NIMl1bQ0gyXVtDQEhdOVtOSDJd,-2.3,104.917,,0.652,5,0.1705,https://patents.google.com/?q=SOVOISHMVWJPRO-UHFFFAOYSA-N,-40.2173500061035,0.0001,-0.657256688051898,3052.032,0,-9.208,3,,18386,,"160895664  1
3467  2
22961696  2
22961702  2",,3,,-94.68408203125,223,8.495,,vsw_Gentamicin_Analog_3-LIGPREP-006-in.maegz,0.7152287,,452738122,-1.276,1,31383578,-11.4036169144225,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,2,79,-1.763,24,56135,18386-1,,,0.31417965256055,18,-2,68.612,glide-grid_Ab_minmz,,0.067,0,,-11.2599169144225,314.678,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",1,0,,-178.015157100677,,0,47,332.987,0.998,0.0,96,0,-54.4667320251465,0.034,-6.532,-0.334032264096387,452738122,33.342,0.1437,132.933873,0.0668352,22,OPLS_2005,0.1705,5,10.25,43,2,1,-2.997,,,32.394,-0.98,51.164,-4.054,0.00692038632440839,1124.335,1,452738122-1,-2.09703441094954,62.452,,1839_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,3,53.257
,14.009,1826,851.227,5,23.1203727722168,31383578,0.0298016608044673,-0.611576033303681,2,0.1437,0,29.7,0.0642917,20,23,-0.142530593853449,,1,24262,12,126,1423.256,185.49,4,,-0.438793021821317,,W0NIMl0xW0NIMl1OKFtDSDNdKVtDSDJdW0NIMl1OMWMoYyhGKVtjSF0yKVtjSF1jKGMyMyluKFtDSDJdW0NIM10pW2NIXWMoYzM9TylDKD1PKVtOSF1bQ0BASF0oYzRbY0hdW2NIXVtjSF1bY0hdW2NIXTQpQyg9TylbTkhdW0NAQEhdKEM1PU8pW0NASF0oTjU2KVNDKFtDSDNdKShbQ0gzXSlbQ0BASF02Qyg9TylbTkhdW0NAQEhdN1tDSDJdW0NAQEhdKFtOSDJdKVtDQEBIXShPW0NAQEhdKE9bQ0gyXVtDQF04KFtDSDNdKVtPSF0pW0NASF0oW09IXSlbQ0BIXThbTkhdW0NIM10pW0NAQEhdKFtPSF0pW0NAQEhdN09bQ0BIXTlPW0NAQEhdKFtDQEBIXShbQ0gzXSlbTkhdW0NIM10pW0NIMl1bQ0gyXVtDQEhdOVtOSDJd,-2.3,104.941,,0.652,5,0.1705,https://patents.google.com/?q=SOVOISHMVWJPRO-UHFFFAOYSA-N,-40.2173500061035,0.0001,-0.657256688051898,3052.612,0,-9.214,3,,18258,,"160895664  1
3467  2
22961696  2
22961702  2",,3,,-94.68408203125,223,8.495,,vsw_Gentamicin_Analog_3-LIGPREP-008-in.maegz,0.7150388,,452738122,-1.276,1,31383578,-11.4036169144225,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,2,79,-1.762,24,56135,18258-1,,,0.31417965256055,18,-2,68.618,glide-grid_Ab_minmz,,0.066,0,,-11.2599169144225,314.681,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",1,0,,-178.015157100677,,0,47,333.292,0.992,0.0,96,0,-54.4667320251465,0.034,-6.535,-0.334032264096387,452738122,33.355,0.1437,133.078143,0.066809,22,OPLS_2005,0.1705,5,10.25,43,2,1,-2.997,,,32.407,-0.98,51.175,-4.06,0.00675658329264221,1124.335,1,452738122-1,-2.09703441094954,62.539,,1826_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,3,53.248
,14.009,1829,851.227,5,23.1203727722168,31383578,0.0298016608044673,-0.611576033303681,2,0.1437,0,29.7,0.0642917,20,23,-0.142530593853449,,1,24262,12,356,1423.256,185.49,4,,-0.438793021821317,,W0NIMl0xW0NIMl1OKFtDSDNdKVtDSDJdW0NIMl1OMWMoYyhGKVtjSF0yKVtjSF1jKGMyMyluKFtDSDJdW0NIM10pW2NIXWMoYzM9TylDKD1PKVtOSF1bQ0BASF0oYzRbY0hdW2NIXVtjSF1bY0hdW2NIXTQpQyg9TylbTkhdW0NAQEhdKEM1PU8pW0NASF0oTjU2KVNDKFtDSDNdKShbQ0gzXSlbQ0BASF02Qyg9TylbTkhdW0NAQEhdN1tDSDJdW0NAQEhdKFtOSDJdKVtDQEBIXShPW0NAQEhdKE9bQ0gyXVtDQF04KFtDSDNdKVtPSF0pW0NASF0oW09IXSlbQ0BIXThbTkhdW0NIM10pW0NAQEhdKFtPSF0pW0NAQEhdN09bQ0BIXTlPW0NAQEhdKFtDQEBIXShbQ0gzXSlbTkhdW0NIM10pW0NIMl1bQ0gyXVtDQEhdOVtOSDJd,-2.3,104.941,,0.652,5,0.1705,https://patents.google.com/?q=SOVOISHMVWJPRO-UHFFFAOYSA-N,-40.2173500061035,0.0001,-0.657256688051898,3052.612,0,-9.214,3,,18290,,"160895664  1
3467  2
22961696  2
22961702  2",,3,,-94.68408203125,223,8.495,,vsw_Gentamicin_Analog_3-LIGPREP-010-in.maegz,0.7150388,,452738122,-1.276,1,31383578,-11.4036169144225,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,2,79,-1.762,24,56135,18290-1,,,0.31417965256055,18,-2,68.618,glide-grid_Ab_minmz,,0.066,0,,-11.2599169144225,314.681,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",1,0,,-178.015157100677,,0,47,333.292,0.992,0.0,96,0,-54.4667320251465,0.034,-6.535,-0.334032264096387,452738122,33.355,0.1437,133.078143,0.066809,22,OPLS_2005,0.1705,5,10.25,43,2,1,-2.997,,,32.407,-0.98,51.175,-4.06,0.00675658329264221,1124.335,1,452738122-1,-2.09703441094954,62.539,,1829_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,3,53.248
,13.26,1840,901.747,4,19.7458438873291,31383578,0.0430031311459232,-0.565230771469486,2,1.5085,0,29.7,0.0563713,20,23,-0.131729618452502,,1,24262,12,137,1481.242,193.512,4,,-0.43340721682265,,W0NIMl0xW0NIMl1OKFtDSDNdKVtDSDJdW0NIMl1OMWMoYyhGKVtjSF0yKVtjSF1jKGMyMyluKFtDSDJdW0NIM10pW2NIXWMoYzM9TylDKD1PKVtOSF1bQ0BASF0oYzRbY0hdW2NIXVtjSF1bY0hdW2NIXTQpQyg9TylbTkhdW0NAQEhdKEM1PU8pW0NAQEhdKE41NilTQyhbQ0gzXSkoW0NIM10pW0NASF02Qyg9TylbTkhdW0NASF03W0NIMl1bQ0BASF0oW05IMl0pW0NAQEhdKE9bQ0BASF0oT1tDSDJdW0NAXTgoW0NIM10pW09IXSlbQ0BIXShbT0hdKVtDQEhdOFtOSF1bQ0gzXSlbQ0BASF0oW09IXSlbQ0BASF03T1tDQEhdOU9bQ0BASF0oW0NAQEhdKFtDSDNdKVtOSF1bQ0gzXSlbQ0gyXVtDSDJdW0NASF05W05IMl0=,-2.20509835280937,107.682,,0.763,5,0.1058,https://patents.google.com/?q=SOVOISHMVWJPRO-UHFFFAOYSA-N,-38.9098815917969,1.3438,-1.29517661992856,3119.197,0,-9.48,3,,18398,,"160895664  1
3467  2
22961696  2
22961702  2",,3,,-98.3017997741699,838,8.595,,vsw_Gentamicin_Analog_3-LIGPREP-008-in.maegz,0.6970022,,452738122,-1.196,1,31383578,-11.9151398577477,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,2,79,-1.608,24,56135,18398-2,,,1.61422151779116,17,-2,69.336,glide-grid_Ab_minmz,,0.037,0,,-10.4066398577477,324.689,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",1,0,,-180.369559374062,,0,47,349.285,0.214,0.0,354,0,-59.391918182373,0.024,-6.865,-0.154864890214384,452738122,32.27,1.5085,146.764359,0.0641937,22,OPLS_2005,1.4495,4,10.25,43,2,1,-2.997,,,33.585,-0.9,51.442,-4.548,0.000609159699880607,1124.335,1,452738122-2,-1.93812104031633,62.138,,1840_sdstereoexpander_1_neutralizer_1_epik_2_stereoizer_1,3,36.698
,8.442,1830,918.87,4,17.4956398010254,31383578,0.0301021918021462,-0.557642795909044,2,1.7836,0,29.7,0.0226717,20,23,-0.129961206016631,,1,24262,12,169,1524.873,238.164,4,,-0.362768128229972,,W0NIMl0xW0NIMl1OKFtDSDNdKVtDSDJdW0NIMl1OMWMoYyhGKVtjSF0yKVtjSF1jKGMyMyluKFtDSDJdW0NIM10pW2NIXWMoYzM9TylDKD1PKVtOSF1bQ0BASF0oYzRbY0hdW2NIXVtjSF1bY0hdW2NIXTQpQyg9TylbTkhdW0NASF0oQzU9TylbQ0BASF0oTjU2KVNDKFtDSDNdKShbQ0gzXSlbQ0BASF02Qyg9TylbTkhdW0NAQEhdN1tDSDJdW0NAQEhdKFtOSDJdKVtDQEBIXShPW0NAQEhdKE9bQ0gyXVtDQF04KFtDSDNdKVtPSF0pW0NASF0oW09IXSlbQ0BIXThbTkhdW0NIM10pW0NAQEhdKFtPSF0pW0NAQEhdN09bQ0BIXTlPW0NAQEhdKFtDQEBIXShbQ0gzXSlbTkhdW0NIM10pW0NIMl1bQ0gyXVtDQEhdOVtOSDJd,-2.3,109.09,,0.749,5,0.1262,https://patents.google.com/?q=SOVOISHMVWJPRO-UHFFFAOYSA-N,-39.032829284668,1.579,-0.96684170565424,3143.714,0,-8.478,3,,18292,,"160895664  1
3467  2
22961696  2
22961702  2",,3,,-98.1432914733887,371,8.66,,vsw_Gentamicin_Analog_3-LIGPREP-002-in.maegz,0.6806023,,452738122,-1.204,1,31383578,-12.0505352753138,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,2,79,-1.055,24,56135,18292-4,,,1.90971424063773,15,-2,69.185,glide-grid_Ab_minmz,,0.155,0,,-10.2669352753138,315.268,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",1,0,,-197.587536778865,,0,47,303.463,-0.873,0.0,47,0,-59.1104621887207,0.078,-7.344,-0.290504523795732,452738122,33.488,1.7836,128.547033,0.0623569,22,OPLS_2005,1.7052,4,10.25,43,2,1,-2.997,,,34.535,-1.205,50.827,-4.054,0.000501126446508128,1124.335,1,452738122-4,-1.91210261416295,52.388,,1830_sdstereoexpander_1_neutralizer_1_epik_4_stereoizer_1,3,64.376
,8.442,1833,918.87,4,17.4956398010254,31383578,0.0301021918021462,-0.557642795909044,2,1.7836,0,29.7,0.0226717,20,23,-0.129961206016631,,1,24262,12,44,1524.873,238.164,4,,-0.362768128229972,,W0NIMl0xW0NIMl1OKFtDSDNdKVtDSDJdW0NIMl1OMWMoYyhGKVtjSF0yKVtjSF1jKGMyMyluKFtDSDJdW0NIM10pW2NIXWMoYzM9TylDKD1PKVtOSF1bQ0BASF0oYzRbY0hdW2NIXVtjSF1bY0hdW2NIXTQpQyg9TylbTkhdW0NASF0oQzU9TylbQ0BASF0oTjU2KVNDKFtDSDNdKShbQ0gzXSlbQ0BASF02Qyg9TylbTkhdW0NAQEhdN1tDSDJdW0NAQEhdKFtOSDJdKVtDQEBIXShPW0NAQEhdKE9bQ0gyXVtDQF04KFtDSDNdKVtPSF0pW0NASF0oW09IXSlbQ0BIXThbTkhdW0NIM10pW0NAQEhdKFtPSF0pW0NAQEhdN09bQ0BIXTlPW0NAQEhdKFtDQEBIXShbQ0gzXSlbTkhdW0NIM10pW0NIMl1bQ0gyXVtDQEhdOVtOSDJd,-2.3,109.09,,0.749,5,0.1262,https://patents.google.com/?q=SOVOISHMVWJPRO-UHFFFAOYSA-N,-39.032829284668,1.579,-0.96684170565424,3143.714,0,-8.478,3,,18324,,"160895664  1
3467  2
22961696  2
22961702  2",,3,,-98.1432914733887,371,8.66,,vsw_Gentamicin_Analog_3-LIGPREP-004-in.maegz,0.6806023,,452738122,-1.204,1,31383578,-12.0505352753138,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,2,79,-1.055,24,56135,18324-4,,,1.90971424063773,15,-2,69.185,glide-grid_Ab_minmz,,0.155,0,,-10.2669352753138,315.268,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",1,0,,-197.587536778865,,0,47,303.463,-0.873,0.0,47,0,-59.1104621887207,0.078,-7.344,-0.290504523795732,452738122,33.488,1.7836,128.547033,0.0623569,22,OPLS_2005,1.7052,4,10.25,43,2,1,-2.997,,,34.535,-1.205,50.827,-4.054,0.000501126446508128,1124.335,1,452738122-4,-1.91210261416295,52.388,,1833_sdstereoexpander_1_neutralizer_1_epik_4_stereoizer_1,3,64.376
,8.443,1836,918.87,4,17.4956398010254,31383578,0.0301021918021462,-0.557642795909044,2,1.7836,0,29.7,0.0226741,20,23,-0.129961206016631,,1,24262,12,449,1524.873,238.164,4,,-0.362768128229972,,W0NIMl0xW0NIMl1OKFtDSDNdKVtDSDJdW0NIMl1OMWMoYyhGKVtjSF0yKVtjSF1jKGMyMyluKFtDSDJdW0NIM10pW2NIXWMoYzM9TylDKD1PKVtOSF1bQ0BASF0oYzRbY0hdW2NIXVtjSF1bY0hdW2NIXTQpQyg9TylbTkhdW0NASF0oQzU9TylbQ0BASF0oTjU2KVNDKFtDSDNdKShbQ0gzXSlbQ0BASF02Qyg9TylbTkhdW0NAQEhdN1tDSDJdW0NAQEhdKFtOSDJdKVtDQEBIXShPW0NAQEhdKE9bQ0gyXVtDQF04KFtDSDNdKVtPSF0pW0NASF0oW09IXSlbQ0BIXThbTkhdW0NIM10pW0NAQEhdKFtPSF0pW0NAQEhdN09bQ0BIXTlPW0NAQEhdKFtDQEBIXShbQ0gzXSlbTkhdW0NIM10pW0NIMl1bQ0gyXVtDQEhdOVtOSDJd,-2.3,109.09,,0.749,5,0.1262,https://patents.google.com/?q=SOVOISHMVWJPRO-UHFFFAOYSA-N,-39.032829284668,1.579,-0.96684170565424,3143.714,0,-8.478,3,,18356,,"160895664  1
3467  2
22961696  2
22961702  2",,3,,-98.1432914733887,371,8.66,,vsw_Gentamicin_Analog_3-LIGPREP-006-in.maegz,0.6806023,,452738122,-1.204,1,31383578,-12.0505352753138,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzIuMDAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,2,79,-1.055,24,56135,18356-4,,,1.90971424063773,15,-2,69.185,glide-grid_Ab_minmz,,0.155,0,,-10.2669352753138,315.268,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",1,0,,-197.587536778865,,0,47,303.463,-0.873,0.0,47,0,-59.1104621887207,0.078,-7.344,-0.290504523795732,452738122,33.488,1.7836,128.547033,0.0623569,22,OPLS_2005,1.7052,4,10.25,43,2,1,-2.997,,,34.535,-1.205,50.827,-4.054,0.000501126446508128,1124.335,1,452738122-4,-1.91210261416295,52.388,,1836_sdstereoexpander_1_neutralizer_1_epik_4_stereoizer_1,3,64.376
