frame,PC1,PC2,cluster
0,13.073656910060897,-2.426616594209792,1
1,14.422597641048995,-0.7815580042101177,1
2,13.684507284626392,0.5653216608918132,1
3,12.797446865198136,-0.4452071443867135,1
4,12.859322334846643,-0.4932582341386675,1
5,14.61448764787299,0.6705236788237761,1
6,12.910155538807466,-0.8955180138720652,1
7,16.315410282895424,-1.9239255535421778,1
8,15.449862019179795,-1.718863503998086,1
9,16.55584131177291,-1.355799981738156,1
10,14.324132462438678,-0.43594281120586076,1
11,16.209953222457383,-0.2422767971403372,1
12,14.909563814519693,-1.4324953527956632,1
13,13.934646960383407,0.13282342861781418,1
14,16.035904120217673,-0.9325400714257327,1
15,15.783857141467225,-2.11790385889931,1
16,17.55684710540437,-2.376429193055437,1
17,15.495975828056618,-2.3905260584917043,1
18,18.18741226451613,-3.131182051279275,1
19,17.421571060536973,-1.951364425393894,1
20,16.34272332843816,-1.1399294789599148,1
21,19.142321220722277,-1.3949510639866523,1
22,16.442867395678014,-2.7856615973301957,1
23,20.360212089974436,-1.891514782497282,1
24,18.870052609637707,-2.9353927694143715,1
25,19.68167577717693,-3.031538056835019,1
26,20.20269598991438,-4.145259223425345,1
27,17.470501756649032,-3.9409581014018604,1
28,20.585969428396826,-5.336268558034509,1
29,20.5353093054274,-4.862501594288941,1
30,14.12336910605906,-0.7452248057965213,1
31,17.14344092028093,-1.5446472545890777,1
32,16.65052586447295,-4.216626741115475,1
33,14.317351930277981,-1.1755816700763435,1
34,15.706820082160483,-2.6509346956502586,1
35,17.610592115467405,-2.229684178880287,1
36,20.57281533977988,-1.7365176089337644,1
37,21.072428508495882,-1.5694635359269138,1
38,20.518131075049652,-2.2845494790707646,1
39,19.953251791076404,-2.640547482413365,1
40,20.807979439817604,-3.493388986903994,1
41,20.233201262569796,-3.225412552240791,1
42,19.143824860712446,-1.6187671108524981,1
43,21.779483846867166,-2.1772857959359864,1
44,18.662811643327366,-2.597805958822431,1
45,19.7745844526477,-1.8065855993149056,1
46,18.46193490701043,-3.7320392088939034,1
47,19.012898120020132,-5.182567863739827,1
48,18.61377710072297,-4.9698289790529735,1
49,16.668370960477755,-2.2770194417808205,1
50,18.582588663913516,-2.279802147833709,1
51,20.916228307991933,-3.546059091491152,1
52,18.056856584057776,-4.232008679850321,1
53,17.727320047692743,-2.7314365522500075,1
54,17.978304967862304,-4.1924205154806655,1
55,19.815970990647475,-3.3903627485680428,1
56,20.18645662939653,-4.4827353233083915,1
57,19.23436106831275,-3.355173669424663,1
58,18.741302231891208,-2.683541863941958,1
59,17.538038915378568,-2.8847836928689707,1
60,15.169809070418864,-1.551520127742947,1
61,15.607773841931547,-2.653288215745054,1
62,18.79328409198577,-4.883421565984952,1
63,18.713586376122826,-2.4101000259618575,1
64,14.70251656521032,-2.6163312110356807,1
65,19.802147989088922,-5.191249760320123,1
66,18.784686602957425,-2.5417552506156516,1
67,15.491364769198515,-1.876718877254502,1
68,15.713274348170716,-2.6482931881456455,1
69,17.3704362685303,-2.1460048269300462,1
70,19.389617314773616,-3.006522843702171,1
71,13.72640477333447,-1.4651071934805282,1
72,17.251763237514663,-3.274064885983779,1
73,15.15849252794899,-2.9593630881402007,1
74,13.826907125538327,-2.604445039373796,1
75,14.977069614138586,-1.8855758127279878,1
76,11.527476573358559,-1.402151017201184,1
77,14.295139860134872,-1.7164333995595153,1
78,11.90110117234827,-0.07957246824333163,1
79,11.275402252795867,-1.4122043457378861,1
80,12.066805653693617,-1.5046941437170946,1
81,10.825636604284197,-2.1959178733315454,1
82,10.362422269723435,-2.558438724292161,1
83,9.112893965498706,-0.9280699296096604,1
84,10.012921105924184,-2.6153283602047095,1
85,8.632115593648662,-2.534156478429436,1
86,7.2589088079492905,-2.6415106661040615,1
87,9.48498617397168,-1.2301219944421216,1
88,13.85295933121495,-1.7805212826202395,1
89,14.219854023358344,-2.477432468724422,1
90,11.051699738294504,-1.9029002817349088,1
91,9.968558422460546,-2.7954152799714005,1
92,13.812478880098414,-4.975725747677392,1
93,14.831680915812155,-2.0184072049310235,1
94,8.076415300447689,-2.1587078711095313,1
95,7.752132791167516,-0.2074511997210528,1
96,9.037620724895325,0.38632364431993427,1
97,8.305913238672236,0.5832547895141177,1
98,9.592730825371671,0.07592581682069846,1
99,8.440963654584158,-0.7906762081750783,1
100,9.844744553540092,0.9817851692416483,1
101,6.656758769142736,-0.665238000202741,0
102,8.490592670104547,-1.7028446999865057,1
103,10.194866490530499,-0.9214282641159701,1
104,8.869241875147212,1.038213498859979,1
105,7.954651576675969,-0.8736847781069963,1
106,5.92457497642981,0.9913317023954106,0
107,6.424278817188465,-0.21418176142986395,0
108,5.49465346262904,-0.328723522593084,0
109,6.996684807279805,-0.11929007397398037,1
110,3.6427667105459873,1.0219542673374196,0
111,6.110115567852322,0.5540451265112573,0
112,3.8596424732991954,-0.2892648193101744,0
113,5.895725281189857,1.0444427347310516,0
114,2.805056927223287,2.9881345550711846,0
115,3.253452287679201,1.9033180462171113,0
116,4.149417739545165,1.7275942530772503,0
117,4.535431498284788,0.6220310019974394,0
118,4.789298822945846,1.3967357091955102,0
119,3.4874905483699123,2.2943172742196634,0
120,3.0816066131570423,2.9763317060044794,0
121,6.100418383691659,3.2963748611190606,0
122,4.873196147144633,3.829838105538512,0
123,4.5982107524149365,3.8009722805245993,0
124,1.8679292803540886,3.9747502565012334,0
125,3.522943291445205,3.873593975637695,0
126,1.9738605028435292,3.4948828593759593,0
127,2.7961290185627785,3.516291592501185,0
128,2.795357372555476,4.692090810834497,0
129,2.3096458702894798,3.4980546202157603,0
130,1.23280731830745,3.904933815010957,0
131,2.8824692095961777,3.9530376162550116,0
132,3.1033027511935356,3.532550070941876,0
133,1.7754071173110726,4.733232353199229,0
134,4.461075471003504,4.850844082779562,0
135,1.3299492964907063,4.657086649965289,0
136,0.4867460688351411,5.813335919380415,0
137,1.5111664549423098,2.9399878854761234,0
138,4.358436470646228,2.4699588718403716,0
139,2.60892745934584,3.5182149978365227,0
140,2.345683385517905,5.091631586343246,0
141,2.054007355753318,3.7296740705280027,0
142,2.6403352451777478,2.4946638104095116,0
143,2.8340477437605123,3.075172467252106,0
144,5.675062809782563,2.749318471575689,0
