PC,eigenvalue,explained_variance_ratio
PC1,34.70318033456006,0.0338559685768919
PC2,22.41320461162832,0.02186602909944383
PC3,16.364074826335663,0.01596457724534807
PC4,15.076734391748216,0.014708664764676936
PC5,12.103931719863638,0.011808437382796534
PC6,10.482489539964845,0.010226579611760156
PC7,10.095745763885033,0.009849277445098874
PC8,9.156068367362828,0.00893254047452823
PC9,8.219264963531714,0.008018607333615322
PC10,8.040347080715273,0.007844057388622384
