PC,eigenvalue
PC1,34.70318033456006
PC2,22.41320461162832
PC3,16.364074826335663
PC4,15.076734391748216
PC5,12.103931719863638
PC6,10.482489539964845
PC7,10.095745763885033
PC8,9.156068367362828
PC9,8.219264963531714
PC10,8.040347080715273
