PC,eigenvalue
PC1,58.24526611787248
PC2,29.645510796343505
PC3,24.936345638123377
PC4,17.176787693534845
PC5,14.44605312626809
PC6,11.52738823354774
PC7,10.643533241269804
PC8,9.4671790228097
PC9,8.709621607646165
PC10,8.439461566867388
