i_sd_PUBCHEM\_CACTVS\_HBOND\_ACCEPTOR,r_qp_QPPCaco,s_epik_input,s_sd_PUBCHEM\_OPENEYE\_CAN\_SMILES,r_qp_QPlogPC16,r_qp_accptHB,i_epik_Tot_abs_Q,r_i_glide_hbond,i_i_glide_posenum,r_sd_PUBCHEM\_SHAPE\_SELFOVERLAP,r_i_glide_energy,i_sd_PUBCHEM\_CONFORMER\_RMSD,i_qp_#amide,s_vsw_variant,r_sd_PUBCHEM\_EFFECTIVE\_ROTOR\_COUNT,s_epik_cmdline,r_qp_QPlogBB,i_sd_PUBCHEM\_EFFECTIVE\_ROTOR\_COUNT,i_sd_PUBCHEM\_COMPONENT\_COUNT,r_i_glide_lipo,r_qp_QPlogHERG,r_sd_PUBCHEM\_CONFORMER\_ID,i_qp_#in34,b_lp_Chiralities_Consistent,s_sd_PUBCHEM\_SHAPE\_FINGERPRINT,r_lp_tautomer_probability,i_qp_#rotor,i_sd_PUBCHEM\_BOND\_DEF\_STEREO\_COUNT,i_lp_mmshare_version,r_i_glide_rewards,i_qp_CNS,r_qp_WPSA,r_qp_CIQPlogS,s_sd_PUBCHEM\_IUPAC\_CAS\_NAME,i_qp_#noncon,s_sd_PUBCHEM\_CONFORMER\_DIVERSEORDER,i_qp_#stars,r_i_glide_gscore,s_sd_PUBCHEM\_MMFF94\_PARTIAL\_CHARGES,i_qp_#metab,s_sd_PUBCHEM\_IUPAC\_INCHIKEY,r_epik_Ionization_Penalty_Neutral,r_qp_dipole,r_sd_PUBCHEM\_FEATURE\_SELFOVERLAP,i_sd_PUBCHEM\_CONFORMER\_DIVERSEORDER,i_m_ct_enhanced_stereo_status,i_sd_PUBCHEM\_CACTVS\_HBOND\_DONOR,i_qp_#acid,r_qp_volume,r_i_glide_ecoul,i_qp_RuleOfThree,b_sd_chiral_flag,r_qp_QPpolrz,r_qp_QPlogPoct,r_lp_Energy,s_sd_PUBCHEM\_IUPAC\_TRADITIONAL\_NAME,r_sd_PUBCHEM\_XLOGP3\_AA,r_epik_Ionization_Penalty_Charging,i_sd_PUBCHEM\_ATOM\_DEF\_STEREO\_COUNT,s_vsw_compound_code,s_m_Source_Path,r_qp_mol_MW,s_lp_label,i_i_glide_lignum,s_sd_PUBCHEM\_SHAPE\_MULTIPOLES,r_qp_QPlogKhsa,r_qp_QPlogS,s_m_Source_File,s_m_source_file,i_i_glide_rotatable_bonds,r_sd_PUBCHEM\_EXACT\_MASS,s_sd_PUBCHEM\_CONFORMER\_ID,s_sd_PUBCHEM\_IUPAC\_INCHI,r_qp_QPlogKp,r_qp_dip^2/V,i_f3d_flags,i_sd_PUBCHEM\_CACTVS\_TAUTO\_COUNT,i_qp_HumanOralAbsorption,s_sd_PUBCHEM\_BONDANNOTATIONS,r_qp_EA(eV),r_qp_glob,r_i_glide_ligand_efficiency,r_sd_PUBCHEM\_MONOISOTOPIC\_WEIGHT,s_m_entry_name,r_epik_State_Penalty,i_qp_#NandO,i_sd_version,i_qp_#amidine,i_sd_PUBCHEM\_TOTAL\_CHARGE,r_qp_SASA,r_qp_QPlogPo/w,s_sd_PUBCHEM\_COORDINATE\_TYPE,s_m_entry_id,r_qp_IP(eV),i_sd_PUBCHEM\_HEAVY\_ATOM\_COUNT,s_sd_PUBCHEM\_CACTVS\_SUBSKEYS,r_epik_Ionization_Penalty,i_sd_PUBCHEM\_CACTVS\_TPSA,s_sd_PUBCHEM\_IUPAC\_NAME\_MARKUP,s_m_title,i_sd_PUBCHEM\_ATOM\_UDEF\_STEREO\_COUNT,r_qp_FISA,s_sd_PUBCHEM\_IUPAC\_NAME,i_epik_Tot_Q,s_epik_Chemistry_Notes,i_i_glide_confnum,r_qp_donorHB,r_qp_QPlogPw,r_i_glide_evdw,r_i_glide_eff_state_penalty,r_qp_Jm,r_qp_QPPMDCK,i_qp_#in56,r_i_glide_erotb,i_sd_PUBCHEM\_COMPOUND\_CID,i_m_Source_File_Index,r_i_glide_ligand_efficiency_ln,i_qp_RuleOfFive,i_sd_PUBCHEM\_COMPOUND\_CANONICALIZED,r_sd_PUBCHEM\_MMFF94\_ENERGY,r_i_glide_einternal,r_i_glide_emodel,i_qp_#ringatoms,r_qp_PercentHumanOralAbsorption,s_lp_Variant,s_sd_PUBCHEM\_IUPAC\_SYSTEMATIC\_NAME,r_qp_FOSA,s_sd_PUBCHEM\_OPENEYE\_ISO\_SMILES,i_sd_PUBCHEM\_ISOTOPIC\_ATOM\_COUNT,r_i_glide_metal,i_m_source_file_index,s_i_glide_gridfile,i_qp_#rtvFG,r_qp_SAamideO,r_qp_SAfluorine,r_sd_PUBCHEM\_CONFORMER\_RMSD,i_sd_PUBCHEM\_BOND\_UDEF\_STEREO\_COUNT,i_sd_PUBCHEM\_CACTVS\_COMPLEXITY,s_sd_PUBCHEM\_PHARMACOPHORE\_FEATURES,s_lp_Force_Field,s_sd_PUBCHEM\_MOLECULAR\_FORMULA,r_epik_Charging_Adjusted_Penalty,r_qp_PSA,i_qp_#amine,r_qp_PISA,i_m_ct_stereo_status,r_i_glide_ligand_efficiency_sa,r_sd_PUBCHEM\_MOLECULAR\_WEIGHT,i_sd_PUBCHEM\_CACTVS\_ROTATABLE\_BOND,i_qp_#nonHatm,r_i_docking_score,s_sd_PUBCHEM\_IUPAC\_OPENEYE\_NAME,r_qp_ACxDN^.5/SA,i_m_ct_format,r_sd_PUBCHEM\_SHAPE\_VOLUME,r_i_glide_esite
,,W09IXWMxW2NIXWMoW09IXSlbY0hdYyhjMTIpW28rXWMoYyhbT0hdKVtjSF0yKS1jM1tjSF1bY0hdYyhbT0hdKVtjSF1bY0hdMw==,,,,1,-0.977295215540538,4,852.11,-39.9264030456543,,,878-1,,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzAuMjAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,1,1,-0.69715945253141,,,,1,"10912923 1 17775009011462553587
11471102 20 18409167748677038784
11796584 16 17240481420544569243
12107183 9 17768543685485662955
12236239 1 17846501461145643955
12553582 1 18343577443357800446
13134695 92 18341610455779532125
13140716 1 17979914136049333176
13533116 47 18272369793367557795
13544653 18 18335424555900252589
13760787 5 18342454850565180751
13862211 1 18409728418240748554
13955234 65 18340482361581705944
14386348 63 17894914057364563531
14576447 43 18057310893810487135
15196674 1 18410575050330078089
15375358 24 18040714809249801361
15375462 189 18131351929336143784
15961568 22 16009317633729255332
16945 1 18410855503653127024
17357779 13 18260536819185890613
17492 89 18196088850708736206
17844677 252 18335987497527652437
1813 80 18271258139624578164
18186145 218 17458345212702309472
19784866 140 18187362086984764755
200 152 18342172254728573675
20028762 73 18272928298014952126
20281475 54 18273490186830765239
20645477 70 18408037407779475294
21065201 7 16587738728954076179
21267235 1 18412269411092286358
221357 26 18261383447924706301
221490 88 18336547110586721260
23175994 123 18114185241944890821
23402539 116 18340484465482794607
23559900 14 17603871100446616138
25147074 1 18268445563622898672
26918003 58 18113899372588674627
2871803 45 18187082823858124178
312423 11 18339655438379638508
314194 84 18343580776453278247
33824 294 18408320012675222954
345986 75 18059571322276702426
34797466 226 16588034531994622479
34934 24 18268706280842806454
42630746 31 18413107295055907464
46194498 28 17531806986706277821
465052 167 18343306976282523479
474 4 17771053084442772600
5104073 3 18339920416118116080
5281201 14 17894911819312127852
5283173 99 18042677322042983325
573450 72 17203891860000485811
602551 16 15195276581727172325
9709674 26 18335141973038140416",0.999999999997365,,0,56135,-1.55969427272727,,,,,,,,-7.15109482417121,"31
1 -0.87
10 -0.18
11 0.09
12 0.08
13 -0.15
14 0.08
15 -0.15
16 -0.15
17 -0.15
18 -0.15
19 -0.15
2 -0.53
20 0.08
21 0.15
22 0.15
23 0.15
24 0.15
25 0.15
26 0.15
27 0.15
28 0.45
29 0.45
3 -0.53
30 0.45
31 0.45
4 -0.53
5 -0.53
6 0.03
7 0.92
8 0.85
9 0.09",,,0.1276,,35.553,1,2,,,,-21.6392688751221,,0,,,23.495631,,,0.0,0,878,C:\Users\Ikech\Desktop\HY-L068_HTVS_Lib,,878_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,791,"382.24
10.91
2.07
0.91
5.55
0.52
0.01
-4.41
0.13
-2.71
-0.02
1.07
-0.09
-0.05",,,ligprep_Ike_33-out.maegz,vsw_flavonoids-LIGPREP-001-in.maegz,5,,0006BA0000000001,,,,0,123,,,,,-0.352589741208561,,Conformer3D_COMPOUND_CID_440832.1,0.0993,,0,,,,,"2
5
10",878,,20,,0.1276,,,Pelargonidin (chloride),0,,,1,,1,,,-18.2871341705322,0.0993,,,,0.243301156422929,440832,17,-1.76483166073062,,,64.1635,1.27450501918793,-65.8624933089589,,,Pelargonidin (chloride)-1,,,,0,-0.0,878,glide-grid_Sa3ANT_avrg,,,,0.6,0,,"7
1 2 donor
1 3 donor
1 4 donor
1 5 donor
6 1 6 7 8 10 11 rings
6 6 7 12 13 14 15 rings
6 9 16 17 18 19 20 rings",OPLS_2005,,0.0993445536233561,,,,1,-0.957075804011442,,,,-7.05179482417121,,,2,201.8,0.0
,,W09IXWMxW2NIXWMoW09IXSlbY0hdYyhjMTIpW28rXWMoYyhbT0hdKVtjSF0yKS1jM1tjSF1bY0hdYyhbT0hdKVtjSF1bY0hdMw==,,,,1,-0.977295215540538,4,852.11,-39.9264030456543,,,879-1,,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzAuMjAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,1,1,-0.69715945253141,,,,1,"10912923 1 17775009011462553587
11471102 20 18409167748677038784
11796584 16 17240481420544569243
12107183 9 17768543685485662955
12236239 1 17846501461145643955
12553582 1 18343577443357800446
13134695 92 18341610455779532125
13140716 1 17979914136049333176
13533116 47 18272369793367557795
13544653 18 18335424555900252589
13760787 5 18342454850565180751
13862211 1 18409728418240748554
13955234 65 18340482361581705944
14386348 63 17894914057364563531
14576447 43 18057310893810487135
15196674 1 18410575050330078089
15375358 24 18040714809249801361
15375462 189 18131351929336143784
15961568 22 16009317633729255332
16945 1 18410855503653127024
17357779 13 18260536819185890613
17492 89 18196088850708736206
17844677 252 18335987497527652437
1813 80 18271258139624578164
18186145 218 17458345212702309472
19784866 140 18187362086984764755
200 152 18342172254728573675
20028762 73 18272928298014952126
20281475 54 18273490186830765239
20645477 70 18408037407779475294
21065201 7 16587738728954076179
21267235 1 18412269411092286358
221357 26 18261383447924706301
221490 88 18336547110586721260
23175994 123 18114185241944890821
23402539 116 18340484465482794607
23559900 14 17603871100446616138
25147074 1 18268445563622898672
26918003 58 18113899372588674627
2871803 45 18187082823858124178
312423 11 18339655438379638508
314194 84 18343580776453278247
33824 294 18408320012675222954
345986 75 18059571322276702426
34797466 226 16588034531994622479
34934 24 18268706280842806454
42630746 31 18413107295055907464
46194498 28 17531806986706277821
465052 167 18343306976282523479
474 4 17771053084442772600
5104073 3 18339920416118116080
5281201 14 17894911819312127852
5283173 99 18042677322042983325
573450 72 17203891860000485811
602551 16 15195276581727172325
9709674 26 18335141973038140416",0.999999999997365,,0,56135,-1.55969427272727,,,,,,,,-7.15109482417121,"31
1 -0.87
10 -0.18
11 0.09
12 0.08
13 -0.15
14 0.08
15 -0.15
16 -0.15
17 -0.15
18 -0.15
19 -0.15
2 -0.53
20 0.08
21 0.15
22 0.15
23 0.15
24 0.15
25 0.15
26 0.15
27 0.15
28 0.45
29 0.45
3 -0.53
30 0.45
31 0.45
4 -0.53
5 -0.53
6 0.03
7 0.92
8 0.85
9 0.09",,,0.1276,,35.553,1,2,,,,-21.6392688751221,,0,,,23.495631,,,0.0,0,879,C:\Users\Ikech\Desktop\HY-L068_HTVS_Lib,,879_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,792,"382.24
10.91
2.07
0.91
5.55
0.52
0.01
-4.41
0.13
-2.71
-0.02
1.07
-0.09
-0.05",,,ligprep_Ike_33-out.maegz,vsw_flavonoids-LIGPREP-001-in.maegz,5,,0006BA0000000001,,,,0,123,,,,,-0.352589741208561,,Conformer3D_COMPOUND_CID_440832.1,0.0993,,0,,,,,"2
5
10",879,,20,,0.1276,,,Pelargonidin (chloride),0,,,1,,1,,,-18.2871341705322,0.0993,,,,0.243301156422929,440832,18,-1.76483166073062,,,64.1635,1.27450501918793,-65.8624933089589,,,Pelargonidin (chloride)-1,,,,0,-0.0,879,glide-grid_Sa3ANT_avrg,,,,0.6,0,,"7
1 2 donor
1 3 donor
1 4 donor
1 5 donor
6 1 6 7 8 10 11 rings
6 6 7 12 13 14 15 rings
6 9 16 17 18 19 20 rings",OPLS_2005,,0.0993445536233561,,,,1,-0.957075804011442,,,,-7.05179482417121,,,2,201.8,0.0
,,W09IXWMxW2NIXWMoW09IXSlbY0hdYyhjMTIpW28rXWMoYyhbT0hdKVtjSF0yKS1jM1tjSF1bY0hdYyhbT0hdKVtjSF1bY0hdMw==,,,,1,-0.977295215540538,4,852.11,-39.9264030456543,,,880-1,,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzAuMjAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,1,1,-0.69715945253141,,,,1,"10912923 1 17775009011462553587
11471102 20 18409167748677038784
11796584 16 17240481420544569243
12107183 9 17768543685485662955
12236239 1 17846501461145643955
12553582 1 18343577443357800446
13134695 92 18341610455779532125
13140716 1 17979914136049333176
13533116 47 18272369793367557795
13544653 18 18335424555900252589
13760787 5 18342454850565180751
13862211 1 18409728418240748554
13955234 65 18340482361581705944
14386348 63 17894914057364563531
14576447 43 18057310893810487135
15196674 1 18410575050330078089
15375358 24 18040714809249801361
15375462 189 18131351929336143784
15961568 22 16009317633729255332
16945 1 18410855503653127024
17357779 13 18260536819185890613
17492 89 18196088850708736206
17844677 252 18335987497527652437
1813 80 18271258139624578164
18186145 218 17458345212702309472
19784866 140 18187362086984764755
200 152 18342172254728573675
20028762 73 18272928298014952126
20281475 54 18273490186830765239
20645477 70 18408037407779475294
21065201 7 16587738728954076179
21267235 1 18412269411092286358
221357 26 18261383447924706301
221490 88 18336547110586721260
23175994 123 18114185241944890821
23402539 116 18340484465482794607
23559900 14 17603871100446616138
25147074 1 18268445563622898672
26918003 58 18113899372588674627
2871803 45 18187082823858124178
312423 11 18339655438379638508
314194 84 18343580776453278247
33824 294 18408320012675222954
345986 75 18059571322276702426
34797466 226 16588034531994622479
34934 24 18268706280842806454
42630746 31 18413107295055907464
46194498 28 17531806986706277821
465052 167 18343306976282523479
474 4 17771053084442772600
5104073 3 18339920416118116080
5281201 14 17894911819312127852
5283173 99 18042677322042983325
573450 72 17203891860000485811
602551 16 15195276581727172325
9709674 26 18335141973038140416",0.999999999997365,,0,56135,-1.55969427272727,,,,,,,,-7.15109482417121,"31
1 -0.87
10 -0.18
11 0.09
12 0.08
13 -0.15
14 0.08
15 -0.15
16 -0.15
17 -0.15
18 -0.15
19 -0.15
2 -0.53
20 0.08
21 0.15
22 0.15
23 0.15
24 0.15
25 0.15
26 0.15
27 0.15
28 0.45
29 0.45
3 -0.53
30 0.45
31 0.45
4 -0.53
5 -0.53
6 0.03
7 0.92
8 0.85
9 0.09",,,0.1276,,35.553,1,2,,,,-21.6392688751221,,0,,,23.495631,,,0.0,0,880,C:\Users\Ikech\Desktop\HY-L068_HTVS_Lib,,880_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,793,"382.24
10.91
2.07
0.91
5.55
0.52
0.01
-4.41
0.13
-2.71
-0.02
1.07
-0.09
-0.05",,,ligprep_Ike_33-out.maegz,vsw_flavonoids-LIGPREP-001-in.maegz,5,,0006BA0000000001,,,,0,123,,,,,-0.352589741208561,,Conformer3D_COMPOUND_CID_440832.1,0.0993,,0,,,,,"2
5
10",880,,20,,0.1276,,,Pelargonidin (chloride),0,,,1,,1,,,-18.2871341705322,0.0993,,,,0.243301156422929,440832,19,-1.76483166073062,,,64.1635,1.27450501918793,-65.8624933089589,,,Pelargonidin (chloride)-1,,,,0,-0.0,880,glide-grid_Sa3ANT_avrg,,,,0.6,0,,"7
1 2 donor
1 3 donor
1 4 donor
1 5 donor
6 1 6 7 8 10 11 rings
6 6 7 12 13 14 15 rings
6 9 16 17 18 19 20 rings",OPLS_2005,,0.0993445536233558,,,,1,-0.957075804011442,,,,-7.05179482417121,,,2,201.8,0.0
22,0.063,W09IXVtDQEBIXTFbQ0BIXShbT0hdKVtDQEBIXShbT0hdKVtDQEBIXShbQ0gyXVtPSF0pT1tDQEhdMU9bQ0gyXVtDQEhdMk9bQ0BASF0oW0NAQEhdKFtPSF0pW0NAQEhdKFtPSF0pW0NASF0yW09IXSlPYyhbY0hdYzNbT0hdKVtjSF1jKGMzNClvYygtYzVbY0hdYyhbT0hdKWMoW09IXSlbY0hdW2NIXTUpYyhjND1PKU9bQ0BIXShbQ0BASF02W09IXSlPW0NASF0oW0NIMl1bT0hdKVtDQEhdKFtPSF0pW0NASF02W09IXQ==,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)COC5C(C(C(C(O5)CO)O)O)O)O)O)O)O)OC6C(C(C(C(O6)CO)O)O)O)O)O,23.627,30.75,0,-0.117149089097078,17,,-65.4136905670166,,0,224-1,,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzAuMjAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,-6.529,,1,-0.390850383074069,-5.371,,0,1,,1.0,23,0,56135,-0.5,-2,0.0,-3.396,"2-(3,4-dihydroxyphenyl)-5-hydroxy-3-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)-2-oxanyl]oxy]-7-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)-2-oxanyl]oxymethyl]-2-oxanyl]oxy]-1-benzopyran-4-one",15,,13,-6.98112707881933,,14,VUTMUSRYWYUQIK-PIYBVRMPSA-N,0.0067,10.839,,,2,14,0,1938.534,-25.9658298492432,2,1,57.862,57.249,83.128729,"2-(3,4-dihydroxyphenyl)-5-hydroxy-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-methylol-tetrahydropyran-2-yl]oxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-methylol-tetrahydropyran-2-yl]oxymethyl]tetrahydropyran-2-yl]oxy-chromone",-3.6,0.0,15,224,C:\Users\Ikech\Desktop\HY-L068_HTVS_Lib,788.666,224_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,170,,-2.242,-0.754,ligprep_Akeel-out.maegz,vsw_flavonoids-LIGPREP-001-in.maegz,24,788.201123,,"InChI=1S/C33H40O22/c34-6-15-19(39)23(43)26(46)31(52-15)49-8-17-21(41)25(45)27(47)32(54-17)50-10-4-13(38)18-14(5-10)51-29(9-1-2-11(36)12(37)3-9)30(22(18)42)55-33-28(48)24(44)20(40)16(7-35)53-33/h1-5,15-17,19-21,23-28,31-41,43-48H,6-8H2/t15-,16-,17-,19-,20-,21-,23+,24+,25+,26-,27-,28-,31-,32-,33-/m1/s1",-8.961,0.0606042,0,-1,1,"28  10  5
30  11  6
38  12  5
34  13  6
35  14  5
36  15  5
18  45  8
18  48  8
23  33  5
29  3  5
31  39  5
37  40  6
24  4  6
41  43  8
41  46  8
42  47  8
42  48  8
43  45  8
44  45  8
44  47  8
44  49  8
46  49  8
50  51  8
50  52  8
51  53  8
52  54  8
53  55  8
54  55  8
32  6  5
25  7  5
26  8  6
27  9  6",0.875,0.7999222,-0.126929583251261,788.201123,batch6_5.1,-0.0,22,0,0,0,939.939,-5.342,"1
5
255",224,9.137,55,AAADcfB8PgAAAAAAAAAAAAAAAAAAAAAAAAA0aJECAAAAAACBQAAAGgAACAAADBSwmAMwDoAABgCIAqBSAAICCAAkIAAIiAFGiMgdNzaGNR6ieWGl4BUPuQfI7LzOIAABCAAIQABAAAIQABCAAAAAAAAAAA==,0.0067,365,"2-(3,4-dihydroxyphenyl)-5-hydroxy-3-[(2<I>R</I>,3<I>R</I>,4<I>S</I>,5<I>S</I>,6<I>R</I>)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-7-[(2<I>S</I>,3<I>R</I>,4<I>S</I>,5<I>S</I>,6<I>R</I>)-3,4,5-trihydroxy-6-[[(2<I>R</I>,3<I>R</I>,4<I>S</I>,5<I>S</I>,6<I>R</I>)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",Quercetin-3-O-Beta-D-Glucose-7-O-Beta-D-Gentiobioside,0,547.725,"2-(3,4-dihydroxyphenyl)-5-hydroxy-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",0,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",16,13.0,50.819,-39.4478607177734,-0.0,0.000151863739818016,0.014,34,0.103432759676669,75412557,214,-1.39418065876022,3,1,,10.9565200805664,-91.4423246124182,34,0.0,Quercetin-3-O-Beta-D-Glucose-7-O-Beta-D-Gentiobioside-1,"2-[3,4-bis(oxidanyl)phenyl]-3-[(2R,3R,4S,5S,6R)-6-(hydroxymethyl)-3,4,5-tris(oxidanyl)oxan-2-yl]oxy-7-[(2S,3R,4S,5S,6R)-6-[[(2R,3R,4S,5S,6R)-6-(hydroxymethyl)-3,4,5-tris(oxidanyl)oxan-2-yl]oxymethyl]-3,4,5-tris(oxidanyl)oxan-2-yl]oxy-5-oxidanyl-chromen-4-one",266.078,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O)O)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O,0,-0.0,224,glide-grid_Sa3ANT_avrg,3,0.0,0.0,,0,1340,,OPLS_2005,C33H40O22,0.0,365.861,0,126.136,1,-0.48270717032401,788.7,10,55,-6.98112707881933,"2-(3,4-dihydroxyphenyl)-5-hydroxy-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxymethyl]tetrahydropyran-2-yl]oxy-chromen-4-one",0.1179553,2,,-0.209292853049704
