i_m_ct_enhanced_stereo_status,s_m_Source_Path,i_f3d_flags,r_qp_PSA,s_sd_PUBCHEM\_EXT\_DATASOURCE\_NAME,r_qp_CIQPlogS,s_sd_PUBCHEM\_IUPAC\_NAME,i_sd_PUBCHEM\_SUBSTANCE\_ID,i_qp_#in56,s_sd_PUBCHEM\_SHAPE\_FINGERPRINT,r_qp_QPPMDCK,s_sd_PUBCHEM\_CACTVS\_SUBSKEYS,i_qp_HumanOralAbsorption,r_qp_Jm,s_sd_PUBCHEM\_IUPAC\_INCHIKEY,r_qp_FOSA,r_i_glide_ligand_efficiency,r_epik_Ionization_Penalty,i_qp_#noncon,i_qp_#amide,s_sd_PUBCHEM\_IUPAC\_OPENEYE\_NAME,r_sd_PUBCHEM\_EXACT\_MASS,i_i_glide_confnum,r_qp_QPlogS,s_lp_label,s_vsw_variant,r_qp_glob,i_m_ct_stereo_status,r_qp_PISA,s_sd_PUBCHEM\_IUPAC\_CAS\_NAME,r_qp_accptHB,i_qp_#ringatoms,r_qp_mol_MW,i_qp_#rotor,i_m_Source_File_Index,i_m_source_file_index,r_lp_tautomer_probability,i_sd_PUBCHEM\_EFFECTIVE\_ROTOR\_COUNT,s_vsw_compound_code,r_epik_State_Penalty,b_lp_Chiralities_Consistent,i_qp_#metab,r_sd_PUBCHEM\_FEATURE\_SELFOVERLAP,i_qp_#acid,s_sd_PUBCHEM\_CONFORMER\_DIVERSEORDER,s_sd_PUBCHEM\_COORDINATE\_TYPE,i_qp_RuleOfThree,r_i_glide_evdw,i_qp_#NandO,r_qp_QPlogHERG,i_sd_PUBCHEM\_HEAVY\_ATOM\_COUNT,i_qp_#nonHatm,r_sd_PUBCHEM\_CONFORMER\_RMSD,r_qp_QPlogBB,i_i_glide_lignum,r_i_glide_rewards,r_sd_PUBCHEM\_CONFORMER\_ID,r_qp_QPlogPoct,s_sd_PUBCHEM\_EXT\_SUBSTANCE\_URL,r_lp_Energy,r_i_glide_energy,i_i_glide_rotatable_bonds,r_qp_IP(eV),r_epik_Ionization_Penalty_Neutral,i_sd_PUBCHEM\_CACTVS\_ROTATABLE\_BOND,r_i_glide_hbond,r_qp_QPlogPo/w,r_qp_SAfluorine,r_i_glide_erotb,i_sd_PUBCHEM\_COMPONENT\_COUNT,s_sd_PUBCHEM\_OPENEYE\_ISO\_SMILES,i_sd_PUBCHEM\_CACTVS\_TAUTO\_COUNT,r_epik_Ionization_Penalty_Charging,i_sd_PUBCHEM\_CACTVS\_HBOND\_DONOR,r_i_glide_ligand_efficiency_sa,i_qp_#stars,r_i_glide_einternal,r_qp_QPlogPw,r_i_glide_gscore,r_sd_PUBCHEM\_XLOGP3\_AA,r_qp_WPSA,s_m_Source_File,r_qp_dip^2/V,i_sd_PUBCHEM\_ATOM\_DEF\_STEREO\_COUNT,i_sd_PUBCHEM\_ISOTOPIC\_ATOM\_COUNT,r_qp_QPpolrz,r_i_glide_esite,i_epik_Tot_Q,r_qp_FISA,s_lp_Variant,r_i_glide_ecoul,s_sd_PUBCHEM\_MMFF94\_PARTIAL\_CHARGES,s_sd_PUBCHEM\_IUPAC\_NAME\_MARKUP,s_m_entry_name,s_sd_PUBCHEM\_IUPAC\_TRADITIONAL\_NAME,i_sd_PUBCHEM\_COMPOUND\_CID,i_sd_PUBCHEM\_SUBSTANCE\_VERSION,s_sd_PUBCHEM\_SUBSTANCE\_SYNONYM,r_i_glide_emodel,i_qp_RuleOfFive,i_qp_#rtvFG,r_epik_Charging_Adjusted_Penalty,r_i_glide_ligand_efficiency_ln,s_epik_Chemistry_Notes,i_sd_PUBCHEM\_COMPOUND\_ID\_TYPE,i_sd_version,i_qp_#in34,r_sd_PUBCHEM\_SHAPE\_SELFOVERLAP,s_epik_cmdline,s_sd_PUBCHEM\_OPENEYE\_CAN\_SMILES,r_qp_QPPCaco,i_sd_PUBCHEM\_BOND\_DEF\_STEREO\_COUNT,s_sd_PUBCHEM\_BONDANNOTATIONS,i_lp_mmshare_version,r_qp_EA(eV),r_qp_volume,r_i_glide_eff_state_penalty,r_qp_QPlogPC16,s_m_title,i_m_ct_format,r_qp_SAamideO,s_sd_PUBCHEM\_MOLECULAR\_FORMULA,r_qp_ACxDN^.5/SA,s_sd_PUBCHEM\_XREF\_EXT\_ID,r_sd_PUBCHEM\_MOLECULAR\_WEIGHT,r_qp_QPlogKp,s_m_entry_id,i_qp_#amine,r_qp_PercentHumanOralAbsorption,i_sd_PUBCHEM\_SHAPE\_VOLUME,r_sd_PUBCHEM\_MONOISOTOPIC\_WEIGHT,s_epik_input,r_sd_PUBCHEM\_MMFF94\_ENERGY,i_sd_PUBCHEM\_CACTVS\_HBOND\_ACCEPTOR,b_sd_chiral_flag,i_sd_PUBCHEM\_CONFORMER\_RMSD,s_lp_Force_Field,r_i_glide_metal,r_sd_PUBCHEM\_SHAPE\_VOLUME,s_sd_PUBCHEM\_EXT\_DATASOURCE\_URL,s_sd_PUBCHEM\_IUPAC\_INCHI,i_sd_PUBCHEM\_COMPOUND\_CANONICALIZED,r_qp_dipole,i_i_glide_posenum,s_sd_PUBCHEM\_PHARMACOPHORE\_FEATURES,r_i_glide_lipo,s_sd_PUBCHEM\_EXT\_DATASOURCE\_REGID,r_qp_SASA,r_i_docking_score,r_sd_PUBCHEM\_EFFECTIVE\_ROTOR\_COUNT,r_qp_donorHB,i_sd_PUBCHEM\_CACTVS\_COMPLEXITY,i_sd_PUBCHEM\_CACTVS\_TPSA,r_qp_QPlogKhsa,i_sd_PUBCHEM\_BOND\_UDEF\_STEREO\_COUNT,s_i_glide_gridfile,s_sd_PUBCHEM\_GENERIC\_REGISTRY\_NAME,s_m_source_file,s_sd_PUBCHEM\_CID\_ASSOCIATIONS,i_qp_CNS,i_sd_PUBCHEM\_TOTAL\_CHARGE,s_sd_PUBCHEM\_CONFORMER\_ID,i_qp_#amidine,i_sd_PUBCHEM\_ATOM\_UDEF\_STEREO\_COUNT,i_epik_Tot_abs_Q,s_sd_PUBCHEM\_IUPAC\_SYSTEMATIC\_NAME,s_sd_PUBCHEM\_SHAPE\_MULTIPOLES
2,C:\Users\Ikech\Desktop\HY-L068_HTVS_Lib,0,305.543,,-3.916,"7-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-3-[(2S,3S,4S,5S,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5-hydroxy-2-(4-hydroxyphenyl)chromen-4-one",,34,,0.082,AAADcfB8PgAAAAAAAAAAAAAAAAAAAAAAAAA0aJECAAAAAACBQAAAGgAACAAADBSwmAMyDoAABgCIAqBSAAACCAAkIAAIiAEGCMgdNzaGNRqieWCl4BUPuQfI7KzOIAAACAAIAABAAAAQABAAAAAAAAAAAA==,1,3.19891570270978e-05,LXOPDILLGIDKLW-SWTLGULDSA-N,327.522,-0.133636344900682,0.0059,15,0,"7-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxymethyl]-3-[(2S,3S,4S,5S,6R)-3,4,5-trihydroxy-6-methyl-tetrahydropyran-2-yl]oxy-tetrahydropyran-2-yl]oxy-5-hydroxy-2-(4-hydroxyphenyl)chromen-4-one",740.216379,20,-2.783,291_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,291-1,0.7374891,1,240.366,"7-[[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)-2-oxanyl]oxymethyl]-3-[[(2S,3S,4S,5S,6R)-3,4,5-trihydroxy-6-methyl-2-oxanyl]oxy]-2-oxanyl]oxy]-5-hydroxy-2-(4-hydroxyphenyl)-1-benzopyran-4-one",27.55,34,740.668,19,281,291,1.0,,291,-0.0,1,11,,0,,"1
5
255",2,-42.4188117980957,19,-6.926,52,52,,-6.39,235,0.0,,52.593,,82.661195,-68.8419666290283,20,8.944,0.0059,9,0.0,-3.346,0.0,0.164744623397138,1,C[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O)O)O)O,-1,0.0,11,-0.498799147641113,15,16.5402641296387,44.675,-6.94908993483544,-2.4,0.0,ligprep_Akeel-out.maegz,0.0369492,15,0,64.071,-0.0519490716073127,0,473.835,Apigenin 7-O-(2G-Rhamnosyl)Gentiobioside-1,-26.4231548309326,,"7-[(2<I>S</I>,3<I>R</I>,4<I>S</I>,5<I>S</I>,6<I>R</I>)-4,5-dihydroxy-6-[[(2<I>S</I>,3<I>R</I>,4<I>S</I>,5<I>S</I>,6<I>R</I>)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-3-[(2<I>S</I>,3<I>S</I>,4<I>S</I>,5<I>S</I>,6<I>R</I>)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5-hydroxy-2-(4-hydroxyphenyl)chromen-4-one",batch6_7.1,"7-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-methylol-tetrahydropyran-2-yl]oxymethyl]-3-[(2S,3S,4S,5S,6R)-3,4,5-trihydroxy-6-methyl-tetrahydropyran-2-yl]oxy-tetrahydropyran-2-yl]oxy-5-hydroxy-2-(4-hydroxyphenyl)chromone",135392374,,,-99.8765758249637,3,3,0.0,-1.40350391332108,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",,0,0,,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzAuMjAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)COC6C(C(C(C(O6)CO)O)O)O)O)O)O)O)O,0.318,0,"20  1  6
25  1  6
27  10  6
29  11  5
32  12  5
33  13  6
34  14  5
16  41  8
16  45  8
23  28  5
30  36  6
35  37  6
38  39  8
38  40  8
39  41  8
31  4  5
40  42  8
41  43  8
42  43  8
43  44  8
44  46  8
45  46  8
47  48  8
47  49  8
48  50  8
49  51  8
21  5  5
50  52  8
51  52  8
22  7  6
24  8  5
26  9  6",56135,0.634,2002.231,-0.0,24.562,Apigenin 7-O-(2G-Rhamnosyl)Gentiobioside,2,0.0,C33H40O19,0.0836314,,740.7,-7.581,291,0,0.0,,740.216379,W09IXVtDQEBIXTFbQ0BIXShbT0hdKVtDQEBIXShbT0hdKVtDQEBIXShbQ0gzXSlPW0NAQEhdMU9bQ0BIXTJbQ0BIXShbT0hdKVtDQEBIXShbT0hdKVtDQEBIXShbQ0gyXU9bQ0BASF0zT1tDQEhdKFtDSDJdW09IXSlbQ0BIXShbT0hdKVtDQEBIXShbT0hdKVtDQEhdM1tPSF0pT1tDQEhdMk9jKFtjSF00KVtjSF1jKFtPSF0pYyhjNDUpYyg9TylbY0hdYyhvNSktYzZbY0hdW2NIXWMoW09IXSlbY0hdW2NIXTY=,,19,1,,OPLS_2005,-0.0,,,"InChI=1S/C33H40O19/c1-11-22(38)25(41)29(45)32(47-11)52-30-27(43)24(40)20(10-46-31-28(44)26(42)23(39)19(9-34)50-31)51-33(30)48-14-6-15(36)21-16(37)8-17(49-18(21)7-14)12-2-4-13(35)5-3-12/h2-8,11,19-20,22-36,38-45H,9-10H2,1H3/t11-,19-,20-,22-,23-,24-,25+,26+,27+,28-,29+,30-,31+,32+,33-/m1/s1",1,8.601,13,,-0.977471672080587,,1041.723,-6.94908993483544,,10.0,1230,304,-1.966,0,glide-grid_Ab3ANT_avrg,,vsw_flavonoids-LIGPREP-001-in.maegz,,-2,0,,0,0,0,"7-[(2S,3R,4S,5S,6R)-6-[[(2S,3R,4S,5S,6R)-6-(hydroxymethyl)-3,4,5-tris(oxidanyl)oxan-2-yl]oxymethyl]-3-[(2S,3S,4S,5S,6R)-6-methyl-3,4,5-tris(oxidanyl)oxan-2-yl]oxy-4,5-bis(oxidanyl)oxan-2-yl]oxy-2-(4-hydroxyphenyl)-5-oxidanyl-chromen-4-one",
2,C:\Users\Ikech\Desktop\HY-L068_HTVS_Lib,0,302.38,,-3.916,"7-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-[[(3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-3-[(3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5-hydroxy-2-(4-hydroxyphenyl)chromen-4-one",,34,,0.141,AAADcfB8PgAAAAAAAAAAAAAAAAAAAAAAAAA0aJECAAAAAACBQAAAGgAACAAADBSwmAMyDoAABgCIAqBSAAACCAAkIAAIiAEGCMgdNzaGNRqieWCl4BUPuQfI7KzOIAAACAAIAABAAAAQABAAAAAAAAAAAA==,1,0.000134630916759005,LXOPDILLGIDKLW-GIHYBCIWSA-N,336.584,-0.132327248159023,0.0059,15,0,"7-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-[[(3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxymethyl]-3-[(3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyl-tetrahydropyran-2-yl]oxy-tetrahydropyran-2-yl]oxy-5-hydroxy-2-(4-hydroxyphenyl)chromen-4-one",740.216379,12,-2.562,327_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,327-1,0.7515917,1,233.797,"7-[[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-[[(3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)-2-oxanyl]oxymethyl]-3-[[(3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyl-2-oxanyl]oxy]-2-oxanyl]oxy]-5-hydroxy-2-(4-hydroxyphenyl)-1-benzopyran-4-one",27.55,34,740.668,19,317,327,1.0,,327,-0.0,1,11,,0,,"1
5
255",2,-37.201488494873,19,-6.666,52,52,,-5.901,271,0.0,,52.412,,90.374994,-67.4350566864014,20,8.973,0.0059,9,-0.16,-3.139,0.0,0.164744623397138,1,C[C@H]1[C@@H]([C@H]([C@H](C(O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)COC6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O)O)O)O,-1,0.0,11,-0.493912929453953,13,18.5218734741211,44.424,-6.88101690426918,-2.4,0.0,ligprep_Akeel-out.maegz,0.0306346,13,0,63.884,-0.165767422990181,0,450.744,Apigenin-7-O-(2G-rhamnosyl)gentiobioside-1,-30.2335681915283,,"7-[(2<I>S</I>,3<I>R</I>,4<I>S</I>,5<I>S</I>,6<I>R</I>)-4,5-dihydroxy-6-[[(3<I>R</I>,4<I>S</I>,5<I>S</I>,6<I>R</I>)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-3-[(3<I>R</I>,4<I>R</I>,5<I>R</I>,6<I>S</I>)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5-hydroxy-2-(4-hydroxyphenyl)chromen-4-one",batch6_8.1,"7-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-[[(3R,4S,5S,6R)-3,4,5-trihydroxy-6-methylol-tetrahydropyran-2-yl]oxymethyl]-3-[(3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyl-tetrahydropyran-2-yl]oxy-tetrahydropyran-2-yl]oxy-5-hydroxy-2-(4-hydroxyphenyl)chromone",156620279,,,-97.1192812808172,3,3,0.0,-1.38975524037436,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",,0,0,,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzAuMjAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)COC6C(C(C(C(O6)CO)O)O)O)O)O)O)O)O,0.527,0,"20  1  6
25  1  3
27  10  5
29  11  6
32  12  5
33  13  6
34  14  5
16  41  8
16  45  8
23  28  5
30  36  5
35  37  6
38  39  8
38  40  8
39  41  8
31  4  3
40  42  8
41  43  8
42  43  8
43  44  8
44  46  8
45  46  8
47  48  8
47  49  8
48  50  8
49  51  8
21  5  5
50  52  8
51  52  8
22  7  6
24  8  5
26  9  5",56135,0.667,1999.14,-0.0,24.113,Apigenin-7-O-(2G-rhamnosyl)gentiobioside,2,0.0,C33H40O19,0.0853185,,740.7,-7.179,327,0,0.0,,740.216379,W09IXVtDQEBIXTFbQ0BIXShbT0hdKVtDQEBIXShbT0hdKVtDQEhdKFtDSDNdKU9bQ0BASF0xT1tDQEhdMltDQEBIXShbT0hdKVtDQEBIXShbT0hdKVtDQEBIXShbQ0gyXU9bQ0BASF0zT1tDQEhdKFtDSDJdW09IXSlbQ0BIXShbT0hdKVtDQEBIXShbT0hdKVtDQEhdM1tPSF0pT1tDQEhdMk9jKFtjSF00KVtjSF1jKFtPSF0pYyhjNDUpYyg9TylbY0hdYyhvNSktYzZbY0hdW2NIXWMoW09IXSlbY0hdW2NIXTY=,,19,1,,OPLS_2005,-0.0,,,"InChI=1S/C33H40O19/c1-11-22(38)25(41)29(45)32(47-11)52-30-27(43)24(40)20(10-46-31-28(44)26(42)23(39)19(9-34)50-31)51-33(30)48-14-6-15(36)21-16(37)8-17(49-18(21)7-14)12-2-4-13(35)5-3-12/h2-8,11,19-20,22-36,38-45H,9-10H2,1H3/t11-,19+,20+,22-,23+,24+,25+,26-,27-,28+,29+,30+,31?,32?,33+/m0/s1",1,7.826,12,,-0.859919679932483,,1021.124,-6.88101690426918,,10.0,1230,304,-1.902,0,glide-grid_Ab3ANT_avrg,,vsw_flavonoids-LIGPREP-001-in.maegz,,-2,0,,0,2,0,"7-[(2S,3R,4S,5S,6R)-6-[[(3R,4S,5S,6R)-6-(hydroxymethyl)-3,4,5-tris(oxidanyl)oxan-2-yl]oxymethyl]-3-[(3R,4R,5R,6S)-6-methyl-3,4,5-tris(oxidanyl)oxan-2-yl]oxy-4,5-bis(oxidanyl)oxan-2-yl]oxy-2-(4-hydroxyphenyl)-5-oxidanyl-chromen-4-one",
2,C:\Users\Ikech\Desktop\HY-L068_HTVS_Lib,0,370.089,AKos Consulting & Solutions,-10.151,,481562983,40,,0.004,,1,8.26505020472369e-11,,111.926,-0.108458643521777,0.1967,8,0,,,7,-6.343,581_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,581-1,0.7236307,1,411.439,,19.4,45,872.702,15,73,581,1.0,,581,-0.0,1,14,,0,,"1
3",3,-55.5737457275391,21,-7.966,,63,,-7.975,494,0.0,,52.935,http://akoscompounds.de/akoswebrequest/index.html?ID=AKOS040750450&ORIGIN=PUBCHEM,74.160347,-74.9911460876465,16,9.11,0.1281,,-0.254912793540039,-0.186,0.0,0.173553833367938,,,,0.0686,,-0.431563146667982,12,13.0492372512817,39.745,-6.83289454187192,,0.0,ligprep_Charmaine_Ike_39-out.maegz,0.0218514,,,75.313,-0.199643535441036,-1,599.618,Pinocembrin-1,-19.4174003601074,,,Pinocembrin.1,,,1,"AKOS040750450
Pinocembrin 7-O-[3''-O-galloyl-4'',6''-hexahydroxydiphenoyl]-??-D-glucoside
205370-59-8",-103.453532163846,3,4,0.0685782680801781,-1.32854667539809,"This compound has an ester and may undergo hydrolysis at high or low pH. This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",0,0,0,,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzAuMjAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,0.02,,,56135,0.887,2178.152,-0.0,28.441,Pinocembrin,2,0.0,,0.0546296,AKOS040750450,,-9.681,581,0,0.0,,,W09IXWMxYyhbT0hdKWMoW09IXSlbY0hdYyhDKD1PKU9bQ0gyXTIpYzFjKGMoW09IXSljKFtPSF0pYyhbY0hdMylbT0hdKWMzQyg9TylPW0NASF0oW0NASF0yNClbQ0BIXShPQyg9TyljNVtjSF1jKFtPSF0pYyhbT0hdKWMoW09IXSlbY0hdNSlbQ0BASF0oW09IXSlbQ0BASF0oTzQpT2MoW2NIXWM2W09IXSlbY0hdYyhjNjcpT1tDQEhdKFtDSDJdQzc9TyljOFtjSF1bY0hdW2NIXVtjSF1bY0hdOA==,,,1,,OPLS_2005,-0.0,,http://www.akosgmbh.de/AKosSamples/index.html,,,6.899,13,,-0.860594705865715,AKOS040750450,1122.984,-6.83289454187192,,10.0,,,-0.364,,glide-grid_Ab3ANT_avrg,205370-59-8,vsw_flavonoids-LIGPREP-001-in.maegz,85263086  1,-2,0,,0,,1,,
2,C:\Users\Ikech\Desktop\HY-L068_HTVS_Lib,0,370.089,AKos Consulting & Solutions,-10.151,,481562983,40,,0.004,,1,8.26505020472369e-11,,111.926,-0.108458643521777,0.1967,8,0,,,7,-6.343,645_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,645-1,0.7236307,1,411.439,,19.4,45,872.702,15,137,645,1.0,,645,-0.0,1,14,,0,,"1
3",3,-55.5737457275391,21,-7.966,,63,,-7.975,558,0.0,,52.935,http://akoscompounds.de/akoswebrequest/index.html?ID=AKOS040750450&ORIGIN=PUBCHEM,74.160347,-74.9911460876465,16,9.11,0.1281,,-0.254912793540039,-0.186,0.0,0.173553833367938,,,,0.0686,,-0.431563146667982,12,13.0492372512817,39.745,-6.83289454187192,,0.0,ligprep_Charmaine_Ike_39-out.maegz,0.0218514,,,75.313,-0.199643535441036,-1,599.618,Pinocembrin-1,-19.4174003601074,,,Pinocembrin.1,,,1,"AKOS040750450
Pinocembrin 7-O-[3''-O-galloyl-4'',6''-hexahydroxydiphenoyl]-??-D-glucoside
205370-59-8",-103.453532163846,3,4,0.0685782680801781,-1.32854667539809,"This compound has an ester and may undergo hydrolysis at high or low pH. This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",0,0,0,,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzAuMjAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,0.02,,,56135,0.887,2178.152,-0.0,28.441,Pinocembrin,2,0.0,,0.0546296,AKOS040750450,,-9.681,645,0,0.0,,,W09IXWMxYyhbT0hdKWMoW09IXSlbY0hdYyhDKD1PKU9bQ0gyXTIpYzFjKGMoW09IXSljKFtPSF0pYyhbY0hdMylbT0hdKWMzQyg9TylPW0NASF0oW0NASF0yNClbQ0BIXShPQyg9TyljNVtjSF1jKFtPSF0pYyhbT0hdKWMoW09IXSlbY0hdNSlbQ0BASF0oW09IXSlbQ0BASF0oTzQpT2MoW2NIXWM2W09IXSlbY0hdYyhjNjcpT1tDQEhdKFtDSDJdQzc9TyljOFtjSF1bY0hdW2NIXVtjSF1bY0hdOA==,,,1,,OPLS_2005,-0.0,,http://www.akosgmbh.de/AKosSamples/index.html,,,6.899,13,,-0.860594705865715,AKOS040750450,1122.984,-6.83289454187192,,10.0,,,-0.364,,glide-grid_Ab3ANT_avrg,205370-59-8,vsw_flavonoids-LIGPREP-001-in.maegz,85263086  1,-2,0,,0,,1,,
2,C:\Users\Ikech\Desktop\HY-L068_HTVS_Lib,0,370.089,AKos Consulting & Solutions,-10.151,,481562983,40,,0.004,,1,8.26505020472369e-11,,111.926,-0.108458643521777,0.1967,8,0,,,7,-6.343,709_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,709-1,0.7236307,1,411.439,,19.4,45,872.702,15,201,709,1.0,,709,-0.0,1,14,,0,,"1
3",3,-55.5737457275391,21,-7.966,,63,,-7.975,622,0.0,,52.935,http://akoscompounds.de/akoswebrequest/index.html?ID=AKOS040750450&ORIGIN=PUBCHEM,74.160347,-74.9911460876465,16,9.11,0.1281,,-0.254912793540039,-0.186,0.0,0.173553833367938,,,,0.0686,,-0.431563146667982,12,13.0492372512817,39.745,-6.83289454187192,,0.0,ligprep_Charmaine_Ike_39-out.maegz,0.0218509,,,75.313,-0.199643535441036,-1,599.618,Pinocembrin-1,-19.4174003601074,,,Pinocembrin.1,,,1,"AKOS040750450
Pinocembrin 7-O-[3''-O-galloyl-4'',6''-hexahydroxydiphenoyl]-??-D-glucoside
205370-59-8",-103.453532163846,3,4,0.0685782680801781,-1.32854667539809,"This compound has an ester and may undergo hydrolysis at high or low pH. This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",0,0,0,,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzAuMjAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,0.02,,,56135,0.887,2178.152,-0.0,28.441,Pinocembrin,2,0.0,,0.0546296,AKOS040750450,,-9.681,709,0,0.0,,,W09IXWMxYyhbT0hdKWMoW09IXSlbY0hdYyhDKD1PKU9bQ0gyXTIpYzFjKGMoW09IXSljKFtPSF0pYyhbY0hdMylbT0hdKWMzQyg9TylPW0NASF0oW0NASF0yNClbQ0BIXShPQyg9TyljNVtjSF1jKFtPSF0pYyhbT0hdKWMoW09IXSlbY0hdNSlbQ0BASF0oW09IXSlbQ0BASF0oTzQpT2MoW2NIXWM2W09IXSlbY0hdYyhjNjcpT1tDQEhdKFtDSDJdQzc9TyljOFtjSF1bY0hdW2NIXVtjSF1bY0hdOA==,,,1,,OPLS_2005,-0.0,,http://www.akosgmbh.de/AKosSamples/index.html,,,6.899,13,,-0.860594705865715,AKOS040750450,1122.984,-6.83289454187192,,10.0,,,-0.364,,glide-grid_Ab3ANT_avrg,205370-59-8,vsw_flavonoids-LIGPREP-001-in.maegz,85263086  1,-2,0,,0,,1,,
