title,"i_i_glide_lignum","docking_status","r_glide_cpu_time","r_i_docking_score","s_i_glide_gridfile","r_i_glide_gscore","r_i_glide_lipo","r_i_glide_hbond","r_i_glide_metal","r_i_glide_rewards","r_i_glide_evdw","r_i_glide_ecoul","r_i_glide_erotb","r_i_glide_esite","r_i_glide_emodel","r_i_glide_energy","r_i_glide_einternal"
"Pinocembrin",503,Done,0.516,-3.04251,"glide-grid_Sa3ANT_avrg",-3.04251,-0.17578,0,-0,0,-43.424,-4.00486,0.173554,-0.268357,-51.0191,-47.4288,11.685
"Pinocembrin",504,"GRID-ENERGY MIN FAILED",0.516,,,,,,,,,,,,,,
"Pinocembrin",505,"GRID-ENERGY MIN FAILED",0.406,,,,,,,,,,,,,,
"Pinocembrin",506,"GRID-ENERGY MIN FAILED",0.375,,,,,,,,,,,,,,
"Pinocembrin",507,"GRID-ENERGY MIN FAILED",0.406,,,,,,,,,,,,,,
"Pinocembrin",508,"GRID-ENERGY MIN FAILED",0.406,,,,,,,,,,,,,,
"Pinocembrin",509,"GRID-ENERGY MIN FAILED",0.391,,,,,,,,,,,,,,
"Pinocembrin",510,"GRID-ENERGY MIN FAILED",0.313,,,,,,,,,,,,,,
"Pinocembrin",511,Done,0.406,-4.10004,"glide-grid_Sa3ANT_avrg",-4.10004,-0.461905,0,-0,-0.0688486,-43.3999,-9.9227,0.173554,-0.0844428,-55.5808,-53.3226,22.4648
"Pinocembrin",512,"NO POSES STORED FOR LIGAND",0.562,,,,,,,,,,,,,,
