i_qp_HumanOralAbsorption,i_qp_RuleOfThree,s_sd_PUBCHEM\_MMFF94\_PARTIAL\_CHARGES,s_m_title,i_f3d_flags,r_sd_PUBCHEM\_EXACT\_MASS,r_qp_PISA,i_sd_PUBCHEM\_TOTAL\_CHARGE,i_epik_Tot_Q,r_qp_WPSA,s_i_glide_gridfile,r_i_glide_lipo,s_sd_PUBCHEM\_IUPAC\_SYSTEMATIC\_NAME,i_i_glide_posenum,r_qp_glob,r_qp_QPlogPoct,r_qp_dip^2/V,r_i_glide_metal,i_qp_#metab,r_i_glide_ecoul,r_sd_PUBCHEM\_MONOISOTOPIC\_WEIGHT,i_qp_#ringatoms,s_vsw_variant,r_qp_donorHB,i_sd_PUBCHEM\_COMPOUND\_CID,i_qp_#rotor,r_qp_ACxDN^.5/SA,b_sd_chiral_flag,i_qp_#stars,r_sd_PUBCHEM\_XLOGP3\_AA,r_qp_volume,i_m_ct_format,i_sd_PUBCHEM\_HEAVY\_ATOM\_COUNT,r_i_glide_einternal,s_sd_PUBCHEM\_IUPAC\_NAME\_MARKUP,r_i_glide_esite,s_sd_PUBCHEM\_IUPAC\_NAME,r_qp_IP(eV),r_qp_QPlogPw,r_qp_QPlogBB,i_sd_PUBCHEM\_COMPONENT\_COUNT,r_epik_Charging_Adjusted_Penalty,i_qp_#NandO,i_qp_#rtvFG,r_i_glide_ligand_efficiency_sa,r_qp_Jm,s_m_entry_name,s_m_source_file,i_qp_#in56,r_qp_QPPMDCK,i_qp_#noncon,r_qp_QPlogHERG,s_lp_label,r_qp_dipole,i_sd_PUBCHEM\_CACTVS\_HBOND\_ACCEPTOR,r_sd_PUBCHEM\_SHAPE\_VOLUME,i_sd_PUBCHEM\_CACTVS\_TAUTO\_COUNT,s_sd_PUBCHEM\_COORDINATE\_TYPE,i_sd_PUBCHEM\_CACTVS\_HBOND\_DONOR,r_epik_Ionization_Penalty_Charging,r_sd_PUBCHEM\_MMFF94\_ENERGY,s_sd_PUBCHEM\_SHAPE\_MULTIPOLES,r_epik_Ionization_Penalty_Neutral,r_i_glide_hbond,r_qp_SAamideO,s_sd_PUBCHEM\_CACTVS\_SUBSKEYS,i_sd_PUBCHEM\_BOND\_UDEF\_STEREO\_COUNT,i_sd_PUBCHEM\_ATOM\_UDEF\_STEREO\_COUNT,r_sd_PUBCHEM\_MOLECULAR\_WEIGHT,s_sd_PUBCHEM\_BONDANNOTATIONS,r_qp_mol_MW,s_sd_PUBCHEM\_IUPAC\_OPENEYE\_NAME,s_sd_PUBCHEM\_IUPAC\_INCHIKEY,s_lp_Variant,r_qp_QPlogS,i_i_glide_confnum,i_m_ct_stereo_status,r_qp_FISA,r_i_glide_ligand_efficiency_ln,r_i_glide_emodel,s_m_Source_Path,s_sd_PUBCHEM\_IUPAC\_INCHI,r_i_glide_energy,r_qp_CIQPlogS,i_qp_#amide,r_qp_FOSA,r_qp_QPlogKhsa,r_sd_PUBCHEM\_SHAPE\_SELFOVERLAP,r_qp_SASA,r_qp_PercentHumanOralAbsorption,r_i_glide_ligand_efficiency,r_qp_EA(eV),s_sd_PUBCHEM\_OPENEYE\_CAN\_SMILES,r_qp_QPpolrz,i_sd_PUBCHEM\_COMPOUND\_CANONICALIZED,r_epik_Ionization_Penalty,r_i_glide_evdw,b_lp_Chiralities_Consistent,r_sd_PUBCHEM\_CONFORMER\_RMSD,r_qp_QPlogKp,r_qp_SAfluorine,s_epik_input,s_m_entry_id,i_qp_#acid,s_lp_Force_Field,s_epik_Chemistry_Notes,r_i_glide_rewards,i_sd_PUBCHEM\_ATOM\_DEF\_STEREO\_COUNT,i_sd_PUBCHEM\_CACTVS\_TPSA,i_lp_mmshare_version,i_m_source_file_index,s_sd_PUBCHEM\_IUPAC\_TRADITIONAL\_NAME,i_sd_PUBCHEM\_CACTVS\_COMPLEXITY,s_sd_PUBCHEM\_OPENEYE\_ISO\_SMILES,r_sd_PUBCHEM\_FEATURE\_SELFOVERLAP,s_sd_PUBCHEM\_CONFORMER\_DIVERSEORDER,i_sd_PUBCHEM\_ISOTOPIC\_ATOM\_COUNT,r_qp_QPPCaco,i_sd_PUBCHEM\_BOND\_DEF\_STEREO\_COUNT,i_sd_PUBCHEM\_CACTVS\_ROTATABLE\_BOND,r_qp_PSA,i_qp_#nonHatm,i_sd_version,i_sd_PUBCHEM\_EFFECTIVE\_ROTOR\_COUNT,s_sd_PUBCHEM\_CONFORMER\_ID,i_i_glide_lignum,r_sd_PUBCHEM\_EFFECTIVE\_ROTOR\_COUNT,s_sd_PUBCHEM\_MOLECULAR\_FORMULA,s_epik_cmdline,s_sd_PUBCHEM\_IUPAC\_CAS\_NAME,r_qp_QPlogPo/w,s_sd_PUBCHEM\_SHAPE\_FINGERPRINT,i_qp_RuleOfFive,s_sd_PUBCHEM\_PHARMACOPHORE\_FEATURES,i_qp_CNS,r_i_docking_score,s_vsw_compound_code,i_qp_#in34,i_sd_PUBCHEM\_CONFORMER\_DIVERSEORDER,r_i_glide_eff_state_penalty,i_qp_#amine,i_i_glide_rotatable_bonds,r_qp_accptHB,r_i_glide_gscore,r_qp_QPlogPC16,r_i_glide_erotb,s_m_Source_File,r_epik_State_Penalty,i_qp_#amidine,r_lp_Energy,i_m_ct_enhanced_stereo_status,i_m_Source_File_Index,i_epik_Tot_abs_Q,r_lp_tautomer_probability
2,2,"32
1 -0.36
10 0.14
11 -0.14
12 -0.14
13 0.08
14 0.08
15 -0.15
16 -0.15
17 -0.15
18 -0.15
19 0.08
2 -0.68
20 0.08
21 0.08
22 0.08
27 0.15
28 0.15
29 0.15
3 -0.53
30 0.4
31 0.15
32 0.45
33 0.45
34 0.45
35 0.45
36 0.45
4 -0.53
5 -0.53
6 -0.53
7 -0.53
8 0.28
9 0.42",(-)-Gallocatechin,0,,174.849,,0,0.0,glide-grid_Sa3ANT_avrg,-0.610790989926184,,264,0.858965,21.56,0.0042984,-0.0,8,-22.1938228607178,,16,1424-1,6.0,9882981,6,0.0290738,1,0,,893.644,2,22,6.12160778045654,,0.0,,8.93,17.686,-2.387,1,0.0,7,0,-0.961039379618299,0.00307913777872864,(-)-Gallocatechin.1,vsw_flavonoids-LIGPREP-001-in.maegz,16,6.82,3,-4.648,1424_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,1.96,,219.7,99,"2
5
10",,0.0,62.9015,"411.66
11.36
2.08
1.28
1.8
0.41
-0.13
-4.43
0.32
-2.93
-0.18
2.37
-0.23
1.03",0.0119,-0.606045072419939,0.0,,0,0,,,306.271,,,(-)-Gallocatechin-1,-2.389,1,1,286.536,-1.84440228582949,-73.5401304565849,C:\Users\Ikech\Desktop\HY-L068_HTVS_Lib,,-49.7061882019043,-3.446,0,60.971,-0.549,910.183,522.355,35.806,-0.342978547836343,0.082,,27.427,,0.0119,-27.5123653411865,1,0.6,-5.608,0.0,W09IXWMxW2NIXWMoW09IXSlbY0hdYyhjMTIpT1tDQEhdKFtDQEhdKFtPSF0pW0NIMl0yKWMzW2NIXWMoW09IXSljKFtPSF0pYyhbT0hdKVtjSF0z,1424,0,OPLS_2005,,-1.82090368181818,2,,56135,1424,,,,55.863,"1
3
4
6
5
2",0,18.997,0,,137.129,22,0,,0096CD6500000001,125,1.8,,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzAuMjAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,-0.182,"10912923 1 17275103950628411258
11471102 20 18412539938255251852
11552529 35 17843407529503783171
11595378 159 16558758892338043931
11796584 16 17095797733771038418
12107183 9 17555190055237968419
12236239 1 17418097645908467945
12553582 1 18271814514362688742
12596602 18 16773789342089943402
12623949 98 17539163896291368779
12633257 1 16128661829389245883
13134695 92 18343018925753184201
13140716 1 17982726678361492176
13533116 47 18202563990337122163
13544653 18 18410015416254705908
13760787 5 18273493476838978676
14252887 29 18409169930773626576
14386348 63 18186240653717198811
14573314 32 17967246486053742647
15196674 1 18341049627508059560
15375358 24 18187076273795516816
15375462 189 17917993888705487104
15788980 27 18202561756974980293
15961568 22 16298955384928206564
17349148 13 17418092148234382351
17357779 13 18335693927675298453
17844677 252 18411423890528775588
17870717 6 17240770553764615379
1813 80 18130522854740557692
18222031 100 17846492617480953734
193927 3 18338526218679600774
200 152 18273492364748358405
20645477 70 18410006633183911014
21033648 29 18261379079510592061
21033650 10 15792294757338998988
21065201 7 16950561077724869554
21267235 1 18342745087850376550
23175994 123 18333455348182283173
23557571 272 17458057183642786141
23559900 14 17676203538047560822
239999 70 18040154037593813850
26918003 58 18187080650636184474
2871803 45 18334292025001709242
312423 11 18270131110737337764
314194 84 18273209811423990566
345986 75 17774439378682399618
34797466 226 17168154459005652190
46194498 28 17676769898062616957
474 4 17414979533927545240
5104073 3 18270676442803424944
5283173 99 18042113276572201725
573450 72 16486975089865189571
602551 16 16660926685322284362
77492 1 17346604114167892873
9709674 26 18335700516318452612",1,"11
1 1 acceptor
1 2 acceptor
1 2 donor
1 3 donor
1 4 donor
1 5 donor
1 6 donor
1 7 donor
6 1 8 9 10 11 13 rings
6 11 13 14 15 18 19 rings
6 12 16 17 20 21 22 rings",-2,-7.54552805239955,1424,0,,-0.0,0,7,6.2,-7.54552805239955,11.116,0.196903387931746,ligprep_Sarah_79-out.maegz,-0.0,0,14.349947,2,141,0,1.0
2,2,"32
1 -0.36
10 0.14
11 -0.14
12 -0.14
13 0.08
14 0.08
15 -0.15
16 -0.15
17 -0.15
18 -0.15
19 0.08
2 -0.68
20 0.08
21 0.08
22 0.08
27 0.15
28 0.15
29 0.15
3 -0.53
30 0.4
31 0.15
32 0.45
33 0.45
34 0.45
35 0.45
36 0.45
4 -0.53
5 -0.53
6 -0.53
7 -0.53
8 0.28
9 0.42",(-)-Gallocatechin,0,,174.849,,0,0.0,glide-grid_Sa3ANT_avrg,-0.610790989926184,,264,0.858965,21.56,0.004298,-0.0,8,-22.1938228607178,,16,1425-1,6.0,9882981,6,0.0290738,1,0,,893.644,2,22,6.12160778045654,,0.0,,8.93,17.686,-2.387,1,0.0,7,0,-0.961039379618299,0.00307913777872864,(-)-Gallocatechin.1,vsw_flavonoids-LIGPREP-001-in.maegz,16,6.82,3,-4.648,1425_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,1.96,,219.7,99,"2
5
10",,0.0,62.9015,"411.66
11.36
2.08
1.28
1.8
0.41
-0.13
-4.43
0.32
-2.93
-0.18
2.37
-0.23
1.03",0.0119,-0.606045072419939,0.0,,0,0,,,306.271,,,(-)-Gallocatechin-1,-2.389,1,1,286.536,-1.84440228582949,-73.5401304565849,C:\Users\Ikech\Desktop\HY-L068_HTVS_Lib,,-49.7061882019043,-3.446,0,60.971,-0.549,910.183,522.355,35.806,-0.342978547836343,0.082,,27.427,,0.0119,-27.5123653411865,1,0.6,-5.608,0.0,W09IXWMxW2NIXWMoW09IXSlbY0hdYyhjMTIpT1tDQEhdKFtDQEhdKFtPSF0pW0NIMl0yKWMzW2NIXWMoW09IXSljKFtPSF0pYyhbT0hdKVtjSF0z,1425,0,OPLS_2005,,-1.82090368181818,2,,56135,1425,,,,55.863,"1
3
4
6
5
2",0,18.997,0,,137.129,22,0,,0096CD6500000001,126,1.8,,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzAuMjAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,-0.182,"10912923 1 17275103950628411258
11471102 20 18412539938255251852
11552529 35 17843407529503783171
11595378 159 16558758892338043931
11796584 16 17095797733771038418
12107183 9 17555190055237968419
12236239 1 17418097645908467945
12553582 1 18271814514362688742
12596602 18 16773789342089943402
12623949 98 17539163896291368779
12633257 1 16128661829389245883
13134695 92 18343018925753184201
13140716 1 17982726678361492176
13533116 47 18202563990337122163
13544653 18 18410015416254705908
13760787 5 18273493476838978676
14252887 29 18409169930773626576
14386348 63 18186240653717198811
14573314 32 17967246486053742647
15196674 1 18341049627508059560
15375358 24 18187076273795516816
15375462 189 17917993888705487104
15788980 27 18202561756974980293
15961568 22 16298955384928206564
17349148 13 17418092148234382351
17357779 13 18335693927675298453
17844677 252 18411423890528775588
17870717 6 17240770553764615379
1813 80 18130522854740557692
18222031 100 17846492617480953734
193927 3 18338526218679600774
200 152 18273492364748358405
20645477 70 18410006633183911014
21033648 29 18261379079510592061
21033650 10 15792294757338998988
21065201 7 16950561077724869554
21267235 1 18342745087850376550
23175994 123 18333455348182283173
23557571 272 17458057183642786141
23559900 14 17676203538047560822
239999 70 18040154037593813850
26918003 58 18187080650636184474
2871803 45 18334292025001709242
312423 11 18270131110737337764
314194 84 18273209811423990566
345986 75 17774439378682399618
34797466 226 17168154459005652190
46194498 28 17676769898062616957
474 4 17414979533927545240
5104073 3 18270676442803424944
5283173 99 18042113276572201725
573450 72 16486975089865189571
602551 16 16660926685322284362
77492 1 17346604114167892873
9709674 26 18335700516318452612",1,"11
1 1 acceptor
1 2 acceptor
1 2 donor
1 3 donor
1 4 donor
1 5 donor
1 6 donor
1 7 donor
6 1 8 9 10 11 13 rings
6 11 13 14 15 18 19 rings
6 12 16 17 20 21 22 rings",-2,-7.54552805239955,1425,0,,-0.0,0,7,6.2,-7.54552805239955,11.116,0.196903387931746,ligprep_Sarah_79-out.maegz,-0.0,0,14.349947,2,142,0,1.0
,,"33
1 -0.87
10 0.92
11 0.09
12 0.09
13 -0.18
14 0.08
15 -0.15
16 -0.15
17 -0.15
18 0.08
19 -0.15
2 -0.53
20 0.08
21 0.08
22 0.08
23 0.15
24 0.15
25 0.15
26 0.15
27 0.15
28 0.45
29 0.45
3 -0.53
30 0.45
31 0.45
32 0.45
33 0.45
4 -0.53
5 -0.53
6 -0.53
7 -0.53
8 0.03
9 0.85",Delphinidin (chloride),0,,,,1,,glide-grid_Sa3ANT_avrg,-0.492919186308911,,160,,,,-0.0,,-26.7630748748779,,,1224-1,,128853,,,0,,,,2,22,2.76656150817871,,0.0,,,,,1,0.0992362377208767,,,-0.940498586298427,,Conformer3D_COMPOUND_CID_128853.1,vsw_flavonoids-LIGPREP-001-in.maegz,,,,,1224_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,,,216.1,618,"2
5
10",,0.0,68.5174,"411.66
11.65
1.97
1.29
1.56
0.49
0.03
-4.26
0.12
-3.1
-0.03
2.66
-0.22
-0.03",0.1354,-0.472985272859208,,,0,0,,,,,,Delphinidin (chloride)-1,,2,1,,-1.80498091876025,-84.4226734105385,C:\Users\Ikech\Desktop\HY-L068_HTVS_Lib,,-53.0886573791504,,,,,920.248,,,-0.335647889370449,,,,,0.1354,-26.3255825042725,1,0.6,,,W09IXWMxW2NIXWMoW09IXSlbY0hdYyhjMTIpW28rXWMoYyhbT0hdKVtjSF0yKS1jM1tjSF1jKFtPSF0pYyhbT0hdKWMoW09IXSlbY0hdMw==,1224,,OPLS_2005,,-1.34152063636364,0,,56135,1224,,,,45.714,,0,,0,,,,0,1,0001F75500000001,113,,,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzAuMjAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,,"10912923 1 17632578270583619322
11471102 20 18409165541327618772
11796584 16 16588576518629384290
12107183 9 17554344522190423851
12236239 1 17846782931679648777
12553582 1 18413394228635423014
12616971 3 18131071515158313246
12633257 1 16630531717233204777
12670546 56 17489585679516398313
13134695 92 18412542145367756357
13140716 1 18051693549519291040
13533116 47 18272368689276054667
13544653 18 18408045091396697228
13760787 5 18413951693672910356
14386348 63 17894351098720941843
14573314 32 17530961367295163143
14739800 52 16127794409758060616
15196674 1 18410575050425082096
15375462 189 18131072640756308184
15788980 27 18342736299677135527
15961568 22 15719963556825656428
17349148 13 17704070728819961831
17357779 13 18260539013661042661
17844677 252 18408327661426642117
1813 80 18271822189274314996
18186145 218 17386006143708841344
18785283 64 17607539216823192636
193927 3 18263653879111459306
200 152 18342171155006001249
20645477 70 18335134289431630406
21033648 29 18040984172746103157
21065201 7 16370722625721965306
21267235 1 18412269407008289654
221357 26 18261381244479947965
2297311 6 16370733621508253195
23175994 123 18114185241781418981
23402539 116 18342174423449850227
23557571 272 16950558891555010684
23559900 14 16950838112117067082
26918003 58 18113337513778421130
2871803 45 18187364294782467138
312423 11 18338811005065319756
314194 84 18343298184479031110
345986 75 18059289847500360906
34797466 226 16805333209693842942
46194498 28 17459187542020847477
465052 167 18343025501221371286
474 4 17771613835499545416
5104073 3 18267582408661792280
5281201 14 17749108889598896188
5283173 99 17968647208112712501
573450 72 16989126452575043919
602551 16 15338829915082085052
7064713 232 16917065529790093734
77492 1 17703794760128435337",,"9
1 2 donor
1 3 donor
1 4 donor
1 5 donor
1 6 donor
1 7 donor
6 1 8 9 10 12 13 rings
6 11 16 17 20 21 22 rings
6 8 10 14 15 18 19 rings",,-7.38425356614988,1224,,1,0.0992,,7,,-7.48345356614988,,0.140250654595494,ligprep_Rea-out.maegz,0.0992,,21.547053,2,7,1,0.999999999957461
,,"33
1 -0.87
10 0.92
11 0.09
12 0.09
13 -0.18
14 0.08
15 -0.15
16 -0.15
17 -0.15
18 0.08
19 -0.15
2 -0.53
20 0.08
21 0.08
22 0.08
23 0.15
24 0.15
25 0.15
26 0.15
27 0.15
28 0.45
29 0.45
3 -0.53
30 0.45
31 0.45
32 0.45
33 0.45
4 -0.53
5 -0.53
6 -0.53
7 -0.53
8 0.03
9 0.85",Delphinidin (chloride),0,,,,1,,glide-grid_Sa3ANT_avrg,-0.492919186308911,,160,,,,-0.0,,-26.7630748748779,,,1225-1,,128853,,,0,,,,2,22,2.76656150817871,,0.0,,,,,1,0.0992362377208767,,,-0.940498586298427,,Conformer3D_COMPOUND_CID_128853.1,vsw_flavonoids-LIGPREP-001-in.maegz,,,,,1225_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,,,216.1,618,"2
5
10",,0.0,68.5174,"411.66
11.65
1.97
1.29
1.56
0.49
0.03
-4.26
0.12
-3.1
-0.03
2.66
-0.22
-0.03",0.1354,-0.472985272859208,,,0,0,,,,,,Delphinidin (chloride)-1,,2,1,,-1.80498091876025,-84.4226734105385,C:\Users\Ikech\Desktop\HY-L068_HTVS_Lib,,-53.0886573791504,,,,,920.248,,,-0.335647889370449,,,,,0.1354,-26.3255825042725,1,0.6,,,W09IXWMxW2NIXWMoW09IXSlbY0hdYyhjMTIpW28rXWMoYyhbT0hdKVtjSF0yKS1jM1tjSF1jKFtPSF0pYyhbT0hdKWMoW09IXSlbY0hdMw==,1225,,OPLS_2005,,-1.34152063636364,0,,56135,1225,,,,45.714,,0,,0,,,,0,1,0001F75500000001,114,,,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzAuMjAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,,"10912923 1 17632578270583619322
11471102 20 18409165541327618772
11796584 16 16588576518629384290
12107183 9 17554344522190423851
12236239 1 17846782931679648777
12553582 1 18413394228635423014
12616971 3 18131071515158313246
12633257 1 16630531717233204777
12670546 56 17489585679516398313
13134695 92 18412542145367756357
13140716 1 18051693549519291040
13533116 47 18272368689276054667
13544653 18 18408045091396697228
13760787 5 18413951693672910356
14386348 63 17894351098720941843
14573314 32 17530961367295163143
14739800 52 16127794409758060616
15196674 1 18410575050425082096
15375462 189 18131072640756308184
15788980 27 18342736299677135527
15961568 22 15719963556825656428
17349148 13 17704070728819961831
17357779 13 18260539013661042661
17844677 252 18408327661426642117
1813 80 18271822189274314996
18186145 218 17386006143708841344
18785283 64 17607539216823192636
193927 3 18263653879111459306
200 152 18342171155006001249
20645477 70 18335134289431630406
21033648 29 18040984172746103157
21065201 7 16370722625721965306
21267235 1 18412269407008289654
221357 26 18261381244479947965
2297311 6 16370733621508253195
23175994 123 18114185241781418981
23402539 116 18342174423449850227
23557571 272 16950558891555010684
23559900 14 16950838112117067082
26918003 58 18113337513778421130
2871803 45 18187364294782467138
312423 11 18338811005065319756
314194 84 18343298184479031110
345986 75 18059289847500360906
34797466 226 16805333209693842942
46194498 28 17459187542020847477
465052 167 18343025501221371286
474 4 17771613835499545416
5104073 3 18267582408661792280
5281201 14 17749108889598896188
5283173 99 17968647208112712501
573450 72 16989126452575043919
602551 16 15338829915082085052
7064713 232 16917065529790093734
77492 1 17703794760128435337",,"9
1 2 donor
1 3 donor
1 4 donor
1 5 donor
1 6 donor
1 7 donor
6 1 8 9 10 12 13 rings
6 11 16 17 20 21 22 rings
6 8 10 14 15 18 19 rings",,-7.38425356614988,1225,,1,0.0992,,7,,-7.48345356614988,,0.140250654595494,ligprep_Rea-out.maegz,0.0992,,21.547053,2,8,1,0.999999999957461
,,"33
1 -0.87
10 0.92
11 0.09
12 0.09
13 -0.18
14 0.08
15 -0.15
16 -0.15
17 -0.15
18 0.08
19 -0.15
2 -0.53
20 0.08
21 0.08
22 0.08
23 0.15
24 0.15
25 0.15
26 0.15
27 0.15
28 0.45
29 0.45
3 -0.53
30 0.45
31 0.45
32 0.45
33 0.45
4 -0.53
5 -0.53
6 -0.53
7 -0.53
8 0.03
9 0.85",Delphinidin (chloride),0,,,,1,,glide-grid_Sa3ANT_avrg,-0.492919186308911,,160,,,,-0.0,,-26.7630748748779,,,1226-1,,128853,,,0,,,,2,22,2.76656150817871,,0.0,,,,,1,0.0992362377208767,,,-0.940498586298427,,Conformer3D_COMPOUND_CID_128853.1,vsw_flavonoids-LIGPREP-001-in.maegz,,,,,1226_sdstereoexpander_1_neutralizer_1_epik_1_stereoizer_1,,,216.1,618,"2
5
10",,0.0,68.5174,"411.66
11.65
1.97
1.29
1.56
0.49
0.03
-4.26
0.12
-3.1
-0.03
2.66
-0.22
-0.03",0.1354,-0.472985272859208,,,0,0,,,,,,Delphinidin (chloride)-1,,2,1,,-1.80498091876025,-84.4226734105385,C:\Users\Ikech\Desktop\HY-L068_HTVS_Lib,,-53.0886573791504,,,,,920.248,,,-0.335647889370449,,,,,0.1354,-26.3255825042725,1,0.6,,,W09IXWMxW2NIXWMoW09IXSlbY0hdYyhjMTIpW28rXWMoYyhbT0hdKVtjSF0yKS1jM1tjSF1jKFtPSF0pYyhbT0hdKWMoW09IXSlbY0hdMw==,1226,,OPLS_2005,,-1.34152063636364,0,,56135,1226,,,,45.714,,0,,0,,,,0,1,0001F75500000001,115,,,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAwMDAwMCcsICctcGh0JywgJzAuMjAwMDAwJywgJy1tcycsICcxNicsICctdG4nLCAnOCcsICctbWEnLCAnMjAwJywgJy1pbWFlJywgJzxpbmZpbGUubWFlPicsICctb21hZScsICc8b3V0ZmlsZS5tYWU+Jw==,,,"10912923 1 17632578270583619322
11471102 20 18409165541327618772
11796584 16 16588576518629384290
12107183 9 17554344522190423851
12236239 1 17846782931679648777
12553582 1 18413394228635423014
12616971 3 18131071515158313246
12633257 1 16630531717233204777
12670546 56 17489585679516398313
13134695 92 18412542145367756357
13140716 1 18051693549519291040
13533116 47 18272368689276054667
13544653 18 18408045091396697228
13760787 5 18413951693672910356
14386348 63 17894351098720941843
14573314 32 17530961367295163143
14739800 52 16127794409758060616
15196674 1 18410575050425082096
15375462 189 18131072640756308184
15788980 27 18342736299677135527
15961568 22 15719963556825656428
17349148 13 17704070728819961831
17357779 13 18260539013661042661
17844677 252 18408327661426642117
1813 80 18271822189274314996
18186145 218 17386006143708841344
18785283 64 17607539216823192636
193927 3 18263653879111459306
200 152 18342171155006001249
20645477 70 18335134289431630406
21033648 29 18040984172746103157
21065201 7 16370722625721965306
21267235 1 18412269407008289654
221357 26 18261381244479947965
2297311 6 16370733621508253195
23175994 123 18114185241781418981
23402539 116 18342174423449850227
23557571 272 16950558891555010684
23559900 14 16950838112117067082
26918003 58 18113337513778421130
2871803 45 18187364294782467138
312423 11 18338811005065319756
314194 84 18343298184479031110
345986 75 18059289847500360906
34797466 226 16805333209693842942
46194498 28 17459187542020847477
465052 167 18343025501221371286
474 4 17771613835499545416
5104073 3 18267582408661792280
5281201 14 17749108889598896188
5283173 99 17968647208112712501
573450 72 16989126452575043919
602551 16 15338829915082085052
7064713 232 16917065529790093734
77492 1 17703794760128435337",,"9
1 2 donor
1 3 donor
1 4 donor
1 5 donor
1 6 donor
1 7 donor
6 1 8 9 10 12 13 rings
6 11 16 17 20 21 22 rings
6 8 10 14 15 18 19 rings",,-7.38425356614988,1226,,1,0.0992,,7,,-7.48345356614988,,0.140250654595494,ligprep_Rea-out.maegz,0.0992,,21.547053,2,9,1,0.999999999957461
