PC,eigenvalue,explained_variance_ratio
PC1,58.24526611787248,0.05818707903883364
PC2,29.645510796343505,0.02961589490144206
PC3,24.936345638123377,0.024911434203919454
PC4,17.176787693534845,0.017159628065469373
PC5,14.44605312626809,0.014431621504763325
PC6,11.52738823354774,0.011515872361186551
PC7,10.643533241269804,0.010632900340928874
PC8,9.4671790228097,0.00945772130150819
PC9,8.709621607646165,0.008700920686959204
PC10,8.439461566867388,0.008431030536331057
