PC,eigenvalue,explained_variance_ratio
PC1,43.71767252993516,0.04265038919082397
PC2,24.90798882440234,0.024299907928402007
PC3,14.053838707621843,0.013710741121790163
PC4,12.211200476201935,0.011913087377663287
PC5,10.301407646761723,0.010049918486554189
PC6,9.198900548333501,0.008974326989742192
PC7,8.750600934940802,0.008536971753774353
PC8,8.466329893023604,0.008259640645510352
PC9,7.66178993086763,0.007474741987375543
PC10,7.395187266786112,0.007214647917303509
