PC,eigenvalue
PC1,47.800905483459886
PC2,27.41292083888071
PC3,18.297365595595863
PC4,14.426885816662438
PC5,12.360952740089727
PC6,10.615586065727213
PC7,10.344221254908728
PC8,9.732176189619116
PC9,9.08011318339
PC10,8.238480598167275
